tissue	term	screen_display_label	candidate_reason	absolute_effect_rank_active	within_tissue_magnitude_percentile	mean_accession_effect	primary_direction_accessions	primary_direction_agreement	sensitivity_analysis	sensitivity_effect	sensitivity_direction_preserved	sensitivity_magnitude_ratio	meta_fdr	maximum_leave_one_out_fdr	pathway_genes_measured	pathway_genes_pooled_fdr_lt_005	pathway_gene_support_fraction	significant_genes_same_direction	significant_genes_opposite_direction	opposite_nested_program	opposite_nested_terms	maximum_opposite_nested_overlap_coefficient	family_id	process_family	family_literature_role	family_narrative_decision	family_representative	pathway_review_disposition	family_synthesis	family_supporting_references	family_caution	curated_for_main_figures	evidence_role
soleus	R-MMU-109582_HEMOSTASIS	Hemostasis	top_decile_magnitude;stable_rank_40_extension	8.0	0.976271186440678	0.2295372588888882	2	1.0	exclude OSD-714	0.0711327299999992	True	0.3098962248844852	0.5041822603427899	0.6502712767482457	224	7	0.03125	2	5	False			hemostatic	Hemostatic and platelet programs	context_sensitive	supplement_only	True	representative	Higher hemostasis and platelet-degranulation scores may reflect vascular or blood-cell composition rather than a myofiber program.		Direct soleus-specific spaceflight validation is absent.	False	
soleus	R-MMU-1442490_COLLAGEN_DEGRADATION	Collagen Degradation	top_decile_magnitude	9.0	0.9728813559322034	0.2072379588685184	1	0.5	exclude OSD-714	-0.1234071296833334	False	0.5954851628394426	0.8526672287574009	0.8902625178084324	36	2	0.05555555555555555	0	2	False			matrix_turnover	Matrix disassembly and support	complementary	existing_core_axis	False	family_support_or_redundant_child	Higher collagen and extracellular-matrix degradation together with lower elastic-fibre and glycosaminoglycan scores support a matrix-disassembly and reduced-support state.	24;26;28	Only two unconfounded accessions remain and member-gene support is sparse; matrix abundance and protease activity were not measured.	False	
soleus	R-MMU-8978868_FATTY_ACID_METABOLISM	Fatty-acid metabolism	top_decile_magnitude;prespecified_main_review	10.0	0.9694915254237289	-0.198262297574074	0	0.0	exclude OSD-714	0.1696706284999999	False	0.855788672763707	0.8526672287574009	0.8660549902450211	46	8	0.17391304347826086	7	1	True	R-MMU-1430728_METABOLISM	1.0	metabolic_transport	Metabolism and transmembrane transport	context_sensitive	existing_context	True	representative	Broad metabolism and transport parents oppose several lipid, oxidation, vitamin, and SLC children, and the fatty-acid direction changes after accession restriction.	24;25;26	The family is not directionally identifiable as one metabolic response.	True	context_sensitive
soleus	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil Degranulation	top_decile_magnitude	11.0	0.9661016949152542	0.1966453010574074	0	0.0	exclude OSD-714	-0.2421514124416666	False	1.2314121473514104	0.9037074396572188	0.8893784002812303	183	6	0.03278688524590164	2	4	False			immune_inflammatory	Immune and cytokine programs	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad immune and neutrophil scores are driven by the confounded accession, whereas interferon and cytokine scores are lower across the restricted comparison.	24;27	Nested immune programs point in opposite directions and cannot support a universal inflammatory claim.	False	
soleus	R-MMU-114608_PLATELET_DEGRANULATION	Platelet Degranulation	top_decile_magnitude	12.0	0.9627118644067796	0.1818508744074074	1	0.5	exclude OSD-714	-0.0280989684999999	False	0.15451654324767622	0.814461362469088	0.9284378501210508	65	2	0.03076923076923077	1	1	False			hemostatic	Hemostatic and platelet programs	context_sensitive	supplement_only	False	family_support_or_redundant_child	Higher hemostasis and platelet-degranulation scores may reflect vascular or blood-cell composition rather than a myofiber program.		Direct soleus-specific spaceflight validation is absent.	False	
soleus	R-MMU-1430728_METABOLISM	Metabolism	top_decile_magnitude	13.0	0.9593220338983052	0.1808996527777777	1	0.5	exclude OSD-714	0.0081905416666669	True	0.04527671303343183	0.7575083116919435	0.9000247883195249	396	47	0.11868686868686869	8	39	True	R-MMU-8978868_FATTY_ACID_METABOLISM;R-MMU-211859_BIOLOGICAL_OXIDATIONS;R-MMU-556833_METABOLISM_OF_LIPIDS;R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS;R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	1.0	metabolic_transport	Metabolism and transmembrane transport	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad metabolism and transport parents oppose several lipid, oxidation, vitamin, and SLC children, and the fatty-acid direction changes after accession restriction.	24;25;26	The family is not directionally identifiable as one metabolic response.	False	
soleus	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	Signaling By Rho GTPases	top_decile_magnitude	14.0	0.9559322033898304	0.1773149466666667	0	0.0	exclude OSD-714	-0.110986948333333	False	0.6259311491770443	0.8526672287574009	0.8589861719351792	162	7	0.043209876543209874	0	7	False			broad_gpcr_cytoskeleton	Broad GPCR and Rho-family signaling	context_sensitive	supplement_only	False	family_support_or_redundant_child	Broad GPCR and Rho-family parents move in accession-sensitive or opposing directions and do not define the lower trophic subfamily.	24;25	Class-A receptors and G-alpha-i are nested within the GPCR parent, while the broad Rho term changes direction after restriction.	False	
soleus	R-MMU-211859_BIOLOGICAL_OXIDATIONS	Biological Oxidations	top_decile_magnitude	15.0	0.952542372881356	-0.1744706696666667	1	0.5	exclude OSD-714	0.0228285808333332	False	0.1308448054733104	0.7575083116919435	0.8494981780684108	55	9	0.16363636363636364	7	2	True	R-MMU-1430728_METABOLISM	1.0	metabolic_transport	Metabolism and transmembrane transport	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad metabolism and transport parents oppose several lipid, oxidation, vitamin, and SLC children, and the fatty-acid direction changes after accession restriction.	24;25;26	The family is not directionally identifiable as one metabolic response.	False	
soleus	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	G Alpha I Signalling Events	top_decile_magnitude;stable_rank_40_extension	16.0	0.9491525423728814	-0.1740394551737037	2	1.0	exclude OSD-714	-0.0624053434466666	True	0.35857009196208783	0.3719157898411998	0.5939097630745055	75	2	0.02666666666666667	1	1	True	R-MMU-372790_SIGNALING_BY_GPCR	1.0	broad_gpcr_cytoskeleton	Broad GPCR and Rho-family signaling	context_sensitive	supplement_only	True	representative	Broad GPCR and Rho-family parents move in accession-sensitive or opposing directions and do not define the lower trophic subfamily.	24;25	Class-A receptors and G-alpha-i are nested within the GPCR parent, while the broad Rho term changes direction after restriction.	False	
soleus	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	Transport Of Small Molecules	top_decile_magnitude	17.0	0.9457627118644067	0.1681101353703704	1	0.5	exclude OSD-714	0.0231618099999999	True	0.13777759412882012	0.6769340235166685	0.9281410167217984	173	19	0.10982658959537572	5	14	True	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	1.0	metabolic_transport	Metabolism and transmembrane transport	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad metabolism and transport parents oppose several lipid, oxidation, vitamin, and SLC children, and the fatty-acid direction changes after accession restriction.	24;25;26	The family is not directionally identifiable as one metabolic response.	False	
soleus	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	Extracellular matrix degradation	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	18.0	0.9423728813559322	0.1676931753703702	2	1.0	exclude OSD-714	0.1141177949999998	True	0.680515439867825	0.413389732365466	0.84717025441062	60	2	0.03333333333333333	0	2	False			matrix_turnover	Matrix disassembly and support	complementary	existing_core_axis	True	representative	Higher collagen and extracellular-matrix degradation together with lower elastic-fibre and glycosaminoglycan scores support a matrix-disassembly and reduced-support state.	24;26;28	Only two unconfounded accessions remain and member-gene support is sparse; matrix abundance and protease activity were not measured.	True	complementary
soleus	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	Post Translational Modification Synthesis Of Gpi Anchored Proteins	top_decile_magnitude	19.0	0.9389830508474576	0.1631086761574074	1	0.5	exclude OSD-714	0.0624201165	True	0.3826903508171552	0.82298617404142	0.942870941084362	21	2	0.09523809523809523	0	2	False			trafficking_cytoskeleton	Membrane trafficking and intracellular transport	context_sensitive	supplement_only	False	family_support_or_redundant_child	GPI-anchor, membrane, kinesin, and vesicle programs are higher or preserved after restriction but lack direct soleus-spaceflight validation.	26	The terms are broad and should not be interpreted as measured trafficking rates.	False	
soleus	R-MMU-9709957_SENSORY_PERCEPTION	Sensory Perception	top_decile_magnitude;stable_rank_40_extension	20.0	0.9355932203389832	0.1623211781555555	2	1.0	exclude OSD-714	0.2345097043166666	True	1.4447264798184958	0.4746148990382549	0.8660549902450211	25	2	0.08	0	2	False			neuromuscular	Contractile and sensory programs	context_sensitive	existing_context	False	family_support_or_redundant_child	The contraction direction changes after exclusion, while the broad sensory score remains higher without a specific neuromuscular interpretation.	24;25;29;30	Fiber-type transitions can move individual contractile genes in opposite directions.	False	
soleus	R-MMU-556833_METABOLISM_OF_LIPIDS	Metabolism Of Lipids	top_decile_magnitude	21.0	0.9322033898305084	-0.147234460037037	0	0.0	exclude OSD-714	0.117803363	False	0.8001072776737621	0.8526672287574009	0.8660549902450211	134	15	0.11194029850746269	13	2	True	R-MMU-1430728_METABOLISM	1.0	metabolic_transport	Metabolism and transmembrane transport	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad metabolism and transport parents oppose several lipid, oxidation, vitamin, and SLC children, and the fatty-acid direction changes after accession restriction.	24;25;26	The family is not directionally identifiable as one metabolic response.	False	
soleus	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	Class A 1 Rhodopsin Like Receptors	top_decile_magnitude	22.0	0.928813559322034	-0.1425560493703702	1	0.5	exclude OSD-714	0.0191134648333333	False	0.13407684147920818	0.7577438883310568	0.9132246871901282	84	2	0.023809523809523808	2	0	True	R-MMU-372790_SIGNALING_BY_GPCR	1.0	broad_gpcr_cytoskeleton	Broad GPCR and Rho-family signaling	context_sensitive	supplement_only	False	family_support_or_redundant_child	Broad GPCR and Rho-family parents move in accession-sensitive or opposing directions and do not define the lower trophic subfamily.	24;25	Class-A receptors and G-alpha-i are nested within the GPCR parent, while the broad Rho term changes direction after restriction.	False	
soleus	R-MMU-73894_DNA_REPAIR	DNA repair	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	23.0	0.9254237288135592	0.1401184675925924	2	1.0	exclude OSD-714	0.0478751483333331	True	0.3416762198151823	0.2868335420539492	0.6840772447826406	44	3	0.06818181818181818	2	1	False			growth_damage	Growth, apoptosis, and DNA-damage response	context_sensitive	supplement_only	True	representative	Higher apoptosis and DNA-repair scores persist after restriction, while broad cell-cycle and MLL3-MLL4 scores remain accession sensitive.	24;25	The family combines distinct processes and does not establish myofiber apoptosis or repair activity.	True	complementary
soleus	R-MMU-199991_MEMBRANE_TRAFFICKING	Membrane Trafficking	top_decile_magnitude	24.0	0.9220338983050848	0.1295374083333331	1	0.5	exclude OSD-714	-0.0317808250000002	False	0.2453409050628831	0.8526672287574009	0.8589861719351792	89	2	0.02247191011235955	1	1	False			trafficking_cytoskeleton	Membrane trafficking and intracellular transport	context_sensitive	supplement_only	False	family_support_or_redundant_child	GPI-anchor, membrane, kinesin, and vesicle programs are higher or preserved after restriction but lack direct soleus-spaceflight validation.	26	The terms are broad and should not be interpreted as measured trafficking rates.	False	
soleus	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	Slc Mediated Transmembrane Transport	top_decile_magnitude	25.0	0.91864406779661	-0.1283357119074073	0	0.0	exclude OSD-714	0.0946260503333334	False	0.737332180785384	0.8526672287574009	0.8660549902450211	68	6	0.08823529411764706	3	3	True	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	1.0	metabolic_transport	Metabolism and transmembrane transport	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad metabolism and transport parents oppose several lipid, oxidation, vitamin, and SLC children, and the fatty-acid direction changes after accession restriction.	24;25;26	The family is not directionally identifiable as one metabolic response.	False	
soleus	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	Metabolism Of Vitamins And Cofactors	top_decile_magnitude	26.0	0.9152542372881356	-0.1267980990657407	1	0.5	exclude OSD-714	-0.0128001556666666	True	0.10094911328307954	0.6240425374238776	0.9281410167217984	50	5	0.1	5	0	True	R-MMU-1430728_METABOLISM	1.0	metabolic_transport	Metabolism and transmembrane transport	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad metabolism and transport parents oppose several lipid, oxidation, vitamin, and SLC children, and the fatty-acid direction changes after accession restriction.	24;25;26	The family is not directionally identifiable as one metabolic response.	False	
soleus	R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	Molecules Associated With Elastic Fibres	top_decile_magnitude;stable_rank_40_extension	27.0	0.911864406779661	-0.1223820164918518	2	1.0	exclude OSD-714	-0.0889663682099999	True	0.7269562208588325	0.1509881756206655	0.6416927199754304	22	0	0.0	0	0	False			matrix_turnover	Matrix disassembly and support	complementary	existing_core_axis	False	family_support_or_redundant_child	Higher collagen and extracellular-matrix degradation together with lower elastic-fibre and glycosaminoglycan scores support a matrix-disassembly and reduced-support state.	24;26;28	Only two unconfounded accessions remain and member-gene support is sparse; matrix abundance and protease activity were not measured.	False	
soleus	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	Pip3 Activates Akt Signaling	top_decile_magnitude;stable_rank_40_extension	28.0	0.9084745762711864	-0.1222398430324073	2	1.0	exclude OSD-714	-0.0288586673333332	True	0.23608233303835646	0.4746148990382549	0.7796261380357679	49	3	0.061224489795918366	2	1	False			trophic_vascular	Trophic, adhesion, and vascular signaling	aligned	add_aligned_context	True	representative	Lower PI3K-AKT, WNT, and VEGF programs after restriction align with reduced anabolic, focal-adhesion, and vascular-support signaling during soleus unloading.	25;27	PI3K-AKT attenuates strongly after excluding OSD-714, and broad GPCR and Rho parents are accession sensitive; only the lower trophic subfamily is retained.	False	
soleus	R-MMU-913531_INTERFERON_SIGNALING	Interferon Signaling	top_decile_magnitude;stable_rank_40_extension	29.0	0.905084745762712	-0.1174301000370369	2	1.0	exclude OSD-714	-0.2001498011666665	True	1.7044165090853214	0.6769340235166685	0.8993005124681784	38	1	0.02631578947368421	1	0	True	R-MMU-168256_IMMUNE_SYSTEM	1.0	immune_inflammatory	Immune and cytokine programs	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad immune and neutrophil scores are driven by the confounded accession, whereas interferon and cytokine scores are lower across the restricted comparison.	24;27	Nested immune programs point in opposite directions and cannot support a universal inflammatory claim.	False	
soleus	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	Glycosaminoglycan metabolism	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	30.0	0.9016949152542372	-0.1173810345407407	2	1.0	exclude OSD-714	-0.0936502065333333	True	0.7978308156828274	0.2398430378989996	0.7796261380357679	39	1	0.02564102564102564	1	0	True	R-MMU-1430728_METABOLISM	1.0	matrix_turnover	Matrix disassembly and support	complementary	existing_core_axis	False	family_support_or_redundant_child	Higher collagen and extracellular-matrix degradation together with lower elastic-fibre and glycosaminoglycan scores support a matrix-disassembly and reduced-support state.	24;26;28	Only two unconfounded accessions remain and member-gene support is sparse; matrix abundance and protease activity were not measured.	True	complementary
soleus	R-MMU-983189_KINESINS	Kinesins	stable_rank_40_extension	32.0	0.8949152542372881	0.115286135	2	1.0	exclude OSD-714	0.0736453221666666	True	0.6388046764397696	0.026279675343173	0.3205908871822083	23	0	0.0	0	0	False			trafficking_cytoskeleton	Membrane trafficking and intracellular transport	context_sensitive	supplement_only	False	family_support_or_redundant_child	GPI-anchor, membrane, kinesin, and vesicle programs are higher or preserved after restriction but lack direct soleus-spaceflight validation.	26	The terms are broad and should not be interpreted as measured trafficking rates.	False	
soleus	R-MMU-195721_SIGNALING_BY_WNT	Signaling By Wnt	stable_rank_40_extension	34.0	0.888135593220339	-0.111903905537037	2	1.0	exclude OSD-714	-0.0961642498333333	True	0.8593466811710667	1.9267088853217383e-05	0.0456780825714489	27	2	0.07407407407407407	1	1	False			trophic_vascular	Trophic, adhesion, and vascular signaling	aligned	add_aligned_context	False	family_support_or_redundant_child	Lower PI3K-AKT, WNT, and VEGF programs after restriction align with reduced anabolic, focal-adhesion, and vascular-support signaling during soleus unloading.	25;27	PI3K-AKT attenuates strongly after excluding OSD-714, and broad GPCR and Rho parents are accession sensitive; only the lower trophic subfamily is retained.	False	
soleus	R-MMU-194138_SIGNALING_BY_VEGF	Signaling By Vegf	stable_rank_40_extension	37.0	0.8779661016949153	-0.0995024218111111	2	1.0	exclude OSD-714	-0.0675087657999999	True	0.6784635446175785	0.1878289380405571	0.6163376693292743	36	2	0.05555555555555555	1	1	False			trophic_vascular	Trophic, adhesion, and vascular signaling	aligned	add_aligned_context	False	family_support_or_redundant_child	Lower PI3K-AKT, WNT, and VEGF programs after restriction align with reduced anabolic, focal-adhesion, and vascular-support signaling during soleus unloading.	25;27	PI3K-AKT attenuates strongly after excluding OSD-714, and broad GPCR and Rho parents are accession sensitive; only the lower trophic subfamily is retained.	False	
soleus	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	Vesicle Mediated Transport	stable_rank_40_extension	38.0	0.8745762711864407	0.0981342487037036	2	1.0	exclude OSD-714	0.0511108133333332	True	0.5208254407454822	0.3625204982961499	0.5623493318276999	114	4	0.03508771929824561	1	3	False			trafficking_cytoskeleton	Membrane trafficking and intracellular transport	context_sensitive	supplement_only	True	representative	GPI-anchor, membrane, kinesin, and vesicle programs are higher or preserved after restriction but lack direct soleus-spaceflight validation.	26	The terms are broad and should not be interpreted as measured trafficking rates.	False	
soleus	R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	Striated-muscle contraction	prespecified_main_review	46.0	0.847457627118644	0.0901879572222222	0	0.0	exclude OSD-714	-0.1936473599999998	False	2.1471531894536064	0.9908192153252288	0.891922249123955	29	8	0.27586206896551724	5	3	False			neuromuscular	Contractile and sensory programs	context_sensitive	existing_context	True	representative	The contraction direction changes after exclusion, while the broad sensory score remains higher without a specific neuromuscular interpretation.	24;25;29;30	Fiber-type transitions can move individual contractile genes in opposite directions.	True	context_sensitive
soleus	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Cytokine signaling	prespecified_main_review	50.0	0.8338983050847457	-0.0789358253648148	2	1.0	exclude OSD-714	-0.1036905960333333	True	1.3136062814838545	0.2305329401720584	0.709643006675213	117	2	0.017094017094017096	1	1	True	R-MMU-168256_IMMUNE_SYSTEM	1.0	immune_inflammatory	Immune and cytokine programs	context_sensitive	existing_context	False	family_support_or_redundant_child	Broad immune and neutrophil scores are driven by the confounded accession, whereas interferon and cytokine scores are lower across the restricted comparison.	24;27	Nested immune programs point in opposite directions and cannot support a universal inflammatory claim.	True	context_sensitive
thymus	R-MMU-69278_CELL_CYCLE_MITOTIC	Mitotic cell cycle	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	1.0	1.0	-1.438332769986316	4	1.0	exclude OSD-289	-1.5081839853995611	True	1.048564015831962	0.0010390849822512	0.0272618194164077	149	63	0.4228187919463087	59	4	False			proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	True	representative	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	True	aligned
thymus	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	DNA Damage Telomere Stress Induced Senescence	top_decile_magnitude;stable_rank_40_extension	2.0	0.9964664310954064	-1.1341249837282454	4	1.0	exclude OSD-289	-1.168552629660307	True	1.0303561304318387	0.0106762213308181	0.0866257741197575	42	5	0.11904761904761904	5	0	False			proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	False	
thymus	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	Metabolism Of Nucleotides	top_decile_magnitude;stable_rank_40_extension	3.0	0.9929328621908128	-1.042990064164298	4	1.0	exclude OSD-289	-1.070957167194956	True	1.026814352304561	0.0013827852398453	0.0203904164403888	22	12	0.5454545454545454	6	6	True	R-MMU-1430728_METABOLISM	1.0	proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	False	
thymus	R-MMU-73894_DNA_REPAIR	DNA repair	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	4.0	0.9893992932862192	-1.0068827600368422	4	1.0	exclude OSD-289	-1.0496250444210526	True	1.0424501104603743	0.0010433660093236	0.0250628891359118	62	19	0.3064516129032258	18	1	False			proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	True	complementary
thymus	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	Epigenetic Regulation Of Adipogenesis Genes By Mll3 And Mll4 Complexes	top_decile_magnitude;stable_rank_40_extension	5.0	0.9858657243816256	-0.9405745326589476	4	1.0	exclude OSD-289	-0.9666312866570176	True	1.0277030188393568	0.0210678969935656	0.1328193470441753	40	0	0.0	0	0	True	R-MMU-168256_IMMUNE_SYSTEM	0.918918918918919	proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	False	
thymus	R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	Copi Dependent Golgi To ER Retrograde Traffic	top_decile_magnitude;stable_rank_40_extension	6.0	0.9823321554770318	-0.9291800423580702	4	1.0	exclude OSD-289	-0.9904475343225876	True	1.0659371587545434	0.0027563626194417	0.0393073988212847	26	12	0.46153846153846156	12	0	False			trafficking_proteostasis	Secretory trafficking and proteostasis	context_sensitive	supplement_only	True	representative	Lower retrograde trafficking and protein-metabolism scores contrast with higher N-linked glycosylation and broad post-translational modification.	22	Opposing nested terms and absent thymus-specific validation preclude a process-level direction.	False	
thymus	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	Chromatin Modifying Enzymes	top_decile_magnitude;stable_rank_40_extension	7.0	0.978798586572438	-0.881874070357193	4	1.0	exclude OSD-289	-0.8469621212798246	True	0.9604116389733199	1.9684495367288266e-05	0.0024663596287113	57	5	0.08771929824561403	2	3	False			proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	False	
thymus	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	8.0	0.9752650176678446	-0.812444811658421	4	1.0	exclude OSD-289	-0.8641427600938596	True	1.0636325664138455	0.0144578850217605	0.0691771134300745	49	16	0.32653061224489793	7	9	True	R-MMU-162582_SIGNAL_TRANSDUCTION	1.0	niche_cytoskeleton	Thymocyte-niche interaction and cytoskeleton	complementary	existing_core_axis	True	representative	Lower RHOA, broader Rho-family, and lymphoid-stromal interaction scores reinforce reduced thymocyte migration, adhesion, or niche coordination.	6;11	Bulk tissue cannot separate weaker interaction state from loss of interacting thymocytes.	True	complementary
thymus	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	Aerobic Respiration And Respiratory Electron Transport	top_decile_magnitude;stable_rank_40_extension	9.0	0.9717314487632508	0.71639783766886	4	1.0	exclude OSD-289	0.7972136765027416	True	1.1128086024056887	0.0125194077997645	0.2201136570922357	24	1	0.041666666666666664	0	1	False			metabolic_endocrine	Respiratory, metabolic, and endocrine state	context_sensitive	supplement_only	True	representative	Higher respiratory and broad metabolic scores coexist with lower steroid and ESR-associated scores, suggesting composition or state redistribution rather than globally improved metabolism.	8;22	Latent respiratory score is not a direct measurement of mitochondrial function or ATP production.	False	
thymus	R-MMU-8856688_GOLGI_TO_ER_RETROGRADE_TRANSPORT	Golgi To ER Retrograde Transport	top_decile_magnitude;stable_rank_40_extension	10.0	0.9681978798586572	-0.6729473669126316	4	1.0	exclude OSD-289	-0.7149177867657894	True	1.0623680571717087	0.0107706608265134	0.0649925690804996	28	13	0.4642857142857143	12	1	False			trafficking_proteostasis	Secretory trafficking and proteostasis	context_sensitive	supplement_only	False	family_support_or_redundant_child	Lower retrograde trafficking and protein-metabolism scores contrast with higher N-linked glycosylation and broad post-translational modification.	22	Opposing nested terms and absent thymus-specific validation preclude a process-level direction.	False	
thymus	R-MMU-9012999_RHO_GTPASE_CYCLE	Rho GTPase Cycle	top_decile_magnitude;stable_rank_40_extension	11.0	0.9646643109540636	-0.6476626820628072	4	1.0	exclude OSD-289	-0.6524076644118422	True	1.0073263173569338	3.4796760646116554e-08	0.0002630690605007	128	33	0.2578125	10	23	True	R-MMU-162582_SIGNAL_TRANSDUCTION	1.0	niche_cytoskeleton	Thymocyte-niche interaction and cytoskeleton	complementary	existing_core_axis	False	family_support_or_redundant_child	Lower RHOA, broader Rho-family, and lymphoid-stromal interaction scores reinforce reduced thymocyte migration, adhesion, or niche coordination.	6;11	Bulk tissue cannot separate weaker interaction state from loss of interacting thymocytes.	False	
thymus	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	Generic Transcription Pathway	top_decile_magnitude;stable_rank_40_extension	12.0	0.96113074204947	-0.6303390344845613	4	1.0	exclude OSD-289	-0.6405251303973684	True	1.016159709863338	5.656366968575005e-10	3.5590712348300874e-05	161	31	0.19254658385093168	20	11	False			proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	False	
thymus	R-MMU-1430728_METABOLISM	Metabolism	top_decile_magnitude;stable_rank_40_extension	13.0	0.9575971731448764	0.6153945210526309	4	1.0	exclude OSD-289	0.6059992658991221	True	0.984732956124734	6.779091306557806e-10	1.6980378544996574e-05	346	80	0.23121387283236994	68	12	True	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES;R-MMU-8957322_METABOLISM_OF_STEROIDS	1.0	metabolic_endocrine	Respiratory, metabolic, and endocrine state	context_sensitive	supplement_only	False	family_support_or_redundant_child	Higher respiratory and broad metabolic scores coexist with lower steroid and ESR-associated scores, suggesting composition or state redistribution rather than globally improved metabolism.	8;22	Latent respiratory score is not a direct measurement of mitochondrial function or ATP production.	False	
