human_symbol	human_ensembl_gene	human_symbol_biomart	mouse_ensembl_gene	mouse_symbol	orthology_type	mouse_perc_id
PACSIN3	ENSG00000165912	PACSIN3	ENSMUSG00000027257	Pacsin3	ortholog_one2one	94.3396
DDB2	ENSG00000134574	DDB2	ENSMUSG00000002109	Ddb2	ortholog_one2one	78.4543
UBE2L6	ENSG00000156587	UBE2L6	ENSMUSG00000027078	Ube2l6	ortholog_one2one	76.4706
CTNND1	ENSG00000198561	CTNND1	ENSMUSG00000034101	Ctnnd1	ortholog_one2one	86.5703
CCDC86	ENSG00000110104	CCDC86	ENSMUSG00000024732	Ccdc86	ortholog_one2one	70.2778
TMEM109	ENSG00000110108	TMEM109	ENSMUSG00000034659	Tmem109	ortholog_one2one	75.3086
EML3	ENSG00000149499	EML3	ENSMUSG00000071647	Eml3	ortholog_one2one	93.6384
PLCB3	ENSG00000149782	PLCB3	ENSMUSG00000024960	Plcb3	ortholog_one2one	92.2204
BAD	ENSG00000002330	BAD	ENSMUSG00000024959	Bad	ortholog_one2one	75.0
CAPN1	ENSG00000014216	CAPN1	ENSMUSG00000024942	Capn1	ortholog_one2one	88.9356
CCDC85B	ENSG00000175602	CCDC85B	ENSMUSG00000095098	Ccdc85b	ortholog_one2one	98.5149
FOSL1	ENSG00000175592	FOSL1	ENSMUSG00000024912	Fosl1	ortholog_one2one	90.7749
DRAP1	ENSG00000175550	DRAP1	ENSMUSG00000024914	Drap1	ortholog_one2one	91.7073
B4GAT1	ENSG00000174684	B4GAT1	ENSMUSG00000047379	B4gat1	ortholog_one2one	96.6265
RAD9A	ENSG00000172613	RAD9A	ENSMUSG00000024824	Rad9a	ortholog_one2one	81.8414
POLD4	ENSG00000175482	POLD4	ENSMUSG00000024854	Pold4	ortholog_one2one	83.1776
IGHMBP2	ENSG00000132740	IGHMBP2	ENSMUSG00000024831	Ighmbp2	ortholog_one2one	77.6435
CCND1	ENSG00000110092	CCND1	ENSMUSG00000070348	Ccnd1	ortholog_one2one	93.8983
CTTN	ENSG00000085733	CTTN	ENSMUSG00000031078	Cttn	ortholog_one2one	92.1818
GDPD5	ENSG00000158555	GDPD5	ENSMUSG00000035314	Gdpd5	ortholog_one2one	90.7438
TSKU	ENSG00000182704	TSKU	ENSMUSG00000049580	Tsku	ortholog_one2one	84.7026
PAK1	ENSG00000149269	PAK1	ENSMUSG00000030774	Pak1	ortholog_one2one	99.0826
PRCP	ENSG00000137509	PRCP	ENSMUSG00000061119	Prcp	ortholog_one2one	76.8145
EED	ENSG00000074266	EED	ENSMUSG00000030619	Eed	ortholog_one2one	100.0
PRSS23	ENSG00000150687	PRSS23	ENSMUSG00000039405	Prss23	ortholog_one2one	90.6005
CEP57	ENSG00000166037	CEP57	ENSMUSG00000031922	Cep57	ortholog_one2one	87.6
BIRC2	ENSG00000110330	BIRC2	ENSMUSG00000057367	Birc2	ortholog_one2one	83.3333
MMP1	ENSG00000196611	MMP1	ENSMUSG00000041620	Mmp1b	ortholog_one2many	56.5032
MMP1	ENSG00000196611	MMP1	ENSMUSG00000043089	Mmp1a	ortholog_one2many	58.6354
SLC35F2	ENSG00000110660	SLC35F2	ENSMUSG00000042195	Slc35f2	ortholog_one2one	89.8396
DDX10	ENSG00000178105	DDX10	ENSMUSG00000053289	Ddx10	ortholog_one2one	85.1429
ZW10	ENSG00000086827	ZW10	ENSMUSG00000032264	Zw10	ortholog_one2one	86.1361
SLC37A4	ENSG00000137700	SLC37A4	ENSMUSG00000032114	Slc37a4	ortholog_one2one	92.7739
HYOU1	ENSG00000149428	HYOU1	ENSMUSG00000032115	Hyou1	ortholog_one2one	92.0921
C2CD2L	ENSG00000172375	C2CD2L	ENSMUSG00000032120	C2cd2l	ortholog_one2one	90.9348
ARHGEF12	ENSG00000196914	ARHGEF12	ENSMUSG00000059495	Arhgef12	ortholog_one2one	89.3135
CHEK1	ENSG00000149554	CHEK1	ENSMUSG00000032113	Chek1	ortholog_one2one	93.0672
ETS1	ENSG00000134954	ETS1	ENSMUSG00000032035	Ets1	ortholog_one2one	62.0619
KDM5A	ENSG00000073614	KDM5A	ENSMUSG00000030180	Kdm5a	ortholog_one2one	96.6864
FKBP4	ENSG00000004478	FKBP4	ENSMUSG00000030357	Fkbp4	ortholog_one2one	89.5425
NCAPD2	ENSG00000010292	NCAPD2	ENSMUSG00000038252	Ncapd2	ortholog_one2one	86.01
GAPDH	ENSG00000111640	GAPDH	ENSMUSG00000057666	Gapdh	ortholog_one2many	93.4328
GAPDH	ENSG00000111640	GAPDH	ENSMUSG00000097148	Gapdhrt	ortholog_one2many	92.8358
GAPDH	ENSG00000111640	GAPDH	ENSMUSG00000110469	Gapdhrt2	ortholog_one2many	93.1343
COPS7A	ENSG00000111652	COPS7A	ENSMUSG00000030127	Cops7a	ortholog_one2one	98.9091
PTPN6	ENSG00000111679	PTPN6	ENSMUSG00000004266	Ptpn6	ortholog_one2one	94.4538
CDKN1B	ENSG00000111276	CDKN1B	ENSMUSG00000003031	Cdkn1b	ortholog_one2one	87.3737
HEBP1	ENSG00000013583	HEBP1	ENSMUSG00000042770	Hebp1	ortholog_one2one	85.7143
DERA	ENSG00000023697	DERA	ENSMUSG00000030225	Dera	ortholog_one2one	92.4528
GOLT1B	ENSG00000111711	GOLT1B	ENSMUSG00000030245	Golt1b	ortholog_one2one	98.5507
C2CD5	ENSG00000111731	C2CD5	ENSMUSG00000030279	C2cd5	ortholog_one2one	80.6851
DNM1L	ENSG00000087470	DNM1L	ENSMUSG00000022789	Dnm1l	ortholog_one2one	93.8859
ATF1	ENSG00000123268	ATF1	ENSMUSG00000023027	Atf1	ortholog_one2one	90.7749
SLC11A2	ENSG00000110911	SLC11A2	ENSMUSG00000023030	Slc11a2	ortholog_one2one	89.6613
CDK2	ENSG00000123374	CDK2	ENSMUSG00000025358	Cdk2	ortholog_one2one	98.9933
ERBB3	ENSG00000065361	ERBB3	ENSMUSG00000018166	Erbb3	ortholog_one2one	90.6855
PAN2	ENSG00000135473	PAN2	ENSMUSG00000005682	Pan2	ortholog_one2one	96.3272
TIMELESS	ENSG00000111602	TIMELESS	ENSMUSG00000039994	Timeless	ortholog_one2one	83.6093
CDK4	ENSG00000135446	CDK4	ENSMUSG00000006728	Cdk4	ortholog_one2one	94.7195
TMEM5	ENSG00000118600	RXYLT1	ENSMUSG00000034620	Rxylt1	ortholog_one2one	83.2957
HMGA2	ENSG00000149948	HMGA2	ENSMUSG00000056758	Hmga2	ortholog_one2one	77.0642
FRS2	ENSG00000166225	FRS2	ENSMUSG00000020170	Frs2	ortholog_one2one	95.8661
RAB21	ENSG00000080371	RAB21	ENSMUSG00000020132	Rab21	ortholog_one2one	96.0
DUSP6	ENSG00000139318	DUSP6	ENSMUSG00000019960	Dusp6	ortholog_one2one	98.1627
SOCS2	ENSG00000120833	SOCS2	ENSMUSG00000020027	Socs2	ortholog_one2one	93.4343
TXNRD1	ENSG00000198431	TXNRD1	ENSMUSG00000020250	Txnrd1	ortholog_one2one	70.416
WASHC4	ENSG00000136051	WASHC4	ENSMUSG00000034560	Washc4	ortholog_one2one	96.7604
PWP1	ENSG00000136045	PWP1	ENSMUSG00000001785	Pwp1	ortholog_one2one	89.8204
UBE3B	ENSG00000151148	UBE3B	ENSMUSG00000029577	Ube3b	ortholog_one2one	92.3221
TCTN1	ENSG00000204852	TCTN1	ENSMUSG00000038593	Tctn1	ortholog_one2one	70.2703
MAPKAPK5	ENSG00000089022	MAPKAPK5	ENSMUSG00000029454	Mapkapk5	ortholog_one2one	97.2399
FBXO21	ENSG00000135108	FBXO21	ENSMUSG00000032898	Fbxo21	ortholog_one2one	95.4911
RFC5	ENSG00000111445	RFC5	ENSMUSG00000029363	Rfc5	ortholog_one2one	93.5294
PXN	ENSG00000089159	PXN	ENSMUSG00000029528	Pxn	ortholog_one2one	60.592
MLEC	ENSG00000110917	MLEC	ENSMUSG00000048578	Mlec	ortholog_one2one	93.4931
PSMD9	ENSG00000110801	PSMD9	ENSMUSG00000029440	Psmd9	ortholog_one2one	84.3049
CCDC92	ENSG00000119242	CCDC92	ENSMUSG00000037979	Ccdc92	ortholog_one2one	82.1752
SCARB1	ENSG00000073060	SCARB1	ENSMUSG00000037936	Scarb1	ortholog_one2one	79.5678
PXMP2	ENSG00000176894	PXMP2	ENSMUSG00000029499	Pxmp2	ortholog_one2one	75.8974
ZMYM2	ENSG00000121741	ZMYM2	ENSMUSG00000021945	Zmym2	ortholog_one2one	96.0784
WASF3	ENSG00000132970	WASF3	ENSMUSG00000029636	Wasf3	ortholog_one2one	93.6255
CCNA1	ENSG00000133101	CCNA1	ENSMUSG00000027793	Ccna1	ortholog_one2one	84.323
UFM1	ENSG00000120686	UFM1	ENSMUSG00000027746	Ufm1	ortholog_one2one	100.0
DNAJC15	ENSG00000120675	DNAJC15	ENSMUSG00000022013	Dnajc15	ortholog_one2one	73.3333
RB1	ENSG00000139687	RB1	ENSMUSG00000022105	Rb1	ortholog_one2one	90.625
TRIM13	ENSG00000204977	TRIM13	ENSMUSG00000035235	Trim13	ortholog_one2one	88.9435
MYCBP2	ENSG00000005810	MYCBP2	ENSMUSG00000033004	Mycbp2	ortholog_one2one	96.6439
MBNL2	ENSG00000139793	MBNL2	ENSMUSG00000022139	Mbnl2	ortholog_one2one	81.0742
TM9SF2	ENSG00000125304	TM9SF2	ENSMUSG00000025544	Tm9sf2	ortholog_one2one	95.0226
COL4A1	ENSG00000187498	COL4A1	ENSMUSG00000031502	Col4a1	ortholog_one2one	90.7729
ANKRD10	ENSG00000088448	ANKRD10	ENSMUSG00000031508	Ankrd10	ortholog_one2one	77.1429
TFDP1	ENSG00000198176	TFDP1	ENSMUSG00000038482	Tfdp1	ortholog_one2one	94.8781
PARP2	ENSG00000129484	PARP2	ENSMUSG00000036023	Parp2	ortholog_one2one	84.7368
PNP	ENSG00000198805	PNP	ENSMUSG00000115338	Pnp	ortholog_one2many	84.4291
PNP	ENSG00000198805	PNP	ENSMUSG00000068417	Pnp2	ortholog_one2many	82.699
ABHD4	ENSG00000100439	ABHD4	ENSMUSG00000040997	Abhd4	ortholog_one2one	96.4912
OXA1L	ENSG00000155463	OXA1L	ENSMUSG00000000959	Oxa1l	ortholog_one2one	74.4828
LRP10	ENSG00000197324	LRP10	ENSMUSG00000022175	Lrp10	ortholog_one2one	87.6578
PCK2	ENSG00000100889	PCK2	ENSMUSG00000040618	Pck2	ortholog_one2one	92.1875
PSME1	ENSG00000092010	PSME1	ENSMUSG00000022216	Psme1	ortholog_one2one	94.7791
PSME2	ENSG00000100911	PSME2	ENSMUSG00000078153	Psme2b	ortholog_one2many	93.7238
PSME2	ENSG00000100911	PSME2	ENSMUSG00000079197	Psme2	ortholog_one2many	93.7238
NFATC4	ENSG00000100968	NFATC4	ENSMUSG00000023411	Nfatc4	ortholog_one2one	92.5721
EAPP	ENSG00000129518	EAPP	ENSMUSG00000054302	Eapp	ortholog_one2one	86.6667
SNX6	ENSG00000129515	SNX6	ENSMUSG00000005656	Snx6	ortholog_one2one	99.5074
PPP2R3C	ENSG00000092020	PPP2R3C	ENSMUSG00000021022	Ppp2r3c	ortholog_one2one	98.234
NFKBIA	ENSG00000100906	NFKBIA	ENSMUSG00000021025	Nfkbia	ortholog_one2one	89.9054
POLE2	ENSG00000100479	POLE2	ENSMUSG00000020974	Pole2	ortholog_one2one	90.1328
KLHDC2	ENSG00000165516	KLHDC2	ENSMUSG00000020978	Klhdc2	ortholog_one2one	96.798
ATP5S	ENSG00000125375	DMAC2L	ENSMUSG00000054894	Dmac2l	ortholog_one2one	78.0
PYGL	ENSG00000100504	PYGL	ENSMUSG00000021069	Pygl	ortholog_one2one	94.5691
ERO1A	ENSG00000197930	ERO1A	ENSMUSG00000021831	Ero1a	ortholog_one2one	91.8803
BMP4	ENSG00000125378	BMP4	ENSMUSG00000021835	Bmp4	ortholog_one2one	97.3039
CGRRF1	ENSG00000100532	CGRRF1	ENSMUSG00000055128	Cgrrf1	ortholog_one2one	83.7349
MAPK1IP1L	ENSG00000168175	MAPK1IP1L	ENSMUSG00000041775	Mapk1ip1	ortholog_one2many	44.0816
MAPK1IP1L	ENSG00000168175	MAPK1IP1L	ENSMUSG00000021840	Mapk1ip1l	ortholog_one2many	80.0
KTN1	ENSG00000126777	KTN1	ENSMUSG00000021843	Ktn1	ortholog_one2one	79.5873
TIMM9	ENSG00000100575	TIMM9	ENSMUSG00000021079	Timm9	ortholog_one2one	97.7528
DHRS7	ENSG00000100612	DHRS7	ENSMUSG00000109482	Dhrs7l	ortholog_one2many	62.8319
DHRS7	ENSG00000100612	DHRS7	ENSMUSG00000021094	Dhrs7	ortholog_one2many	79.351
MNAT1	ENSG00000020426	MNAT1	ENSMUSG00000021103	Mnat1	ortholog_one2one	95.4693
PRKCH	ENSG00000027075	PRKCH	ENSMUSG00000021108	Prkch	ortholog_one2one	97.6574
HIF1A	ENSG00000100644	HIF1A	ENSMUSG00000021109	Hif1a	ortholog_one2one	90.4358
PPP2R5E	ENSG00000154001	PPP2R5E	ENSMUSG00000021051	Ppp2r5e	ortholog_one2one	99.7859
SYNE2	ENSG00000054654	SYNE2	ENSMUSG00000063450	Syne2	ortholog_one2one	70.3779
ATP6V1D	ENSG00000100554	ATP6V1D	ENSMUSG00000021114	Atp6v1d	ortholog_one2one	98.3806
TMED10	ENSG00000170348	TMED10	ENSMUSG00000021248	Tmed10	ortholog_one2one	92.6941
FOS	ENSG00000170345	FOS	ENSMUSG00000021250	Fos	ortholog_one2one	91.3158
TGFB3	ENSG00000119699	TGFB3	ENSMUSG00000021253	Tgfb3	ortholog_one2one	97.5728
GSTZ1	ENSG00000100577	GSTZ1	ENSMUSG00000021033	Gstz1	ortholog_one2one	85.1852
SPTLC2	ENSG00000100596	SPTLC2	ENSMUSG00000021036	Sptlc2	ortholog_one2one	96.0854
LGMN	ENSG00000100600	LGMN	ENSMUSG00000021190	Lgmn	ortholog_one2one	83.3718
UBR7	ENSG00000012963	UBR7	ENSMUSG00000041712	Ubr7	ortholog_one2one	86.8235
EVL	ENSG00000196405	EVL	ENSMUSG00000021262	Evl	ortholog_one2one	88.2775
MOK	ENSG00000080823	MOK	ENSMUSG00000056458	Mok	ortholog_one2one	83.5322
EIF5	ENSG00000100664	EIF5	ENSMUSG00000021282	Eif5	ortholog_one2one	97.2158
PPP1R13B	ENSG00000088808	PPP1R13B	ENSMUSG00000021285	Ppp1r13b	ortholog_one2one	91.7431
AKT1	ENSG00000142208	AKT1	ENSMUSG00000001729	Akt1	ortholog_one2one	98.3333
CDCA4	ENSG00000170779	CDCA4	ENSMUSG00000047832	Cdca4	ortholog_one2one	73.029
MTA1	ENSG00000182979	MTA1	ENSMUSG00000021144	Mta1	ortholog_one2one	94.8252
TJP1	ENSG00000104067	TJP1	ENSMUSG00000030516	Tjp1	ortholog_one2one	87.9525
BUB1B	ENSG00000156970	BUB1B	ENSMUSG00000040084	Bub1b	ortholog_one2one	75.0476
PAK6	ENSG00000137843	PAK6	ENSMUSG00000074923	Pak6	ortholog_one2one	92.6579
CHAC1	ENSG00000128965	CHAC1	ENSMUSG00000027313	Chac1	ortholog_one2one	88.2883
CHP1	ENSG00000187446	CHP1	ENSMUSG00000014077	Chp1	ortholog_one2one	98.9744
NUSAP1	ENSG00000137804	NUSAP1	ENSMUSG00000027306	Nusap1	ortholog_one2one	61.9048
TP53BP1	ENSG00000067369	TP53BP1	ENSMUSG00000043909	Trp53bp1	ortholog_one2one	80.8295
SQRDL	ENSG00000137767	SQOR	ENSMUSG00000005803	Sqor	ortholog_one2one	86.8889
GABPB1	ENSG00000104064	GABPB1	ENSMUSG00000027361	Gabpb1	ortholog_one2one	85.6397
GNB5	ENSG00000069966	GNB5	ENSMUSG00000032192	Gnb5	ortholog_one2one	88.8608
ARPP19	ENSG00000128989	ARPP19	ENSMUSG00000007656	Arpp19	ortholog_one2one	99.1071
RAB27A	ENSG00000069974	RAB27A	ENSMUSG00000032202	Rab27a	ortholog_one2one	95.9276
PIGB	ENSG00000069943	PIGB	ENSMUSG00000079469	Pigb	ortholog_one2one	76.8953
ADAM10	ENSG00000137845	ADAM10	ENSMUSG00000054693	Adam10	ortholog_one2one	96.123
CCNB2	ENSG00000157456	CCNB2	ENSMUSG00000032218	Ccnb2	ortholog_one2one	89.4472
GTF2A2	ENSG00000140307	GTF2A2	ENSMUSG00000033543	Gtf2a2	ortholog_one2one	99.0826
TPM1	ENSG00000140416	TPM1	ENSMUSG00000032366	Tpm1	ortholog_one2one	99.2958
CLPX	ENSG00000166855	CLPX	ENSMUSG00000015357	Clpx	ortholog_one2one	86.2559
HACD3	ENSG00000074696	HACD3	ENSMUSG00000033629	Hacd3	ortholog_one2one	91.1602
SMAD3	ENSG00000166949	SMAD3	ENSMUSG00000032402	Smad3	ortholog_one2one	100.0
MAP2K5	ENSG00000137764	MAP2K5	ENSMUSG00000058444	Map2k5	ortholog_one2one	97.5446
LOXL1	ENSG00000129038	LOXL1	ENSMUSG00000032334	Loxl1	ortholog_one2one	91.115
CSK	ENSG00000103653	CSK	ENSMUSG00000032312	Csk	ortholog_one2one	99.1111
TSPAN3	ENSG00000140391	TSPAN3	ENSMUSG00000032324	Tspan3	ortholog_one2one	97.2332
WDR61	ENSG00000140395	SKIC8	ENSMUSG00000061559	Skic8	ortholog_one2one	97.3771
FAH	ENSG00000103876	FAH	ENSMUSG00000030630	Fah	ortholog_one2one	88.5442
ARNT2	ENSG00000172379	ARNT2	ENSMUSG00000015709	Arnt2	ortholog_one2one	97.0711
HOMER2	ENSG00000103942	HOMER2	ENSMUSG00000025813	Homer2	ortholog_one2one	94.4606
HDGFRP3	ENSG00000166503	HDGFL3	ENSMUSG00000025104	Hdgfl3	ortholog_one2one	96.5517
PEX11A	ENSG00000166821	PEX11A	ENSMUSG00000030545	Pex11a	ortholog_one2one	77.7328
NGRN	ENSG00000182768	NGRN	ENSMUSG00000047084	Ngrn	ortholog_one2one	71.8213
IQGAP1	ENSG00000140575	IQGAP1	ENSMUSG00000030536	Iqgap1	ortholog_one2one	95.9566
IGF1R	ENSG00000140443	IGF1R	ENSMUSG00000005533	Igf1r	ortholog_one2one	96.1229
AXIN1	ENSG00000103126	AXIN1	ENSMUSG00000024182	Axin1	ortholog_one2one	87.355
STUB1	ENSG00000103266	STUB1	ENSMUSG00000039615	Stub1	ortholog_one2one	97.6898
METRN	ENSG00000103260	METRN	ENSMUSG00000002274	Metrn	ortholog_one2one	80.2048
NARFL	ENSG00000103245	CIAO3	ENSMUSG00000002280	Ciao3	ortholog_one2one	87.605
HN1L	ENSG00000206053	JPT2	ENSMUSG00000043859	1700049L16Rik	ortholog_one2many	75.2632
HN1L	ENSG00000206053	JPT2	ENSMUSG00000024165	Jpt2	ortholog_one2many	79.4737
SYNGR3	ENSG00000127561	SYNGR3	ENSMUSG00000007021	Syngr3	ortholog_one2one	93.8865
RNPS1	ENSG00000205937	RNPS1	ENSMUSG00000034681	Rnps1	ortholog_one2one	100.0
CCNF	ENSG00000162063	CCNF	ENSMUSG00000072082	Ccnf	ortholog_one2one	83.4606
AMDHD2	ENSG00000162066	AMDHD2	ENSMUSG00000036820	Amdhd2	ortholog_one2one	90.709
KCTD5	ENSG00000167977	KCTD5	ENSMUSG00000016946	Kctd5	ortholog_one2one	95.2991
TRAP1	ENSG00000126602	TRAP1	ENSMUSG00000005981	Trap1	ortholog_one2one	88.2102
DNAJA3	ENSG00000103423	DNAJA3	ENSMUSG00000004069	Dnaja3	ortholog_one2one	82.9167
PMM2	ENSG00000140650	PMM2	ENSMUSG00000022711	Pmm2	ortholog_one2one	89.8374
USP7	ENSG00000187555	USP7	ENSMUSG00000022710	Usp7	ortholog_one2one	99.1833
CCP110	ENSG00000103540	CCP110	ENSMUSG00000033904	Ccp110	ortholog_one2one	70.4339
LYRM1	ENSG00000102897	LYRM1	ENSMUSG00000030922	Lyrm1	ortholog_one2one	87.7049
COG7	ENSG00000168434	COG7	ENSMUSG00000034951	Cog7	ortholog_one2one	92.4675
PLK1	ENSG00000166851	PLK1	ENSMUSG00000030867	Plk1	ortholog_one2one	94.5274
IL4R	ENSG00000077238	IL4R	ENSMUSG00000030748	Il4ra	ortholog_one2one	52.2424
MVP	ENSG00000013364	MVP	ENSMUSG00000030681	Mvp	ortholog_one2one	88.1299
ALDOA	ENSG00000149925	ALDOA	ENSMUSG00000059343	Aldoart1	ortholog_one2many	81.5789
ALDOA	ENSG00000149925	ALDOA	ENSMUSG00000030695	Aldoa	ortholog_one2many	85.1675
ALDOA	ENSG00000149925	ALDOA	ENSMUSG00000063129	Aldoart2	ortholog_one2many	81.3397
CORO1A	ENSG00000102879	CORO1A	ENSMUSG00000030707	Coro1a	ortholog_one2one	94.577
PHKG2	ENSG00000156873	PHKG2	ENSMUSG00000030815	Phkg2	ortholog_one2one	93.5961
STX4	ENSG00000103496	STX4	ENSMUSG00000030805	Stx4a	ortholog_one2one	90.2357
ITFG1	ENSG00000129636	ITFG1	ENSMUSG00000031703	Itfg1	ortholog_one2one	89.2157
PHKB	ENSG00000102893	PHKB	ENSMUSG00000036879	Phkb	ortholog_one2one	90.6679
MMP2	ENSG00000087245	MMP2	ENSMUSG00000031740	Mmp2	ortholog_one2one	95.9091
NUP93	ENSG00000102900	NUP93	ENSMUSG00000032939	Nup93	ortholog_one2one	97.6801
HERPUD1	ENSG00000051108	HERPUD1	ENSMUSG00000031770	Herpud1	ortholog_one2one	88.7468
CIAPIN1	ENSG00000005194	CIAPIN1	ENSMUSG00000031781	Ciapin1	ortholog_one2one	81.0897
ADGRG1	ENSG00000205336	ADGRG1	ENSMUSG00000031785	Adgrg1	ortholog_one2one	79.0393
CSNK2A2	ENSG00000070770	CSNK2A2	ENSMUSG00000046707	Csnk2a2	ortholog_one2one	98.8571
NOL3	ENSG00000140939	NOL3	ENSMUSG00000014776	Nol3	ortholog_one2one	82.2115
ACD	ENSG00000102977	ACD	ENSMUSG00000038000	Acd	ortholog_one2one	59.1703
THAP11	ENSG00000168286	THAP11	ENSMUSG00000036442	Thap11	ortholog_one2one	92.3567
PSMB10	ENSG00000205220	PSMB10	ENSMUSG00000031897	Psmb10	ortholog_one2one	88.2784
NFATC3	ENSG00000072736	NFATC3	ENSMUSG00000031902	Nfatc3	ortholog_one2one	89.1163
PLA2G15	ENSG00000103066	PLA2G15	ENSMUSG00000031903	Pla2g15	ortholog_one2one	88.3495
CDH3	ENSG00000062038	CDH3	ENSMUSG00000061048	Cdh3	ortholog_one2one	82.1472
AARS	ENSG00000090861	AARS1	ENSMUSG00000031960	Aars1	ortholog_one2one	95.5579
COG4	ENSG00000103051	COG4	ENSMUSG00000031753	Cog4	ortholog_one2one	93.9164
TXNL4B	ENSG00000140830	TXNL4B	ENSMUSG00000031723	Txnl4b	ortholog_one2one	97.3154
ADAT1	ENSG00000065457	ADAT1	ENSMUSG00000031949	Adat1	ortholog_one2one	77.6892
TERF2IP	ENSG00000166848	TERF2IP	ENSMUSG00000033430	Terf2ip	ortholog_one2one	84.9624
ATMIN	ENSG00000166454	ATMIN	ENSMUSG00000047388	Atmin	ortholog_one2one	79.2224
MBTPS1	ENSG00000140943	MBTPS1	ENSMUSG00000031835	Mbtps1	ortholog_one2one	95.8175
FAM57A	ENSG00000167695	TLCD3A	ENSMUSG00000069808	Tlcd3a	ortholog_one2one	73.1517
TIMM22	ENSG00000177370	TIMM22	ENSMUSG00000020843	Timm22	ortholog_one2one	95.3608
CRK	ENSG00000167193	CRK	ENSMUSG00000017776	Crk	ortholog_one2one	99.6711
RPA1	ENSG00000132383	RPA1	ENSMUSG00000000751	Rpa1	ortholog_one2one	85.5519
PAFAH1B1	ENSG00000007168	PAFAH1B1	ENSMUSG00000020745	Pafah1b1	ortholog_one2one	99.7561
ITGAE	ENSG00000083457	ITGAE	ENSMUSG00000005947	Itgae	ortholog_one2one	69.4657
RNF167	ENSG00000108523	RNF167	ENSMUSG00000040746	Rnf167	ortholog_one2one	92.0
SPAG7	ENSG00000091640	SPAG7	ENSMUSG00000018287	Spag7	ortholog_one2one	96.9163
NUP88	ENSG00000108559	NUP88	ENSMUSG00000040667	Nup88	ortholog_one2one	89.6086
KIAA0753	ENSG00000198920	KIAA0753	ENSMUSG00000020807	4933427D14Rik	ortholog_one2one	75.4912
PLSCR3	ENSG00000187838	PLSCR3	ENSMUSG00000019461	Plscr3	ortholog_one2one	93.2203
TP53	ENSG00000141510	TP53	ENSMUSG00000059552	Trp53	ortholog_one2one	77.3537
AURKB	ENSG00000178999	AURKB	ENSMUSG00000020897	Aurkb	ortholog_one2one	84.3023
ELAC2	ENSG00000006744	ELAC2	ENSMUSG00000020549	Elac2	ortholog_one2one	82.5666
EPN2	ENSG00000072134	EPN2	ENSMUSG00000001036	Epn2	ortholog_one2one	79.8752
USP22	ENSG00000124422	USP22	ENSMUSG00000042506	Usp22	ortholog_one2one	97.9048
TMEM97	ENSG00000109084	TMEM97	ENSMUSG00000037278	Tmem97	ortholog_one2one	82.3864
ALDOC	ENSG00000109107	ALDOC	ENSMUSG00000017390	Aldoc	ortholog_one2one	97.5275
KIAA0100	ENSG00000007202	BLTP2	ENSMUSG00000010277	Bltp2	ortholog_one2one	94.4966
BLMH	ENSG00000108578	BLMH	ENSMUSG00000020840	Blmh	ortholog_one2one	93.1868
SUZ12	ENSG00000178691	SUZ12	ENSMUSG00000017548	Suz12	ortholog_one2one	97.1583
CDK5R1	ENSG00000176749	CDK5R1	ENSMUSG00000048895	Cdk5r1	ortholog_one2one	98.3713
CCL2	ENSG00000108691	CCL2	ENSMUSG00000035385	Ccl2	ortholog_one2one	52.5253
ERBB2	ENSG00000141736	ERBB2	ENSMUSG00000062312	Erbb2	ortholog_one2one	87.6494
GRB7	ENSG00000141738	GRB7	ENSMUSG00000019312	Grb7	ortholog_one2one	90.6015
CASC3	ENSG00000108349	CASC3	ENSMUSG00000078676	Casc3	ortholog_one2one	89.7582
WIPF2	ENSG00000171475	WIPF2	ENSMUSG00000038013	Wipf2	ortholog_one2one	93.8636
TOP2A	ENSG00000131747	TOP2A	ENSMUSG00000020914	Top2a	ortholog_one2one	89.484
ACLY	ENSG00000131473	ACLY	ENSMUSG00000020917	Acly	ortholog_one2one	97.1844
STAT5B	ENSG00000173757	STAT5B	ENSMUSG00000020919	Stat5b	ortholog_one2one	96.5693
STAT3	ENSG00000168610	STAT3	ENSMUSG00000004040	Stat3	ortholog_one2one	97.5325
COASY	ENSG00000068120	COASY	ENSMUSG00000001755	Coasy	ortholog_one2one	86.5248
BECN1	ENSG00000126581	BECN1	ENSMUSG00000035086	Becn1	ortholog_one2one	98.0
VAT1	ENSG00000108828	VAT1	ENSMUSG00000034993	Vat1	ortholog_one2one	89.8219
BRCA1	ENSG00000012048	BRCA1	ENSMUSG00000017146	Brca1	ortholog_one2one	56.0923
GRN	ENSG00000030582	GRN	ENSMUSG00000034708	Grn	ortholog_one2one	74.8735
GPATCH8	ENSG00000186566	GPATCH8	ENSMUSG00000034621	Gpatch8	ortholog_one2one	90.3462
NMT1	ENSG00000136448	NMT1	ENSMUSG00000020936	Nmt1	ortholog_one2one	97.379
PLEKHM1	ENSG00000225190	PLEKHM1	ENSMUSG00000034247	Plekhm1	ortholog_one2one	82.2917
PRR15L	ENSG00000167183	PRR15L	ENSMUSG00000047040	Prr15l	ortholog_one2one	84.466
SNX11	ENSG00000002919	SNX11	ENSMUSG00000020876	Snx11	ortholog_one2one	84.4444
SLC35B1	ENSG00000121073	SLC35B1	ENSMUSG00000020873	Slc35b1	ortholog_one2one	95.6522
COL1A1	ENSG00000108821	COL1A1	ENSMUSG00000001506	Col1a1	ortholog_one2one	91.735
