paper_dimension	human_symbol	human_ensembl_gene	mouse_ensembl_gene	mouse_symbol	orthology_type	mouse_perc_id	selection_role
458	IKBKAP	ENSG00000070061	ENSMUSG00000028431	Elp1	ortholog_one2one	81.0811	best_ensembl_ortholog
459	CTNNAL1	ENSG00000119326	ENSMUSG00000038816	Ctnnal1	ortholog_one2one	87.3297	best_ensembl_ortholog
460	PRPF4	ENSG00000136875	ENSMUSG00000066148	Prpf4	ortholog_one2one	99.0403	best_ensembl_ortholog
461	TLR4	ENSG00000136869	ENSMUSG00000039005	Tlr4	ortholog_one2one	66.8653	best_ensembl_ortholog
462	C5	ENSG00000106804	ENSMUSG00000026874	Hc	ortholog_one2one	77.7446	best_ensembl_ortholog
463	STXBP1	ENSG00000136854	ENSMUSG00000026797	Stxbp1	ortholog_one2one	97.8114	best_ensembl_ortholog
464	FPGS	ENSG00000136877	ENSMUSG00000009566	Fpgs	ortholog_one2one	82.1124	best_ensembl_ortholog
465	DNM1	ENSG00000106976	ENSMUSG00000026825	Dnm1	ortholog_one2one	96.7593	best_ensembl_ortholog
466	SPTAN1	ENSG00000197694	ENSMUSG00000057738	Sptan1	ortholog_one2one	98.2237	best_ensembl_ortholog
467	TOR1A	ENSG00000136827	ENSMUSG00000026849	Tor1a	ortholog_one2one	90.9639	best_ensembl_ortholog
468	ABL1	ENSG00000097007	ENSMUSG00000026842	Abl1	ortholog_one2one	86.4602	best_ensembl_ortholog
469	RALGDS	ENSG00000160271	ENSMUSG00000026821	Ralgds	ortholog_one2one	80.6346	best_ensembl_ortholog
470	SLC2A6	ENSG00000160326	ENSMUSG00000036067	Slc2a6	ortholog_one2one	80.8679	best_ensembl_ortholog
471	MRPS2	ENSG00000122140	ENSMUSG00000035772	Mrps2	ortholog_one2one	69.5946	best_ensembl_ortholog
472	NOTCH1	ENSG00000148400	ENSMUSG00000026923	Notch1	ortholog_one2one	90.6458	best_ensembl_ortholog
473	NPDC1	ENSG00000107281	ENSMUSG00000015094	Npdc1	ortholog_one2one	75.0769	best_ensembl_ortholog
474	NET1	ENSG00000173848	ENSMUSG00000021215	Net1	ortholog_one2one	76.3423	best_ensembl_ortholog
475	PRKCQ	ENSG00000065675	ENSMUSG00000026778	Prkcq	ortholog_one2one	94.7592	best_ensembl_ortholog
476	GATA3	ENSG00000107485	ENSMUSG00000015619	Gata3	ortholog_one2one	96.3964	best_ensembl_ortholog
477	USP6NL	ENSG00000148429	ENSMUSG00000039046	Usp6nl	ortholog_one2one	82.1256	best_ensembl_ortholog
478	RPP38	ENSG00000152464	ENSMUSG00000049950	Rpp38	ortholog_one2one	75.9717	best_ensembl_ortholog
479	RSU1	ENSG00000148484	ENSMUSG00000026727	Rsu1	ortholog_one2one	97.1119	best_ensembl_ortholog
480	YME1L1	ENSG00000136758	ENSMUSG00000026775	Yme1l1	ortholog_one2one	95.1117	best_ensembl_ortholog
481	BAMBI	ENSG00000095739	ENSMUSG00000024232	Bambi	ortholog_one2one	93.0769	best_ensembl_ortholog
482	CISD1	ENSG00000122873	ENSMUSG00000037710	Cisd1	ortholog_one2one	86.1111	best_ensembl_ortholog
483	CDK1	ENSG00000170312	ENSMUSG00000019942	Cdk1	ortholog_one2one	96.9697	best_ensembl_ortholog
484	ARID5B	ENSG00000150347	ENSMUSG00000019947	Arid5b	ortholog_one2one	88.0471	best_ensembl_ortholog
485	ADO	ENSG00000181915	ENSMUSG00000057134	Ado	ortholog_one2one	85.1852	best_ensembl_ortholog
486	KIF1BP	ENSG00000198954	ENSMUSG00000036955	Kifbp	ortholog_one2one	91.7874	best_ensembl_ortholog
487	SUPV3L1	ENSG00000156502	ENSMUSG00000020079	Supv3l1	ortholog_one2one	87.4046	best_ensembl_ortholog
488	HK1	ENSG00000156515	ENSMUSG00000037012	Hk1	ortholog_one2one	92.8026	best_ensembl_ortholog
489	PCBD1	ENSG00000166228	ENSMUSG00000020098	Pcbd1	ortholog_one2one	99.0385	best_ensembl_ortholog
490	DDIT4	ENSG00000168209	ENSMUSG00000020108	Ddit4	ortholog_one2one	90.5172	best_ensembl_ortholog
491	ECD	ENSG00000122882	ENSMUSG00000021810	Ecd	ortholog_one2one	78.2609	best_ensembl_ortholog
492	MRPS16	ENSG00000182180	ENSMUSG00000049960	Mrps16	ortholog_one2one	89.781	best_ensembl_ortholog
493	ANXA7	ENSG00000138279	ENSMUSG00000021814	Anxa7	ortholog_one2one	92.0601	best_ensembl_ortholog
494	KAT6B	ENSG00000156650	ENSMUSG00000021767	Kat6b	ortholog_one2one	77.2311	best_ensembl_ortholog
495	ZMIZ1	ENSG00000108175	ENSMUSG00000007817	Zmiz1	ortholog_one2one	98.0319	best_ensembl_ortholog
496	FAS	ENSG00000026103	ENSMUSG00000024778	Fas	ortholog_one2one	48.9552	best_ensembl_ortholog
497	LIPA	ENSG00000107798	ENSMUSG00000024781	Lipa	ortholog_one2one	73.9348	best_ensembl_ortholog
498	IDE	ENSG00000119912	ENSMUSG00000056999	Ide	ortholog_one2one	95.1914	best_ensembl_ortholog
499	PDLIM1	ENSG00000107438	ENSMUSG00000055044	Pdlim1	ortholog_one2one	88.7538	best_ensembl_ortholog
500	TM9SF3	ENSG00000077147	ENSMUSG00000025016	Tm9sf3	ortholog_one2one	98.9813	best_ensembl_ortholog
501	RRP12	ENSG00000052749	ENSMUSG00000035049	Rrp12	ortholog_one2one	90.2082	best_ensembl_ortholog
502	PGAM1	ENSG00000171314	ENSMUSG00000011752	Pgam1	ortholog_one2one	99.6063	best_ensembl_ortholog
503	NOLC1	ENSG00000166197	ENSMUSG00000015176	Nolc1	ortholog_one2one	71.6738	best_ensembl_ortholog
504	NFKB2	ENSG00000077150	ENSMUSG00000025225	Nfkb2	ortholog_one2one	91.7778	best_ensembl_ortholog
505	XPNPEP1	ENSG00000108039	ENSMUSG00000025027	Xpnpep1	ortholog_one2one	89.6396	best_ensembl_ortholog
506	SMNDC1	ENSG00000119953	ENSMUSG00000025024	Smndc1	ortholog_one2one	99.5798	best_ensembl_ortholog
507	SMC3	ENSG00000108055	ENSMUSG00000024974	Smc3	ortholog_one2one	99.9178	best_ensembl_ortholog
508	ZDHHC6	ENSG00000023041	ENSMUSG00000024982	Zdhhc6	ortholog_one2one	92.2518	best_ensembl_ortholog
509	CASP7	ENSG00000165806	ENSMUSG00000025076	Casp7	ortholog_one2one	82.1782	best_ensembl_ortholog
510	RAB11FIP2	ENSG00000107560	ENSMUSG00000040022	Rab11fip2	ortholog_one2one	93.3594	best_ensembl_ortholog
511	BAG3	ENSG00000151929	ENSMUSG00000030847	Bag3	ortholog_one2one	84.8696	best_ensembl_ortholog
512	FGFR2	ENSG00000066468	ENSMUSG00000030849	Fgfr2	ortholog_one2one	97.5639	best_ensembl_ortholog
513	HTRA1	ENSG00000166033	ENSMUSG00000006205	Htra1	ortholog_one2one	91.875	best_ensembl_ortholog
514	BNIP3	ENSG00000176171	ENSMUSG00000078566	Bnip3	ortholog_one2one	90.7216	best_ensembl_ortholog
515	SIRT3	ENSG00000142082	ENSMUSG00000025486	Sirt3	ortholog_one2one	54.6366	best_ensembl_ortholog
516	RNH1	ENSG00000023191	ENSMUSG00000038650	Rnh1	ortholog_one2one	72.885	best_ensembl_ortholog
517	TSPAN4	ENSG00000214063	ENSMUSG00000025511	Tspan4	ortholog_one2one	92.437	best_ensembl_ortholog
518	CTSD	ENSG00000117984	ENSMUSG00000007891	Ctsd	ortholog_one2one	80.5825	best_ensembl_ortholog
519	ARFIP2	ENSG00000132254	ENSMUSG00000030881	Arfip2	ortholog_one2one	99.1202	best_ensembl_ortholog
520	RRP8	ENSG00000132275	ENSMUSG00000030888	Rrp8	ortholog_one2one	75.8772	best_ensembl_ortholog
521	ILK	ENSG00000166333	ENSMUSG00000030890	Ilk	ortholog_one2one	99.5575	best_ensembl_ortholog
522	NUCB2	ENSG00000070081	ENSMUSG00000030659	Nucb2	ortholog_one2one	85.7143	best_ensembl_ortholog
523	CAT	ENSG00000121691	ENSMUSG00000027187	Cat	ortholog_one2one	89.3738	best_ensembl_ortholog
524	PDHX	ENSG00000110435	ENSMUSG00000010914	Pdhx	ortholog_one2one	85.0299	best_ensembl_ortholog
525	CD44	ENSG00000026508	ENSMUSG00000005087	Cd44	ortholog_one2one	70.2156	best_ensembl_ortholog
526	ARHGAP1	ENSG00000175220	ENSMUSG00000027247	Arhgap1	ortholog_one2one	96.5831	best_ensembl_ortholog
527	PACSIN3	ENSG00000165912	ENSMUSG00000027257	Pacsin3	ortholog_one2one	94.3396	best_ensembl_ortholog
528	DDB2	ENSG00000134574	ENSMUSG00000002109	Ddb2	ortholog_one2one	78.4543	best_ensembl_ortholog
529	UBE2L6	ENSG00000156587	ENSMUSG00000027078	Ube2l6	ortholog_one2one	76.4706	best_ensembl_ortholog
530	CTNND1	ENSG00000198561	ENSMUSG00000034101	Ctnnd1	ortholog_one2one	86.5703	best_ensembl_ortholog
531	CCDC86	ENSG00000110104	ENSMUSG00000024732	Ccdc86	ortholog_one2one	70.2778	best_ensembl_ortholog
532	TMEM109	ENSG00000110108	ENSMUSG00000034659	Tmem109	ortholog_one2one	75.3086	best_ensembl_ortholog
533	EML3	ENSG00000149499	ENSMUSG00000071647	Eml3	ortholog_one2one	93.6384	best_ensembl_ortholog
534	PLCB3	ENSG00000149782	ENSMUSG00000024960	Plcb3	ortholog_one2one	92.2204	best_ensembl_ortholog
535	BAD	ENSG00000002330	ENSMUSG00000024959	Bad	ortholog_one2one	75.0	best_ensembl_ortholog
536	CAPN1	ENSG00000014216	ENSMUSG00000024942	Capn1	ortholog_one2one	88.9356	best_ensembl_ortholog
537	CCDC85B	ENSG00000175602	ENSMUSG00000095098	Ccdc85b	ortholog_one2one	98.5149	best_ensembl_ortholog
538	FOSL1	ENSG00000175592	ENSMUSG00000024912	Fosl1	ortholog_one2one	90.7749	best_ensembl_ortholog
539	DRAP1	ENSG00000175550	ENSMUSG00000024914	Drap1	ortholog_one2one	91.7073	best_ensembl_ortholog
540	B4GAT1	ENSG00000174684	ENSMUSG00000047379	B4gat1	ortholog_one2one	96.6265	best_ensembl_ortholog
541	RAD9A	ENSG00000172613	ENSMUSG00000024824	Rad9a	ortholog_one2one	81.8414	best_ensembl_ortholog
542	POLD4	ENSG00000175482	ENSMUSG00000024854	Pold4	ortholog_one2one	83.1776	best_ensembl_ortholog
543	IGHMBP2	ENSG00000132740	ENSMUSG00000024831	Ighmbp2	ortholog_one2one	77.6435	best_ensembl_ortholog
544	CCND1	ENSG00000110092	ENSMUSG00000070348	Ccnd1	ortholog_one2one	93.8983	best_ensembl_ortholog
545	CTTN	ENSG00000085733	ENSMUSG00000031078	Cttn	ortholog_one2one	92.1818	best_ensembl_ortholog
546	GDPD5	ENSG00000158555	ENSMUSG00000035314	Gdpd5	ortholog_one2one	90.7438	best_ensembl_ortholog
547	TSKU	ENSG00000182704	ENSMUSG00000049580	Tsku	ortholog_one2one	84.7026	best_ensembl_ortholog
548	PAK1	ENSG00000149269	ENSMUSG00000030774	Pak1	ortholog_one2one	99.0826	best_ensembl_ortholog
549	PRCP	ENSG00000137509	ENSMUSG00000061119	Prcp	ortholog_one2one	76.8145	best_ensembl_ortholog
550	EED	ENSG00000074266	ENSMUSG00000030619	Eed	ortholog_one2one	100.0	best_ensembl_ortholog
551	PRSS23	ENSG00000150687	ENSMUSG00000039405	Prss23	ortholog_one2one	90.6005	best_ensembl_ortholog
552	CEP57	ENSG00000166037	ENSMUSG00000031922	Cep57	ortholog_one2one	87.6	best_ensembl_ortholog
553	BIRC2	ENSG00000110330	ENSMUSG00000057367	Birc2	ortholog_one2one	83.3333	best_ensembl_ortholog
554	MMP1	ENSG00000196611	ENSMUSG00000043089	Mmp1a	ortholog_one2many	58.6354	best_ensembl_ortholog
555	SLC35F2	ENSG00000110660	ENSMUSG00000042195	Slc35f2	ortholog_one2one	89.8396	best_ensembl_ortholog
556	DDX10	ENSG00000178105	ENSMUSG00000053289	Ddx10	ortholog_one2one	85.1429	best_ensembl_ortholog
557	ZW10	ENSG00000086827	ENSMUSG00000032264	Zw10	ortholog_one2one	86.1361	best_ensembl_ortholog
558	SLC37A4	ENSG00000137700	ENSMUSG00000032114	Slc37a4	ortholog_one2one	92.7739	best_ensembl_ortholog
559	HYOU1	ENSG00000149428	ENSMUSG00000032115	Hyou1	ortholog_one2one	92.0921	best_ensembl_ortholog
560	C2CD2L	ENSG00000172375	ENSMUSG00000032120	C2cd2l	ortholog_one2one	90.9348	best_ensembl_ortholog
561	ARHGEF12	ENSG00000196914	ENSMUSG00000059495	Arhgef12	ortholog_one2one	89.3135	best_ensembl_ortholog
562	HSPA8	ENSG00000109971	ENSMUSG00000015656	Hspa8	case_insensitive_symbol_fallback		exact_symbol_fallback
563	CHEK1	ENSG00000149554	ENSMUSG00000032113	Chek1	ortholog_one2one	93.0672	best_ensembl_ortholog
564	ETS1	ENSG00000134954	ENSMUSG00000032035	Ets1	ortholog_one2one	62.0619	best_ensembl_ortholog
565	KDM5A	ENSG00000073614	ENSMUSG00000030180	Kdm5a	ortholog_one2one	96.6864	best_ensembl_ortholog
566	FKBP4	ENSG00000004478	ENSMUSG00000030357	Fkbp4	ortholog_one2one	89.5425	best_ensembl_ortholog
567	NCAPD2	ENSG00000010292	ENSMUSG00000038252	Ncapd2	ortholog_one2one	86.01	best_ensembl_ortholog
568	GAPDH	ENSG00000111640	ENSMUSG00000057666	Gapdh	ortholog_one2many	93.4328	best_ensembl_ortholog
569	COPS7A	ENSG00000111652	ENSMUSG00000030127	Cops7a	ortholog_one2one	98.9091	best_ensembl_ortholog
570	PTPN6	ENSG00000111679	ENSMUSG00000004266	Ptpn6	ortholog_one2one	94.4538	best_ensembl_ortholog
571	CDKN1B	ENSG00000111276	ENSMUSG00000003031	Cdkn1b	ortholog_one2one	87.3737	best_ensembl_ortholog
572	HEBP1	ENSG00000013583	ENSMUSG00000042770	Hebp1	ortholog_one2one	85.7143	best_ensembl_ortholog
573	DERA	ENSG00000023697	ENSMUSG00000030225	Dera	ortholog_one2one	92.4528	best_ensembl_ortholog
574	GOLT1B	ENSG00000111711	ENSMUSG00000030245	Golt1b	ortholog_one2one	98.5507	best_ensembl_ortholog
575	C2CD5	ENSG00000111731	ENSMUSG00000030279	C2cd5	ortholog_one2one	80.6851	best_ensembl_ortholog
576	DNM1L	ENSG00000087470	ENSMUSG00000022789	Dnm1l	ortholog_one2one	93.8859	best_ensembl_ortholog
577	ATF1	ENSG00000123268	ENSMUSG00000023027	Atf1	ortholog_one2one	90.7749	best_ensembl_ortholog
578	SLC11A2	ENSG00000110911	ENSMUSG00000023030	Slc11a2	ortholog_one2one	89.6613	best_ensembl_ortholog
579	CDK2	ENSG00000123374	ENSMUSG00000025358	Cdk2	ortholog_one2one	98.9933	best_ensembl_ortholog
580	ERBB3	ENSG00000065361	ENSMUSG00000018166	Erbb3	ortholog_one2one	90.6855	best_ensembl_ortholog
581	PAN2	ENSG00000135473	ENSMUSG00000005682	Pan2	ortholog_one2one	96.3272	best_ensembl_ortholog
582	TIMELESS	ENSG00000111602	ENSMUSG00000039994	Timeless	ortholog_one2one	83.6093	best_ensembl_ortholog
583	CDK4	ENSG00000135446	ENSMUSG00000006728	Cdk4	ortholog_one2one	94.7195	best_ensembl_ortholog
584	TMEM5	ENSG00000118600	ENSMUSG00000034620	Rxylt1	ortholog_one2one	83.2957	best_ensembl_ortholog
585	HMGA2	ENSG00000149948	ENSMUSG00000056758	Hmga2	ortholog_one2one	77.0642	best_ensembl_ortholog
586	FRS2	ENSG00000166225	ENSMUSG00000020170	Frs2	ortholog_one2one	95.8661	best_ensembl_ortholog
587	RAB21	ENSG00000080371	ENSMUSG00000020132	Rab21	ortholog_one2one	96.0	best_ensembl_ortholog
588	DUSP6	ENSG00000139318	ENSMUSG00000019960	Dusp6	ortholog_one2one	98.1627	best_ensembl_ortholog
589	SOCS2	ENSG00000120833	ENSMUSG00000020027	Socs2	ortholog_one2one	93.4343	best_ensembl_ortholog
590	TXNRD1	ENSG00000198431	ENSMUSG00000020250	Txnrd1	ortholog_one2one	70.416	best_ensembl_ortholog
591	WASHC4	ENSG00000136051	ENSMUSG00000034560	Washc4	ortholog_one2one	96.7604	best_ensembl_ortholog
592	PWP1	ENSG00000136045	ENSMUSG00000001785	Pwp1	ortholog_one2one	89.8204	best_ensembl_ortholog
593	UBE3B	ENSG00000151148	ENSMUSG00000029577	Ube3b	ortholog_one2one	92.3221	best_ensembl_ortholog
594	TCTN1	ENSG00000204852	ENSMUSG00000038593	Tctn1	ortholog_one2one	70.2703	best_ensembl_ortholog
595	MAPKAPK5	ENSG00000089022	ENSMUSG00000029454	Mapkapk5	ortholog_one2one	97.2399	best_ensembl_ortholog
596	FBXO21	ENSG00000135108	ENSMUSG00000032898	Fbxo21	ortholog_one2one	95.4911	best_ensembl_ortholog
597	RFC5	ENSG00000111445	ENSMUSG00000029363	Rfc5	ortholog_one2one	93.5294	best_ensembl_ortholog
598	PXN	ENSG00000089159	ENSMUSG00000029528	Pxn	ortholog_one2one	60.592	best_ensembl_ortholog
599	MLEC	ENSG00000110917	ENSMUSG00000048578	Mlec	ortholog_one2one	93.4931	best_ensembl_ortholog
600	PSMD9	ENSG00000110801	ENSMUSG00000029440	Psmd9	ortholog_one2one	84.3049	best_ensembl_ortholog
601	CCDC92	ENSG00000119242	ENSMUSG00000037979	Ccdc92	ortholog_one2one	82.1752	best_ensembl_ortholog
602	SCARB1	ENSG00000073060	ENSMUSG00000037936	Scarb1	ortholog_one2one	79.5678	best_ensembl_ortholog
603	PXMP2	ENSG00000176894	ENSMUSG00000029499	Pxmp2	ortholog_one2one	75.8974	best_ensembl_ortholog
604	ZMYM2	ENSG00000121741	ENSMUSG00000021945	Zmym2	ortholog_one2one	96.0784	best_ensembl_ortholog
605	WASF3	ENSG00000132970	ENSMUSG00000029636	Wasf3	ortholog_one2one	93.6255	best_ensembl_ortholog
606	CCNA1	ENSG00000133101	ENSMUSG00000027793	Ccna1	ortholog_one2one	84.323	best_ensembl_ortholog
607	UFM1	ENSG00000120686	ENSMUSG00000027746	Ufm1	ortholog_one2one	100.0	best_ensembl_ortholog
608	DNAJC15	ENSG00000120675	ENSMUSG00000022013	Dnajc15	ortholog_one2one	73.3333	best_ensembl_ortholog
609	RB1	ENSG00000139687	ENSMUSG00000022105	Rb1	ortholog_one2one	90.625	best_ensembl_ortholog
610	TRIM13	ENSG00000204977	ENSMUSG00000035235	Trim13	ortholog_one2one	88.9435	best_ensembl_ortholog
611	MYCBP2	ENSG00000005810	ENSMUSG00000033004	Mycbp2	ortholog_one2one	96.6439	best_ensembl_ortholog
612	MBNL2	ENSG00000139793	ENSMUSG00000022139	Mbnl2	ortholog_one2one	81.0742	best_ensembl_ortholog
613	TM9SF2	ENSG00000125304	ENSMUSG00000025544	Tm9sf2	ortholog_one2one	95.0226	best_ensembl_ortholog
614	COL4A1	ENSG00000187498	ENSMUSG00000031502	Col4a1	ortholog_one2one	90.7729	best_ensembl_ortholog
615	ANKRD10	ENSG00000088448	ENSMUSG00000031508	Ankrd10	ortholog_one2one	77.1429	best_ensembl_ortholog
616	TFDP1	ENSG00000198176	ENSMUSG00000038482	Tfdp1	ortholog_one2one	94.8781	best_ensembl_ortholog
617	PARP2	ENSG00000129484	ENSMUSG00000036023	Parp2	ortholog_one2one	84.7368	best_ensembl_ortholog
618	PNP	ENSG00000198805	ENSMUSG00000115338	Pnp	ortholog_one2many	84.4291	best_ensembl_ortholog
619	ABHD4	ENSG00000100439	ENSMUSG00000040997	Abhd4	ortholog_one2one	96.4912	best_ensembl_ortholog
620	OXA1L	ENSG00000155463	ENSMUSG00000000959	Oxa1l	ortholog_one2one	74.4828	best_ensembl_ortholog
621	LRP10	ENSG00000197324	ENSMUSG00000022175	Lrp10	ortholog_one2one	87.6578	best_ensembl_ortholog
622	PCK2	ENSG00000100889	ENSMUSG00000040618	Pck2	ortholog_one2one	92.1875	best_ensembl_ortholog
623	PSME1	ENSG00000092010	ENSMUSG00000022216	Psme1	ortholog_one2one	94.7791	best_ensembl_ortholog
624	PSME2	ENSG00000100911	ENSMUSG00000078153	Psme2b	ortholog_one2many	93.7238	best_ensembl_ortholog
625	NFATC4	ENSG00000100968	ENSMUSG00000023411	Nfatc4	ortholog_one2one	92.5721	best_ensembl_ortholog
626	EAPP	ENSG00000129518	ENSMUSG00000054302	Eapp	ortholog_one2one	86.6667	best_ensembl_ortholog
627	SNX6	ENSG00000129515	ENSMUSG00000005656	Snx6	ortholog_one2one	99.5074	best_ensembl_ortholog
628	PPP2R3C	ENSG00000092020	ENSMUSG00000021022	Ppp2r3c	ortholog_one2one	98.234	best_ensembl_ortholog
629	NFKBIA	ENSG00000100906	ENSMUSG00000021025	Nfkbia	ortholog_one2one	89.9054	best_ensembl_ortholog
630	POLE2	ENSG00000100479	ENSMUSG00000020974	Pole2	ortholog_one2one	90.1328	best_ensembl_ortholog
631	KLHDC2	ENSG00000165516	ENSMUSG00000020978	Klhdc2	ortholog_one2one	96.798	best_ensembl_ortholog
632	ATP5S	ENSG00000125375	ENSMUSG00000054894	Dmac2l	ortholog_one2one	78.0	best_ensembl_ortholog
633	PYGL	ENSG00000100504	ENSMUSG00000021069	Pygl	ortholog_one2one	94.5691	best_ensembl_ortholog
634	ERO1A	ENSG00000197930	ENSMUSG00000021831	Ero1a	ortholog_one2one	91.8803	best_ensembl_ortholog
635	BMP4	ENSG00000125378	ENSMUSG00000021835	Bmp4	ortholog_one2one	97.3039	best_ensembl_ortholog
636	CGRRF1	ENSG00000100532	ENSMUSG00000055128	Cgrrf1	ortholog_one2one	83.7349	best_ensembl_ortholog
637	MAPK1IP1L	ENSG00000168175	ENSMUSG00000021840	Mapk1ip1l	ortholog_one2many	80.0	best_ensembl_ortholog
638	KTN1	ENSG00000126777	ENSMUSG00000021843	Ktn1	ortholog_one2one	79.5873	best_ensembl_ortholog
639	TIMM9	ENSG00000100575	ENSMUSG00000021079	Timm9	ortholog_one2one	97.7528	best_ensembl_ortholog
640	DHRS7	ENSG00000100612	ENSMUSG00000021094	Dhrs7	ortholog_one2many	79.351	best_ensembl_ortholog
641	MNAT1	ENSG00000020426	ENSMUSG00000021103	Mnat1	ortholog_one2one	95.4693	best_ensembl_ortholog
642	PRKCH	ENSG00000027075	ENSMUSG00000021108	Prkch	ortholog_one2one	97.6574	best_ensembl_ortholog
643	HIF1A	ENSG00000100644	ENSMUSG00000021109	Hif1a	ortholog_one2one	90.4358	best_ensembl_ortholog
644	PPP2R5E	ENSG00000154001	ENSMUSG00000021051	Ppp2r5e	ortholog_one2one	99.7859	best_ensembl_ortholog
645	SYNE2	ENSG00000054654	ENSMUSG00000063450	Syne2	ortholog_one2one	70.3779	best_ensembl_ortholog
646	ATP6V1D	ENSG00000100554	ENSMUSG00000021114	Atp6v1d	ortholog_one2one	98.3806	best_ensembl_ortholog
647	TMED10	ENSG00000170348	ENSMUSG00000021248	Tmed10	ortholog_one2one	92.6941	best_ensembl_ortholog
648	FOS	ENSG00000170345	ENSMUSG00000021250	Fos	ortholog_one2one	91.3158	best_ensembl_ortholog
649	TGFB3	ENSG00000119699	ENSMUSG00000021253	Tgfb3	ortholog_one2one	97.5728	best_ensembl_ortholog
650	GSTZ1	ENSG00000100577	ENSMUSG00000021033	Gstz1	ortholog_one2one	85.1852	best_ensembl_ortholog
651	SPTLC2	ENSG00000100596	ENSMUSG00000021036	Sptlc2	ortholog_one2one	96.0854	best_ensembl_ortholog
652	LGMN	ENSG00000100600	ENSMUSG00000021190	Lgmn	ortholog_one2one	83.3718	best_ensembl_ortholog
653	UBR7	ENSG00000012963	ENSMUSG00000041712	Ubr7	ortholog_one2one	86.8235	best_ensembl_ortholog
654	EVL	ENSG00000196405	ENSMUSG00000021262	Evl	ortholog_one2one	88.2775	best_ensembl_ortholog
655	MOK	ENSG00000080823	ENSMUSG00000056458	Mok	ortholog_one2one	83.5322	best_ensembl_ortholog
656	EIF5	ENSG00000100664	ENSMUSG00000021282	Eif5	ortholog_one2one	97.2158	best_ensembl_ortholog
657	PPP1R13B	ENSG00000088808	ENSMUSG00000021285	Ppp1r13b	ortholog_one2one	91.7431	best_ensembl_ortholog
658	AKT1	ENSG00000142208	ENSMUSG00000001729	Akt1	ortholog_one2one	98.3333	best_ensembl_ortholog
659	CDCA4	ENSG00000170779	ENSMUSG00000047832	Cdca4	ortholog_one2one	73.029	best_ensembl_ortholog
660	MTA1	ENSG00000182979	ENSMUSG00000021144	Mta1	ortholog_one2one	94.8252	best_ensembl_ortholog
661	TJP1	ENSG00000104067	ENSMUSG00000030516	Tjp1	ortholog_one2one	87.9525	best_ensembl_ortholog
662	BUB1B	ENSG00000156970	ENSMUSG00000040084	Bub1b	ortholog_one2one	75.0476	best_ensembl_ortholog
663	PAK6	ENSG00000137843	ENSMUSG00000074923	Pak6	ortholog_one2one	92.6579	best_ensembl_ortholog
664	CHAC1	ENSG00000128965	ENSMUSG00000027313	Chac1	ortholog_one2one	88.2883	best_ensembl_ortholog
665	CHP1	ENSG00000187446	ENSMUSG00000014077	Chp1	ortholog_one2one	98.9744	best_ensembl_ortholog
666	NUSAP1	ENSG00000137804	ENSMUSG00000027306	Nusap1	ortholog_one2one	61.9048	best_ensembl_ortholog
667	TP53BP1	ENSG00000067369	ENSMUSG00000043909	Trp53bp1	ortholog_one2one	80.8295	best_ensembl_ortholog
668	SQRDL	ENSG00000137767	ENSMUSG00000005803	Sqor	ortholog_one2one	86.8889	best_ensembl_ortholog
669	GABPB1	ENSG00000104064	ENSMUSG00000027361	Gabpb1	ortholog_one2one	85.6397	best_ensembl_ortholog
670	GNB5	ENSG00000069966	ENSMUSG00000032192	Gnb5	ortholog_one2one	88.8608	best_ensembl_ortholog
671	ARPP19	ENSG00000128989	ENSMUSG00000007656	Arpp19	ortholog_one2one	99.1071	best_ensembl_ortholog
672	RAB27A	ENSG00000069974	ENSMUSG00000032202	Rab27a	ortholog_one2one	95.9276	best_ensembl_ortholog
673	PIGB	ENSG00000069943	ENSMUSG00000079469	Pigb	ortholog_one2one	76.8953	best_ensembl_ortholog
674	ADAM10	ENSG00000137845	ENSMUSG00000054693	Adam10	ortholog_one2one	96.123	best_ensembl_ortholog
675	CCNB2	ENSG00000157456	ENSMUSG00000032218	Ccnb2	ortholog_one2one	89.4472	best_ensembl_ortholog
676	GTF2A2	ENSG00000140307	ENSMUSG00000033543	Gtf2a2	ortholog_one2one	99.0826	best_ensembl_ortholog
677	TPM1	ENSG00000140416	ENSMUSG00000032366	Tpm1	ortholog_one2one	99.2958	best_ensembl_ortholog
678	CLPX	ENSG00000166855	ENSMUSG00000015357	Clpx	ortholog_one2one	86.2559	best_ensembl_ortholog
679	HACD3	ENSG00000074696	ENSMUSG00000033629	Hacd3	ortholog_one2one	91.1602	best_ensembl_ortholog
680	SMAD3	ENSG00000166949	ENSMUSG00000032402	Smad3	ortholog_one2one	100.0	best_ensembl_ortholog
681	MAP2K5	ENSG00000137764	ENSMUSG00000058444	Map2k5	ortholog_one2one	97.5446	best_ensembl_ortholog
682	LOXL1	ENSG00000129038	ENSMUSG00000032334	Loxl1	ortholog_one2one	91.115	best_ensembl_ortholog
683	CSK	ENSG00000103653	ENSMUSG00000032312	Csk	ortholog_one2one	99.1111	best_ensembl_ortholog
684	TSPAN3	ENSG00000140391	ENSMUSG00000032324	Tspan3	ortholog_one2one	97.2332	best_ensembl_ortholog
685	WDR61	ENSG00000140395	ENSMUSG00000061559	Skic8	ortholog_one2one	97.3771	best_ensembl_ortholog
686	FAH	ENSG00000103876	ENSMUSG00000030630	Fah	ortholog_one2one	88.5442	best_ensembl_ortholog
