model	term	observed_direction	gene_level_support_strength	fdr_gene_direction_call	median_hvg_direction_vs_pathway	n_pathway_genes_total	n_pathway_genes_measured_hvg	n_any_fdr05	n_nominal_p05	fraction_any_fdr05	fraction_nominal_p05	n_sig_genes_same_direction_as_pathway	n_sig_genes_opposite_direction_to_pathway	median_pooled_log2cpm_flt_minus_gc	top_gene_examples	review_rationale
skin_hvg	R-MMU-9013406_RHOQ_GTPASE_CYCLE	FLT_up	strong	mostly_opposite_direction	same	59	17	3	7	0.1764705882352941	0.4117647058823529	1	2	0.0340630411427955	Dlc1:+0.29,q=0.0123; Gja1:-0.56,q=0.0482; Diaph3:-0.34,q=0.0482; Slc1a5:+0.28,q=0.134; Rhoq:+0.20,q=0.135; Iqgap3:-0.33,q=0.147; Obscn:+0.55,q=0.19; Tfrc:-0.21,q=0.19	The pathway could complement motility and vesicle remodeling, with only indirect microgravity support.
skin_hvg	R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	FLT_up	weak	mostly_opposite_direction	same	45	35	1	5	0.0285714285714285	0.1428571428571428	0	1	0.0572558683510706	Col11a1:-0.70,q=0.0441; ENSMUSG00000032334:+0.36,q=0.0954; Col2a1:-0.16,q=0.141; Lox:+0.30,q=0.155; Mmp13:-0.39,q=0.178; Mmp9:+0.25,q=0.232; Ctsl:-0.13,q=0.236; Col9a2:+0.20,q=0.259	Fibril assembly may represent compensatory matrix repair amid dermal atrophy and ECM remodeling.
skin_hvg	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	FLT_up	moderate	mixed_tie	same	86	18	2	4	0.1111111111111111	0.2222222222222222	1	1	0.0738813851482882	Arhgef2:+0.19,q=0.0441; Ect2:-0.39,q=0.0493; Tiam2:-0.19,q=0.152; Obscn:+0.55,q=0.19; Prex1:+0.28,q=0.192; Vav1:+0.19,q=0.22; Vav3:-0.11,q=0.341; Bcl2l11:+0.07,q=0.361	The pathway may reflect cutaneous nerve or cell-death remodeling in stressed skin.
skin_hvg	R-MMU-5173105_O_LINKED_GLYCOSYLATION	FLT_up	moderate	mostly_same_direction	same	120	41	3	13	0.073170731707317	0.3170731707317073	3	0	0.0746312005097511	ENSMUSG00000021903:+0.49,q=0.0123; Mmrn2:+0.32,q=0.0287; St3gal1:+0.26,q=0.04; Galnt17:+0.24,q=0.0564; Adamtsl4:+0.43,q=0.0618; Galnt16:+0.29,q=0.0622; ENSMUSG00000024064:-0.45,q=0.0717; Spon2:+0.40,q=0.0911	The signal may reflect protein processing during epithelial or ECM remodeling, with indirect support only.
skin_hvg	R-MMU-194138_SIGNALING_BY_VEGF	FLT_up	strong	mostly_same_direction	same	101	32	5	10	0.15625	0.3125	5	0	0.130415337916004	Flt1:+0.36,q=0.00492; Cdh5:+0.40,q=0.00791; Vegfa:+0.34,q=0.0123; Kdr:+0.40,q=0.0142; Nrp1:+0.25,q=0.04; Axl:+0.17,q=0.13; Itgb3:+0.19,q=0.131; Nrp2:-0.18,q=0.144	VEGF activity could support angiogenic or endothelial adaptation during skin repair.
skin_hvg	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	FLT_up	none	no_fdr_genes	opposite	156	35	0	4	0.0	0.1142857142857142	0	0	-0.3249972031684898	Nek2:-0.45,q=0.0566; Ccnd1:-0.23,q=0.1; ENSMUSG00000028518:+0.36,q=0.127; H3c2:-0.59,q=0.265; H2bc12:-0.60,q=0.292; H2bc13:-0.61,q=0.301; Cd274:+0.14,q=0.301; ENSMUSG00000094777:-0.56,q=0.304	Immune checkpoint regulation could reflect IFN-driven immune modulation in stressed skin.
skin_hvg	R-MMU-9013149_RAC1_GTPASE_CYCLE	FLT_up	strong	mostly_opposite_direction	same	173	54	7	21	0.1296296296296296	0.3888888888888889	3	4	0.0852999167773838	Dlc1:+0.29,q=0.0123; Fgd5:+0.36,q=0.0283; Arhgap31:+0.15,q=0.0324; Diaph3:-0.34,q=0.0482; Jag1:-0.23,q=0.0491; Ect2:-0.39,q=0.0493; Plekhg1:-0.33,q=0.0493; Racgap1:-0.36,q=0.0553	The pathway could complement phagocytosis or keratinocyte migration under stress.
skin_hvg	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	FLT_up	moderate	mostly_same_direction	same	93	26	3	6	0.1153846153846153	0.2307692307692307	3	0	0.1174894258385266	Cdh5:+0.40,q=0.00791; Vegfa:+0.34,q=0.0123; Kdr:+0.40,q=0.0142; Axl:+0.17,q=0.13; Itgb3:+0.19,q=0.131; Elmo1:+0.14,q=0.147; Trib3:+0.26,q=0.167; Vav1:+0.19,q=0.22	VEGFA-VEGFR2 signaling could support vascular and repair remodeling in stressed skin.
skin_hvg	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	FLT_up	moderate	mostly_same_direction	same	281	73	4	19	0.0547945205479452	0.2602739726027397	4	0	0.1424639698482543	Ccl5:+0.50,q=0.0126; Gabbr1:+0.20,q=0.0177; Pde4d:+0.34,q=0.0198; Adcy5:+0.45,q=0.0345; Adcy1:+0.38,q=0.0529; Adcy2:+0.31,q=0.0529; Aplnr:+0.26,q=0.0589; Pde4b:+0.23,q=0.0872	The pathway could complement inflammatory GPCR signaling without direct skin-spaceflight evidence.
skin_hvg	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	FLT_down	moderate	mostly_opposite_direction	opposite	126	52	3	14	0.0576923076923076	0.2692307692307692	0	3	0.1135446909790842	Vegfa:+0.34,q=0.0123; Pecam1:+0.34,q=0.016; Igf2:+0.33,q=0.0434; Pcdh7:-0.14,q=0.0699; Cd36:+0.35,q=0.0974; Actn2:+0.60,q=0.11; Phactr2:+0.22,q=0.12; Rarres2:+0.32,q=0.126	Lower platelet calcium response could reflect impaired hemostatic repair or vascular biology, but may also be a blood-component signal.
skin_hvg	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	FLT_down	strong	mostly_same_direction	same	611	150	20	66	0.1333333333333333	0.44	14	6	-0.0493710313257773	Dlc1:+0.29,q=0.0123; Kntc1:-0.46,q=0.0272; Fgd5:+0.36,q=0.0283; Arhgap31:+0.15,q=0.0324; Akap12:+0.37,q=0.0345; Cenpe:-0.59,q=0.0377; Cenpf:-0.51,q=0.0401; Sgo1:-0.51,q=0.0435	Reduced signaling could fit lower motility or mitochondrial transport under stress without direct evidence.
skin_hvg	R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	FLT_down	strong	mostly_opposite_direction	opposite	72	18	3	5	0.1666666666666666	0.2777777777777778	0	3	0.1519880395456134	Itpr1:+0.30,q=0.00232; Cacna1c:+0.30,q=0.0127; Adcy5:+0.45,q=0.0345; Cd36:+0.35,q=0.0974; ENSMUSG00000028518:+0.36,q=0.127; Acsl3:-0.22,q=0.174; Gng11:+0.19,q=0.196; Gna14:+0.13,q=0.235	Reduced integration of energy metabolism fits mitochondrial down-regulation but does not separate glycolytic compensation from other metabolic shifts.
skin_hvg	R-MMU-69306_DNA_REPLICATION	FLT_down	strong	mostly_same_direction	same	119	13	4	10	0.3076923076923077	0.7692307692307693	4	0	-0.3154672530766254	Ccne2:-0.40,q=0.0435; Cdc6:-0.37,q=0.0441; Mcm4:-0.24,q=0.0441; Pole:-0.33,q=0.0493; Ccna2:-0.47,q=0.0577; Mcm3:-0.32,q=0.0722; Lig1:-0.26,q=0.0762; Mcm5:-0.42,q=0.0921	Reduced DNA replication may indicate impaired epidermal renewal or atrophy rather than regeneration.
skin_hvg	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	FLT_down	strong	mostly_same_direction	opposite	138	25	5	11	0.2	0.44	3	2	0.1608476857751348	Arrb1:+0.25,q=0.0123; Pde4d:+0.34,q=0.0198; Mc5r:-0.43,q=0.0216; Pthlh:-0.49,q=0.0443; Mc1r:-0.89,q=0.047; Ptgir:+0.30,q=0.0513; Pde2a:+0.46,q=0.0525; Adcyap1r1:+0.41,q=0.0642	Reduced G-alpha-s signaling may reflect broad neuroendocrine or receptor remodeling rather than a direct flight skin finding.
skin_hvg	R-MMU-168256_IMMUNE_SYSTEM	FLT_down	strong	mostly_same_direction	opposite	1874	445	28	111	0.0629213483146067	0.249438202247191	15	13	0.0544390036023925	Itpr1:+0.30,q=0.00232; Dsc1:-0.43,q=0.0112; Ptprb:+0.35,q=0.0113; Nos2:+0.48,q=0.0123; Il22ra2:+0.65,q=0.0123; Il6st:+0.20,q=0.0123; Pecam1:+0.34,q=0.016; Dtx4:+0.25,q=0.0213	A broad immune-system decrease could reflect acquired immune suppression, but it is not the dominant skin inflammation direction.
skin_hvg	R-MMU-1442490_COLLAGEN_DEGRADATION	FLT_down	moderate	mostly_same_direction	opposite	48	33	2	4	0.0606060606060606	0.1212121212121212	2	0	0.0459707647916642	ENSMUSG00000032332:-0.48,q=0.0345; Col11a1:-0.70,q=0.0441; Col2a1:-0.16,q=0.141; Mmp13:-0.39,q=0.178; Mmp9:+0.25,q=0.232; Ctsl:-0.13,q=0.236; Mmp2:+0.24,q=0.286; Col8a2:+0.14,q=0.305	Reduced collagen degradation is not the expected MMP-breakdown signal, but could coexist with altered collagen accumulation or reduced turnover.
skin_hvg	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	FLT_down	moderate	mostly_opposite_direction	opposite	206	44	2	10	0.0454545454545454	0.2272727272727272	0	2	0.1043059014246159	Itpr1:+0.30,q=0.00232; ENSMUSG00000049112:+0.48,q=0.0239; Agtr1a:+0.34,q=0.0727; Edn2:-0.46,q=0.1; Pik3r3:-0.39,q=0.107; Rgs4:+0.27,q=0.133; Gpr132:+0.21,q=0.152; ENSMUSG00000056529:+0.28,q=0.152	Reduced G-alpha-q signaling could reflect receptor-mediated vascular, sensory, or inflammatory remodeling with weak direct support.
skin_hvg	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	FLT_down	strong	mostly_opposite_direction	opposite	199	51	5	17	0.0980392156862745	0.3333333333333333	2	3	0.1381906608070462	Pecam1:+0.34,q=0.016; Slc7a11:-1.18,q=0.0252; Tek:+0.29,q=0.0392; Angpt2:+0.24,q=0.0435; Cd44:-0.29,q=0.0435; Jam2:+0.28,q=0.0564; Atp1b2:+0.42,q=0.0755; Slc7a8:-0.65,q=0.104	Reduced vascular-wall interactions could reflect impaired endothelial or leukocyte adhesion during microgravity-related repair changes.
skin_hvg	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	FLT_down	strong	mostly_same_direction	same	110	33	6	12	0.1818181818181818	0.3636363636363636	6	0	-0.1848191809981294	Kif4:-0.41,q=0.024; Cenpe:-0.59,q=0.0377; Kif23:-0.39,q=0.0435; Kif15:-0.53,q=0.0441; Kif20a:-0.50,q=0.0441; Kif2c:-0.55,q=0.047; ENSMUSG00000012443:-0.50,q=0.053; Racgap1:-0.36,q=0.0553	Reduced MHC class II presentation could fit acquired immune suppression, but it is not firmly aligned with post-flight skin inflammation.
skin_hvg	R-MMU-6806834_SIGNALING_BY_MET	FLT_down	weak	mostly_same_direction	opposite	68	20	1	6	0.05	0.3	1	0	0.0275626406781386	Col11a1:-0.70,q=0.0441; Spint1:-0.40,q=0.0561; ENSMUSG00000019846:+0.20,q=0.0862; Col2a1:-0.16,q=0.141; Pik3r1:+0.12,q=0.246; Ptprj:+0.11,q=0.277; Lrig1:-0.11,q=0.415; Col3a1:-0.17,q=0.517	Reduced MET signaling could mark weaker migration or epithelial repair in microgravity-related wound biology.
skin_hvg	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	FLT_down	strong	mostly_opposite_direction	opposite	38	19	5	7	0.2631578947368421	0.3684210526315789	1	4	0.1142561441435789	Smad3:+0.17,q=0.0112; Tgfbr3:+0.25,q=0.0265; Tgfbr2:+0.31,q=0.0328; Ltbp2:+0.41,q=0.04; Bambi:-0.74,q=0.05; Itgb3:+0.19,q=0.131; Ltbp1:+0.16,q=0.151; Itgb8:-0.20,q=0.177	Reduced SMAD activation could indicate impaired fibroblast or wound signaling despite reports of broader TGF-beta and ECM remodeling.
skin_hvg	R-MMU-74752_SIGNALING_BY_INSULIN_RECEPTOR	FLT_down	none	no_fdr_genes	opposite	75	15	0	5	0.0	0.3333333333333333	0	0	0.0643303723621082	Grb10:+0.18,q=0.0895; Fgf5:-0.77,q=0.0996; Fgfr1:+0.16,q=0.11; Fgf1:+0.22,q=0.129; Irs2:+0.15,q=0.159; Trib3:+0.26,q=0.167; Atp6v0d2:-0.42,q=0.172; Atp6v1c2:-0.15,q=0.23	Reduced insulin receptor signaling could reflect impaired energy use or repair signaling without direct flight skin evidence.
skin_hvg	R-MMU-166658_COMPLEMENT_CASCADE	FLT_down	none	no_fdr_genes	opposite	154	19	0	2	0.0	0.1052631578947368	0	0	0.1881235951598849	C3:+0.30,q=0.129; Hc:+0.51,q=0.155; C4b:+0.30,q=0.199; Fcna:+0.33,q=0.207; Clu:-0.25,q=0.264; C5ar1:+0.21,q=0.286; Serping1:+0.20,q=0.314; C1ra:+0.16,q=0.335	Reduced complement cascade activity could reflect immune dysregulation rather than the canonical inflammatory activation direction.
skin_hvg	R-MMU-8980692_RHOA_GTPASE_CYCLE	FLT_down	strong	mixed_tie	opposite	142	44	6	18	0.1363636363636363	0.4090909090909091	3	3	0.0407299240401322	Dlc1:+0.29,q=0.0123; Arhgap31:+0.15,q=0.0324; Arhgef2:+0.19,q=0.0441; Arhgap11a:-0.26,q=0.0482; Diaph3:-0.34,q=0.0482; Ect2:-0.39,q=0.0493; Anln:-0.30,q=0.0529; Racgap1:-0.36,q=0.0553	Reduced RHOA cycling could fit decreased actomyosin tension, adhesion, and migration remodeling in microgravity-stressed skin.
skin_hvg	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	FLT_down	moderate	mostly_same_direction	same	218	63	2	13	0.0317460317460317	0.2063492063492063	2	0	-0.0812616377306056	Aldh1a3:-0.52,q=0.0401; Dhrs9:-0.66,q=0.0493; Fabp5:-0.42,q=0.0507; Aldh1a1:+0.41,q=0.0555; Tgfa:-0.34,q=0.0561; Ereg:-0.36,q=0.0577; Crabp2:-0.31,q=0.0589; Pdk2:+0.37,q=0.0675	Reduced nuclear receptor signaling could mark altered stress-hormone or barrier responses without specific flight direction evidence.
skin_hvg	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	FLT_down	weak	mostly_same_direction	same	143	21	1	4	0.0476190476190476	0.1904761904761904	1	0	-0.010266009275714	Wnt5a:-0.37,q=0.0499; Lef1:-0.66,q=0.0723; Fzd5:-0.38,q=0.0807; Fzd4:+0.22,q=0.147; ENSMUSG00000034910:+0.16,q=0.175; Rspo2:-0.30,q=0.175; Sox6:+0.25,q=0.187; Dact1:+0.20,q=0.196	Reduced TCF-dependent Wnt signaling could fit impaired regeneration despite hair-cycle dysregulation evidence.
skin_hvg	R-MMU-9612973_AUTOPHAGY	FLT_down	none	no_fdr_genes	same	129	14	0	4	0.0	0.2857142857142857	0	0	-0.0336339214279943	Tubb3:-0.94,q=0.0773; ENSMUSG00000038295:-0.39,q=0.11; ENSMUSG00000028518:+0.36,q=0.127; Tuba1c:-0.27,q=0.162; Gabarapl1:+0.12,q=0.165; Rragd:+0.45,q=0.168; Tubb2b:-0.18,q=0.173; Pink1:+0.24,q=0.245	Reduced autophagy could reflect impaired damaged-organelle clearance, although an adaptive increase would also be expected under stress.
skin_hvg	R-MMU-8939211_ESR_MEDIATED_SIGNALING	FLT_down	none	no_fdr_genes	same	162	47	0	6	0.0	0.1276595744680851	0	0	-0.1523394034452341	Tgfa:-0.34,q=0.0561; Ereg:-0.36,q=0.0577; Pik3r3:-0.39,q=0.107; Esr1:+0.24,q=0.146; Areg:-0.35,q=0.147; Gng11:+0.19,q=0.196; Mmp9:+0.25,q=0.232; Pik3r1:+0.12,q=0.246	Reduced ESR signaling could interact with barrier, immune, or repair biology, but no direct flight skin direction exists.
skin_hvg	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	FLT_down	weak	mostly_same_direction	opposite	192	30	1	9	0.0333333333333333	0.3	1	0	0.0999890935911516	Liph:-0.26,q=0.0493; Phospho1:+0.41,q=0.0561; Plbd1:-0.19,q=0.0563; ENSMUSG00000046971:-0.25,q=0.0622; Plaat3:+0.25,q=0.0825; Pik3r3:-0.39,q=0.107; Ptpn13:-0.13,q=0.113; Pnpla2:+0.34,q=0.123	Reduced phospholipid metabolism could reflect membrane or barrier lipid impairment in stressed skin.
skin_hvg	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	FLT_down	strong	mostly_opposite_direction	opposite	75	24	5	8	0.2083333333333333	0.3333333333333333	1	4	0.0592965070011457	Smad3:+0.17,q=0.0112; Tgfbr3:+0.25,q=0.0265; Tgfbr2:+0.31,q=0.0328; Ltbp2:+0.41,q=0.04; Bambi:-0.74,q=0.05; Itgb3:+0.19,q=0.131; Ltbp1:+0.16,q=0.151; Tgif2:-0.29,q=0.159	Reduced TGF-beta receptor complex signaling could fit impaired fibroblast or wound signaling despite broader ECM remodeling reports.
skin_hvg	R-MMU-109582_HEMOSTASIS	FLT_down	strong	mixed_tie	opposite	632	198	18	55	0.0909090909090909	0.2777777777777778	9	9	0.0704258069867767	Itpr1:+0.30,q=0.00232; Vegfa:+0.34,q=0.0123; Nos2:+0.48,q=0.0123; Arrb1:+0.25,q=0.0123; Pecam1:+0.34,q=0.016; Kif4:-0.41,q=0.024; Slc7a11:-1.18,q=0.0252; Cenpe:-0.59,q=0.0377	Lower hemostatic signaling could fit impaired repair or vascular response, while remaining indirect for skin tissue.
skin_hvg	R-MMU-500792_GPCR_LIGAND_BINDING	FLT_down	strong	mostly_opposite_direction	opposite	412	102	7	26	0.0686274509803921	0.2549019607843137	3	4	0.1188869319485814	Ccl5:+0.50,q=0.0126; Gabbr1:+0.20,q=0.0177; Mc5r:-0.43,q=0.0216; ENSMUSG00000049112:+0.48,q=0.0239; S1pr1:+0.35,q=0.0328; Pthlh:-0.49,q=0.0443; Mc1r:-0.89,q=0.047; Ptgir:+0.30,q=0.0513	Reduced ligand-binding receptor activity could reflect broad receptor remodeling without a direct skin-spaceflight prior.
skin_hvg	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	FLT_down	weak	mostly_same_direction	opposite	231	45	1	16	0.0222222222222222	0.3555555555555555	1	0	0.0867074475524098	ENSMUSG00000062991:-0.63,q=0.0208; Tgfa:-0.34,q=0.0561; Ereg:-0.36,q=0.0577; Usp13:+0.58,q=0.0894; Fgf5:-0.77,q=0.0996; Pdgfrb:+0.28,q=0.106; Pik3r3:-0.39,q=0.107; Fgfr1:+0.16,q=0.11	Reduced PIP3-AKT activation could fit impaired survival or wound-repair signaling under microgravity stress.
skin_hvg	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	FLT_down	none	no_fdr_genes	opposite	144	16	0	2	0.0	0.125	0	0	0.1862896352621268	C3:+0.30,q=0.129; Hc:+0.51,q=0.155; C4b:+0.30,q=0.199; Clu:-0.25,q=0.264; C5ar1:+0.21,q=0.286; Serping1:+0.20,q=0.314; C1ra:+0.16,q=0.335; C1qb:+0.21,q=0.356	Reduced complement regulation could reflect immune dysregulation rather than the inflammatory activation seen in skin regions.
skin_hvg	R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	FLT_down	strong	mostly_same_direction	same	44	17	3	6	0.1764705882352941	0.3529411764705882	3	0	-0.181405635855226	Gjb6:-1.12,q=0.0316; Gjb2:-1.42,q=0.0377; Gja1:-0.56,q=0.0482; Tubb3:-0.94,q=0.0773; Myo6:-0.18,q=0.109; Tuba1c:-0.27,q=0.162; Tubb2b:-0.18,q=0.173; Tubb6:-0.29,q=0.267	Lower regulated gap-junction trafficking could reflect impaired epidermal communication during barrier stress.
skin_hvg	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	FLT_down	strong	mostly_same_direction	same	121	20	4	12	0.2	0.6	4	0	-0.2343390620430496	Ccne2:-0.40,q=0.0435; Cdc6:-0.37,q=0.0441; Mcm4:-0.24,q=0.0441; Pole:-0.33,q=0.0493; Ccna2:-0.47,q=0.0577; Cdkn1c:+0.23,q=0.0606; Mcm3:-0.32,q=0.0722; Mcm5:-0.42,q=0.0921	Lower G1/S activity may reflect impaired keratinocyte proliferation or dermal atrophy rather than regeneration.
skin_hvg	R-MMU-8978868_FATTY_ACID_METABOLISM	FLT_down	moderate	mostly_same_direction	same	176	52	2	9	0.0384615384615384	0.173076923076923	2	0	-0.0291105561029296	Alox8:-0.93,q=0.0435; Elovl6:-0.36,q=0.0493; Cpt1b:+0.53,q=0.0762; Ggt1:-1.00,q=0.0922; Gpx2:-0.56,q=0.1; ENSMUSG00000028518:+0.36,q=0.127; Cyp4b1:+0.26,q=0.129; Dpep1:+0.27,q=0.158	Reduced fatty-acid metabolism could contribute to barrier lipid impairment or altered oxidized-lipid turnover.
skin_hvg	R-MMU-1638074_KERATAN_SULFATE_KERATIN_METABOLISM	FLT_down	strong	mostly_opposite_direction	opposite	37	14	3	6	0.2142857142857142	0.4285714285714285	0	3	0.1730075622440363	Prelp:+0.45,q=0.0168; St3gal1:+0.26,q=0.04; Chst1:+0.44,q=0.0435; Acan:-0.88,q=0.0574; B4galt5:+0.24,q=0.0921; Chst3:+0.25,q=0.0966; B3gnt2:-0.17,q=0.165; St3gal6:+0.22,q=0.256	Lower keratan sulfate or keratin metabolism could fit barrier or matrix disruption without direct pathway evidence.
skin_hvg	R-MMU-3858494_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	FLT_down	weak	mostly_same_direction	same	111	16	1	7	0.0625	0.4375	1	0	-0.0983618648558666	Wnt5a:-0.37,q=0.0499; Lef1:-0.66,q=0.0723; Fzd5:-0.38,q=0.0807; Fzd4:+0.22,q=0.147; Ror1:-0.14,q=0.15; Prickle1:-0.17,q=0.151; Wnt11:-0.44,q=0.152; Fzd7:+0.09,q=0.17	Reduced beta-catenin-independent Wnt signaling could fit impaired migration or regenerative signaling despite hair-cycle evidence.
skin_hvg	R-MMU-191273_CHOLESTEROL_BIOSYNTHESIS	FLT_down	none	no_fdr_genes	same	28	13	0	1	0.0	0.0769230769230769	0	0	-0.0621315285032295	Sqle:-0.20,q=0.09; Fdps:-0.11,q=0.4; Cyp51:-0.10,q=0.448; Msmo1:-0.11,q=0.453; Fdft1:-0.06,q=0.5; ENSMUSG00000021670:-0.08,q=0.621; Hmgcs1:-0.05,q=0.677; Acat2:-0.05,q=0.698	Reduced cholesterol biosynthesis could contribute to impaired stratum-corneum lipid repair in stressed skin.
skin_hvg	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	FLT_down	strong	mostly_same_direction	opposite	870	157	7	43	0.0445859872611464	0.2738853503184713	6	1	0.0402964893675221	Itpr1:+0.30,q=0.00232; Kif4:-0.41,q=0.024; Cenpe:-0.59,q=0.0377; Kif23:-0.39,q=0.0435; Kif15:-0.53,q=0.0441; Kif20a:-0.50,q=0.0441; Kif2c:-0.55,q=0.047; ENSMUSG00000012443:-0.50,q=0.053	Reduced adaptive immune pathway activity could fit spaceflight immunosuppression, but it is not the dominant post-flight skin inflammation direction.
skin_hvg	R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	FLT_down	moderate	mostly_opposite_direction	same	57	14	2	8	0.1428571428571428	0.5714285714285714	0	2	-0.0388024482530537	ENSMUSG00000021903:+0.49,q=0.0123; St3gal1:+0.26,q=0.04; Galnt17:+0.24,q=0.0564; Galnt16:+0.29,q=0.0622; ENSMUSG00000024064:-0.45,q=0.0717; B4galt5:+0.24,q=0.0921; Gcnt1:-0.28,q=0.108; Galnt6:-0.40,q=0.159	Lower mucin O-glycosylation could weaken secretory or epithelial barrier remodeling, without direct flight skin evidence.
skin_hvg	R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	FLT_down	strong	mixed_tie	opposite	270	76	12	26	0.1578947368421052	0.3421052631578947	6	6	0.0721177922537004	Prelp:+0.45,q=0.0168; Slc37a2:-0.30,q=0.0198; Ppp1r3c:+0.64,q=0.0236; Fbp2:+0.74,q=0.0363; St3gal1:+0.26,q=0.04; Hmmr:-0.52,q=0.0402; Chst1:+0.44,q=0.0435; Cd44:-0.29,q=0.0435	Lower carbohydrate metabolism could reflect altered repair energetics or mitochondrial-metabolic reprogramming.
skin_hvg	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	FLT_down	none	no_fdr_genes	opposite	34	14	0	5	0.0	0.3571428571428571	0	0	0.1927673730477535	Mylk:+0.25,q=0.0537; Lmod1:+0.39,q=0.0646; Sorbs1:+0.22,q=0.0906; Myh11:+0.32,q=0.0923; Itga1:+0.16,q=0.181; Acta2:+0.20,q=0.205; Tpm2:+0.33,q=0.224; Mylpf:+0.44,q=0.252	Lower smooth muscle contraction could reflect arrector pili, vascular tone, or unloading-related muscle remodeling in skin.
skin_hvg	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	FLT_down	moderate	mostly_same_direction	opposite	36	19	2	8	0.1052631578947368	0.4210526315789473	2	0	0.0133609702716004	ENSMUSG00000021565:-0.68,q=0.0236; Slc7a11:-1.18,q=0.0252; Slc7a1:-0.43,q=0.0529; Slc16a10:+0.18,q=0.0689; Slc7a8:-0.65,q=0.104; Slc1a4:-0.18,q=0.123; Slc1a5:+0.28,q=0.134; Slc7a5:-0.33,q=0.16	Reduced amino-acid SLC transport could reflect altered metabolic support for repair and matrix turnover.
skin_hvg	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	FLT_down	strong	mostly_same_direction	same	242	47	6	21	0.1276595744680851	0.4468085106382978	5	1	-0.1655394956016298	ENSMUSG00000056880:-0.81,q=0.0123; ENSMUSG00000025991:-0.95,q=0.0392; Tyr:-1.12,q=0.0443; Serinc5:-0.40,q=0.0493; ENSMUSG00000048142:+0.38,q=0.0493; Cth:-0.50,q=0.0497; Tyrp1:-0.92,q=0.0511; Arg2:-0.49,q=0.0513	Lower amino-acid metabolism could reflect altered repair energetics, stress response, or matrix turnover rather than a direct prior.
skin_hvg	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	FLT_down	weak	mostly_same_direction	same	98	29	1	10	0.0344827586206896	0.3448275862068966	1	0	-0.0856836345781504	Ggct:-0.31,q=0.0316; Gclc:-0.30,q=0.0614; Gsta1:-0.31,q=0.0639; Ggt1:-1.00,q=0.0922; Gclm:-0.25,q=0.1; Ugt1a6a:-0.20,q=0.113; Chac1:-0.62,q=0.134; Gstm1:+0.21,q=0.147	Lower phase II conjugation may indicate depleted or impaired detox capacity under oxidative stress rather than the canonical adaptive increase.
skin_hvg	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	FLT_down	strong	mostly_same_direction	same	596	150	20	66	0.1333333333333333	0.44	14	6	-0.0493710313257773	Dlc1:+0.29,q=0.0123; Kntc1:-0.46,q=0.0272; Fgd5:+0.36,q=0.0283; Arhgap31:+0.15,q=0.0324; Akap12:+0.37,q=0.0345; Cenpe:-0.59,q=0.0377; Cenpf:-0.51,q=0.0401; Sgo1:-0.51,q=0.0435	Lower RHO signaling could fit unloading-related actin, adhesion, and migration changes in flight-stressed skin.
