review_row	term	observed_direction	reviewed_category	literature_alignment	direction_assessment	confidence	rationale	citations
160	R-MMU-4839726_CHROMATIN_ORGANIZATION	FLT_down	orange_uncertain_no_direct_support	Chromatin organization is plausible in space-omics remodeling, but decreased pathway activity is not liver-direction validated.	Uncertain: FLT_down is compatible with remodeling but not anchored.	low	The term is too broad for a direct direction call.	daSilveira2020;GarrettBakelman2019
161	R-MMU-2559583_CELLULAR_SENESCENCE	FLT_down	red_conflict_or_artifact	Oxidative stress, DNA damage, and telomere biology would more naturally support senescence engagement than decreased senescence signaling.	Conflicting: FLT_down runs opposite the expected senescence/stress direction.	medium	The corrected decrease weakens alignment with radiation and stress-response literature.	Blaber2017;Luxton2020;Vinken2022
162	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	FLT_down	orange_uncertain_no_direct_support	G alpha s signaling is a broad GPCR module without direct liver spaceflight direction.	Uncertain: FLT_down is receptor-nonspecific.	low	The pathway lacks specificity for literature alignment.	Mathyk2024;Vinken2022
163	R-MMU-5688426_DEUBIQUITINATION	FLT_down	orange_uncertain_no_direct_support	Deubiquitination is plausible proteostasis regulation, but decreased pathway activity is not directly reported in liver flight studies.	Uncertain: FLT_down is not directly literature supported.	low	The pathway is plausible but too specific for available broad proteostasis evidence.	Blaber2017;daSilveira2020
164	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	FLT_down	orange_uncertain_no_direct_support	CHD chromatin remodelers are too specific relative to available broad epigenetic spaceflight evidence.	Uncertain: FLT_down is speculative.	low	The pathway lacks direct liver support.	daSilveira2020;GarrettBakelman2019
165	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	FLT_down	orange_uncertain_no_direct_support	Cytokine signaling is a supported immune-inflammatory pathway family, but spaceflight immune dysfunction can be suppressive or activating by context.	Uncertain/mixed: FLT_down conflicts with inflammatory activation but could reflect immune suppression.	medium	The corrected decrease prevents a straightforward prior-aligned cytokine call.	Crucian2018;Kim2024;Vinken2022
166	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	FLT_up	blue_plausible_complementary	Cadherin regulation fits adhesion and tissue remodeling under microgravity/liver injury, but direct support is indirect.	Partially aligned: FLT_up is plausible as junction/ECM remodeling.	medium	Cadherin changes could accompany hepatic structural remodeling but are not directly reported.	Li2026;Vinken2022
167	R-MMU-9955298_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	FLT_down	blue_plausible_complementary	Organic-anion transport is liver-relevant for bile and xenobiotic handling, but spaceflight direction is not firmly established.	Partially aligned: FLT_down could reflect impaired hepatic transport capacity.	medium	The corrected decrease is compatible with liver metabolic disruption, though not a direct published direction.	Jonscher2016;Moskaleva2015;Vinken2022
168	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	FLT_up	orange_uncertain_no_direct_support	Spaceflight coagulation changes are reported, but megakaryocyte/platelet production is marrow/blood biology, not liver.	Uncertain/off-context: FLT_up is not a direct hepatic pathway direction.	medium	The pathway is systemic hematopoietic rather than liver-specific.	Houerbi2024
169	R-MMU-9837999_MITOCHONDRIAL_PROTEIN_DEGRADATION	FLT_up	green_prior_aligned	Spaceflight multi-omics identifies mitochondrial stress as a central hub and liver proteostasis is altered.	Aligned: FLT_up matches mitochondrial proteostasis/stress remodeling.	high	Mitochondrial protein quality control fits central spaceflight mitochondrial stress and liver proteostasis findings.	daSilveira2020;Blaber2017
170	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	FLT_up	red_conflict_or_artifact	p75 neurotrophin receptor signaling is primarily neurotrophic and not supported as a liver spaceflight pathway.	Off-context: FLT_up is likely pathway semantics rather than hepatic biology.	high	The pathway is neurotrophin-specific and weak for liver interpretation.	Vinken2022
171	R-MMU-352230_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	FLT_up	green_prior_aligned	Liver spaceflight sulfur and amino-acid metabolism changes support amino-acid transport remodeling.	Aligned: FLT_up fits compensatory hepatic amino-acid transport response.	medium	Amino-acid transport is closely tied to reported hepatic sulfur/amino-acid metabolic shifts.	Kurosawa2021;Vitry2022
172	R-MMU-68886_M_PHASE	FLT_down	orange_uncertain_no_direct_support	M-phase biology is a specific cell-cycle branch, but decreased activity is not a direct liver spaceflight finding.	Uncertain/mixed: FLT_down could reflect arrest or reduced proliferation.	medium	The corrected decrease does not support the prior activation-style interpretation.	daSilveira2020;Vinken2022
173	R-MMU-2142753_ARACHIDONATE_METABOLISM	FLT_down	orange_uncertain_no_direct_support	Arachidonate metabolism links lipid mediators and inflammation, but decreased pathway activity lacks direct liver spaceflight support.	Uncertain: FLT_down is not a clear lipid-inflammatory direction.	medium	The pathway remains complementary biology but directionally weak.	Beheshti2019;Crucian2018
174	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	FLT_down	orange_uncertain_no_direct_support	G alpha q signaling is a broad GPCR subpathway without direct liver spaceflight direction.	Uncertain: FLT_down is receptor-nonspecific.	low	The pathway lacks specific prior support.	Mathyk2024;Vinken2022
175	R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	FLT_down	orange_uncertain_no_direct_support	Gap-junction trafficking and regulation is not a reported liver spaceflight mechanism.	Uncertain: FLT_down is plausible but unsupported.	low	The corrected direction remains unanchored in prior liver literature.	Ilangovan2024;Vinken2022
176	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	FLT_up	green_prior_aligned	Spaceflight radiation studies support DNA damage, telomere responses, and senescence-like stress programs.	Aligned: FLT_up strongly matches DNA damage/telomere stress biology.	high	This pathway directly matches space radiation/telomere/DNA-damage literature.	Luxton2020;GarrettBakelman2019;Blaber2017
177	R-MMU-162582_SIGNAL_TRANSDUCTION	FLT_up	orange_uncertain_no_direct_support	Signal transduction is too broad to assign a direct liver spaceflight direction.	Uncertain: FLT_up is not pathway-specific.	low	The term aggregates many mechanisms and lacks interpretability.	Ilangovan2024
178	R-MMU-191273_CHOLESTEROL_BIOSYNTHESIS	FLT_up	green_prior_aligned	Spaceflight liver/hepatocyte studies report lipid and cholesterol synthesis/remodeling, including SREBP-related changes.	Aligned: FLT_up matches hepatic cholesterol biosynthesis remodeling.	high	Cholesterol biosynthesis is directly supported by liver/hepatocyte spaceflight literature.	Li2026;Beheshti2019;Uruno2021
179	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	FLT_down	orange_uncertain_no_direct_support	Vesicle-mediated transport is broad and lacks a direct liver spaceflight direction.	Uncertain: FLT_down is a generic trafficking signal.	low	The pathway is not specific enough for a literature-backed color.	Ilangovan2024
180	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	FLT_down	orange_uncertain_no_direct_support	TGFB receptor signaling is central to hepatic stellate activation/fibrosis, but direct spaceflight liver direction is indirect.	Uncertain/conflicting: FLT_down does not match a profibrotic TGFB activation interpretation.	medium	The corrected decrease makes this weaker than the prior plausible-up call.	Jonscher2016;Friedman2008;Vinken2022
181	R-MMU-9757110_PREDNISONE_ADME	FLT_up	orange_uncertain_no_direct_support	General hepatic ADME is supported, but prednisone-specific metabolism is not relevant without exposure evidence.	Uncertain: FLT_up likely reflects shared CYP/ADME genes rather than prednisone biology.	medium	The drug-specific label is not directly supported, despite strong generic ADME evidence.	Moskaleva2015;Vinken2022
182	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	FLT_down	red_conflict_or_artifact	Visual phototransduction is retina/photoreceptor biology with no liver spaceflight support.	Off-context: FLT_down remains a likely annotation artifact for liver.	high	The pathway is tissue-incongruent.	Vinken2022
183	R-MMU-168249_INNATE_IMMUNE_SYSTEM	FLT_up	green_prior_aligned	Spaceflight multi-omics and immune studies repeatedly support innate immunity and inflammation.	Aligned: FLT_up matches innate immune pathway engagement.	high	Innate immune signaling is one of the best-supported non-metabolic spaceflight pathway families.	daSilveira2020;Crucian2018;Kim2024
184	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	FLT_down	orange_uncertain_no_direct_support	Gene expression/transcription is a broad outcome of spaceflight but not a specific directional pathway.	Uncertain: FLT_down reflects global transcriptional remodeling.	low	The term is too generic for a confident literature color.	Ilangovan2024;daSilveira2020
185	R-MMU-196071_METABOLISM_OF_STEROID_HORMONES	FLT_down	green_prior_aligned	Spaceflight liver studies report inhibited estrogen signaling and broader steroid/lipid metabolic disruption.	Aligned: FLT_down is consistent with reduced steroid-hormone/estrogen-axis signaling.	medium	The corrected decrease is directionally compatible with reported endocrine signaling inhibition.	Mathyk2024;Vinken2022
186	R-MMU-9013149_RAC1_GTPASE_CYCLE	FLT_down	blue_plausible_complementary	RAC1 is a Rho-family cytoskeletal regulator, plausible under microgravity actin and immune-cell remodeling.	Partially aligned: FLT_down can fit suppressed cytoskeletal/mechanotransduction signaling, but direct liver direction is indirect.	medium	RAC1 cycle remains a plausible microgravity response, not a direct liver spaceflight literature match.	Li2026;Kim2024
