Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0001510,RNA methylation,19_GO:0009987 cellular process,-2,2.5,2.9,17423,63,1002,9,0.9,0.3,13434|66254|68260|74455|76357|108943|210529|229780|382137,Trdmt1|Dimt1|Tyw2|Nsun6|Trmt5|Trmt10a|Mettl14|Trmt13|Fdxacb1,-0.76,GC8_all
GO Biological Processes,19,GO:0007127,meiosis I,19_GO:0022414 reproductive process,-2,2,2.8,17423,121,1002,14,1.4,0.37,12448|12617|20437|21749|21973|30939|69260|71846|76850|76915|104806|224008|237911|380709,Ccne2|Cenpc1|Siah1a|Terf1|Top2a|Pttg1|Ing2|Syce2|Ago4|Mnd1|Fancm|Spidr|Brip1|Spata22,-0.75,GC8_all
GO Biological Processes,19,GO:0006720,isoprenoid metabolic process,19_GO:0009987 cellular process,-2,2,2.8,17423,121,1002,14,1.4,0.37,13099|13112|13114|27400|53973|68563|75847|216454|232174|234671|319554|337924|382044|100043108,Cyp2c40|Cyp3a11|Cyp3a16|Hsd17b6|Cyp3a41a|Dpm3|Crppa|Rdh16f2|Cyp26b1|Ces2c|Idi1|Cyp3a44|Ces1b|Cyp2c69,-0.75,GC8_all
GO Biological Processes,19,GO:0032755,positive regulation of interleukin-6 production,19_GO:0048518 positive regulation of biological process,-2,2.1,2.8,17423,109,1002,13,1.3,0.36,12774|13057|14062|14127|16170|16175|16800|21898|22177|56644|142980|170743|192656,Ccr5|Cyba|F2r|Fcer1g|Il16|Il1a|Arhgef2|Tlr4|Tyrobp|Clec7a|Tlr3|Tlr7|Ripk2,-0.75,GC8_all
GO Biological Processes,19,GO:0006259,DNA metabolic process,19_GO:0009987 cellular process,-8,2.2,6.5,17423,586,854,62,7.3,0.89,12144|12189|12448|12566|13347|14056|14088|14211|15361|15574|17217|17219|18393|19076|19355|19365|19691|20135|21665|21673|21749|21973|27015|50776|56452|57441|57815|60364|66131|66209|66595|68145|68240|68501|69263|70681|71946|72170|72612|73747|74044|74729|76915|77622|80287|80859|101185|104806|106052|107373|107986|140917|171567|191578|211064|224008|227099|227525|237911|380709|382985|408022,Blm|Brca1|Ccne2|Cdk2|Dffa|Ezh2|Fancc|Smc2|Hmga1|Hus1|Mcm4|Mcm6|Orc2|Prim2|Rad1|Rad52|Recql|Rrm2|Tdg|Dntt|Terf1|Top2a|Polk|Polg2|Orc6|Gmnn|Afg2a|Donson|Tipin|Inip|Aste1|Etaa1|Rpa3|Nsmce2|Rfc3|Abraxas1|Endod1|Chchd4|Hpf1|Shld1|Ttf2|Setmar|Mnd1|Apex2|Apobec3|Nfkbiz|Pot1a|Fancm|Fbxo4|Fam111a|Ddb2|Dclre1b|Nme7|Helq|Alkbh1|Spidr|Pms1|Dclre1c|Brip1|Spata22|Rrm2b|Primpol,-5.6,GC8_not_FLT14
GO Biological Processes,19,GO:0006261,DNA-templated DNA replication,19_GO:0009987 cellular process,-6.2,3.5,6.2,17423,124,854,21,2.5,0.53,12144|12189|12448|12566|17217|17219|18393|19076|19691|50776|56452|57441|60364|66131|68145|69263|74729|104806|107373|382985|408022,Blm|Brca1|Ccne2|Cdk2|Mcm4|Mcm6|Orc2|Prim2|Recql|Polg2|Orc6|Gmnn|Donson|Tipin|Etaa1|Rfc3|Setmar|Fancm|Fam111a|Rrm2b|Primpol,-4,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-9975921,Assembly of the 9+0 primary cilium,,-6.1,2.9,6,17423,180,854,26,3,0.59,67161|67694|68121|68259|70799|71492|72421|73668|74201|74682|76260|76478|76779|99100|101565|213081|225745|230376|231123|236266|237222|244585|320299|329795|381644|382090,Sclt1|Ift74|Cep70|Ift80|Cep192|Bbs7|Ift70b|Ttc21b|Cep97|Wdr35|Ttc8|Haus8|Ift38|Cep152|Ccp110|Wdr19|Haus1|Haus6|Haus3|Alms1|Ofd1|Rpgrip1l|Iqcb1|Tmem67|Cep135|Cep162,-3.9,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-5617833,Cilium Assembly,,-6.1,2.9,6,17423,180,854,26,3,0.59,67161|67694|68121|68259|70799|71492|72421|73668|74201|74682|76260|76478|76779|99100|101565|213081|225745|230376|231123|236266|237222|244585|320299|329795|381644|382090,Sclt1|Ift74|Cep70|Ift80|Cep192|Bbs7|Ift70b|Ttc21b|Cep97|Wdr35|Ttc8|Haus8|Ift38|Cep152|Ccp110|Wdr19|Haus1|Haus6|Haus3|Alms1|Ofd1|Rpgrip1l|Iqcb1|Tmem67|Cep135|Cep162,-3.9,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-5620912,Anchoring of the basal body to the plasma membrane,,-6,3.9,6.3,17423,88,854,17,2,0.48,67161|68121|70799|74201|76478|99100|101565|225745|230376|231123|236266|237222|244585|320299|329795|381644|382090,Sclt1|Cep70|Cep192|Cep97|Haus8|Cep152|Ccp110|Haus1|Haus6|Haus3|Alms1|Ofd1|Rpgrip1l|Iqcb1|Tmem67|Cep135|Cep162,-3.8,GC8_not_FLT14
GO Biological Processes,19,GO:0006974,DNA damage response,19_GO:0050896 response to stimulus,-5.8,1.9,5.2,17423,694,854,63,7.4,0.89,12043|12125|12144|12189|12227|12366|12566|12795|14088|14211|15361|15574|17217|17219|19355|19365|19691|20135|20913|20937|21665|21673|21973|22367|27015|50776|53892|57257|60364|66131|66209|66595|68145|68240|68501|69263|69922|70681|71946|72170|72612|73747|74044|74729|74747|77622|104806|105377|107373|107986|140917|191578|211064|219022|224008|227099|227525|235323|237911|241627|380709|382985|408022,Bcl2|Bcl2l11|Blm|Brca1|Btg2|Casp2|Cdk2|Plk3|Fancc|Smc2|Hmga1|Hus1|Mcm4|Mcm6|Rad1|Rad52|Recql|Rrm2|Stxbp4|Suv39h1|Tdg|Dntt|Top2a|Vrk1|Polk|Polg2|Ppm1d|Vav3|Donson|Tipin|Inip|Aste1|Etaa1|Rpa3|Nsmce2|Rfc3|Vrk2|Abraxas1|Endod1|Chchd4|Hpf1|Shld1|Ttf2|Setmar|Ddit4|Apex2|Fancm|Slf1|Fam111a|Ddb2|Dclre1b|Helq|Alkbh1|Ttc5|Spidr|Pms1|Dclre1c|Usp28|Brip1|Wdr76|Spata22|Rrm2b|Primpol,-3.6,GC8_not_FLT14
GO Biological Processes,19,GO:0006260,DNA replication,19_GO:0009987 cellular process,-5.7,2.9,5.7,17423,167,854,24,2.8,0.57,12144|12189|12448|12566|17217|17219|18393|19076|19691|27015|50776|56452|57441|57815|60364|66131|68145|68240|69263|74729|104806|107373|382985|408022,Blm|Brca1|Ccne2|Cdk2|Mcm4|Mcm6|Orc2|Prim2|Recql|Polk|Polg2|Orc6|Gmnn|Afg2a|Donson|Tipin|Etaa1|Rpa3|Rfc3|Setmar|Fancm|Fam111a|Rrm2b|Primpol,-3.6,GC8_not_FLT14
GO Biological Processes,19,GO:0006281,DNA repair,19_GO:0050896 response to stimulus,-5.6,2.2,5.3,17423,384,854,41,4.8,0.73,12144|12189|14088|14211|15361|15574|17217|17219|19355|19365|19691|20135|21665|21673|27015|50776|66209|66595|68240|68501|69263|70681|71946|72170|72612|74044|74729|77622|104806|107373|107986|140917|191578|211064|224008|227099|227525|237911|380709|382985|408022,Blm|Brca1|Fancc|Smc2|Hmga1|Hus1|Mcm4|Mcm6|Rad1|Rad52|Recql|Rrm2|Tdg|Dntt|Polk|Polg2|Inip|Aste1|Rpa3|Nsmce2|Rfc3|Abraxas1|Endod1|Chchd4|Hpf1|Ttf2|Setmar|Apex2|Fancm|Fam111a|Ddb2|Dclre1b|Helq|Alkbh1|Spidr|Pms1|Dclre1c|Brip1|Spata22|Rrm2b|Primpol,-3.5,GC8_not_FLT14
GO Biological Processes,19,GO:0044782,cilium organization,19_GO:0009987 cellular process,-5.5,2.2,5.2,17423,361,854,39,4.6,0.71,18003|19335|19726|52023|66994|67161|67694|68121|68259|71481|71492|72421|72747|73668|74682|74895|75216|76260|76779|76832|76967|80291|98376|101565|171567|213081|236266|237222|239273|244585|245902|246102|269336|320234|320299|320634|329795|382090|546143,Nedd9|Rab23|Rfx3|Pibf1|Cep19|Sclt1|Ift74|Cep70|Ift80|Alpk1|Bbs7|Ift70b|Ttc39c|Ttc21b|Wdr35|Ccdc181|Cep128|Ttc8|Ift38|Hyls1|2700049A03Rik|Rilpl2|Gorab|Ccp110|Nme7|Wdr19|Alms1|Ofd1|Abcc4|Rpgrip1l|Ccdc15|Rttn|Ccdc32|Ccdc66|Iqcb1|Ocrl|Tmem67|Cep162|Pierce2,-3.4,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-1852241,Organelle biogenesis and maintenance,,-5.4,2.6,5.4,17423,208,854,27,3.2,0.6,67161|67694|68055|68121|68259|70799|71492|72421|73668|74201|74682|76260|76478|76779|99100|101565|213081|225745|230376|231123|236266|237222|244585|320299|329795|381644|382090,Sclt1|Ift74|Dmac2l|Cep70|Ift80|Cep192|Bbs7|Ift70b|Ttc21b|Cep97|Wdr35|Ttc8|Haus8|Ift38|Cep152|Ccp110|Wdr19|Haus1|Haus6|Haus3|Alms1|Ofd1|Rpgrip1l|Iqcb1|Tmem67|Cep135|Cep162,-3.4,GC8_not_FLT14
GO Biological Processes,19,GO:0007099,centriole replication,19_GO:0009987 cellular process,-5.3,7.4,6.8,17423,22,854,8,0.94,0.33,12566|67463|70799|99100|101565|246102|381644|382010,Cdk2|Poc5|Cep192|Cep152|Ccp110|Rttn|Cep135|Cep44,-3.2,GC8_not_FLT14
GO Biological Processes,19,GO:0008033,tRNA processing,19_GO:0009987 cellular process,-5.2,3.2,5.6,17423,120,854,19,2.2,0.5,13434|54364|66161|66637|67049|67724|68260|68736|68857|69185|71916|74455|76357|106248|108943|208366|211064|229780|320816,Trdmt1|Rpp30|Pop4|Tsen15|Pus3|Pop1|Tyw2|Tyw5|Dtwd2|Dtwd1|Dus4l|Nsun6|Trmt5|Qtrt2|Trmt10a|Rpp40|Alkbh1|Trmt13|Ankrd16,-3.2,GC8_not_FLT14
GO Biological Processes,19,GO:0060271,cilium assembly,19_GO:0009987 cellular process,-5.1,2.2,5,17423,321,854,35,4.1,0.68,19335|19726|52023|66994|67161|67694|68121|68259|71481|71492|72421|72747|73668|74682|74895|75216|76260|76779|76832|76967|80291|98376|171567|213081|236266|237222|239273|244585|245902|320234|320299|320634|329795|382090|546143,Rab23|Rfx3|Pibf1|Cep19|Sclt1|Ift74|Cep70|Ift80|Alpk1|Bbs7|Ift70b|Ttc39c|Ttc21b|Wdr35|Ccdc181|Cep128|Ttc8|Ift38|Hyls1|2700049A03Rik|Rilpl2|Gorab|Nme7|Wdr19|Alms1|Ofd1|Abcc4|Rpgrip1l|Ccdc15|Ccdc66|Iqcb1|Ocrl|Tmem67|Cep162|Pierce2,-3.1,GC8_not_FLT14
GO Biological Processes,19,GO:0030031,cell projection assembly,19_GO:0009987 cellular process,-4.9,2,4.8,17423,423,854,42,4.9,0.74,16403|16475|19335|19726|52023|57257|66994|67161|67694|68121|68259|71481|71492|72421|72747|73341|73668|74682|74895|75216|76260|76779|76832|76967|80291|98376|105855|108686|171567|213081|236266|237222|239273|244585|245902|268396|320234|320299|320634|329795|382090|546143,Itga6|Ajuba|Rab23|Rfx3|Pibf1|Vav3|Cep19|Sclt1|Ift74|Cep70|Ift80|Alpk1|Bbs7|Ift70b|Ttc39c|Arhgef6|Ttc21b|Wdr35|Ccdc181|Cep128|Ttc8|Ift38|Hyls1|2700049A03Rik|Rilpl2|Gorab|Nckap1l|Ccdc88a|Nme7|Wdr19|Alms1|Ofd1|Abcc4|Rpgrip1l|Ccdc15|Sh3pxd2b|Ccdc66|Iqcb1|Ocrl|Tmem67|Cep162|Pierce2,-3,GC8_not_FLT14
GO Biological Processes,19,GO:0006399,tRNA metabolic process,19_GO:0009987 cellular process,-4.8,2.7,5.1,17423,175,854,23,2.7,0.55,13434|54364|66161|66637|67049|67724|68260|68736|68857|69185|69639|71916|74455|76357|106248|108943|208366|211064|212679|229780|237886|276950|320816,Trdmt1|Rpp30|Pop4|Tsen15|Pus3|Pop1|Tyw2|Tyw5|Dtwd2|Dtwd1|Exosc8|Dus4l|Nsun6|Trmt5|Qtrt2|Trmt10a|Rpp40|Alkbh1|Mars2|Trmt13|Slfn9|Slfn8|Ankrd16,-2.8,GC8_not_FLT14
GO Biological Processes,19,GO:0120031,plasma membrane bounded cell projection assembly,19_GO:0009987 cellular process,-4.8,2,4.7,17423,416,854,41,4.8,0.73,16403|16475|19335|19726|52023|57257|66994|67161|67694|68121|68259|71481|71492|72421|72747|73341|73668|74682|74895|75216|76260|76779|76832|76967|80291|98376|108686|171567|213081|236266|237222|239273|244585|245902|268396|320234|320299|320634|329795|382090|546143,Itga6|Ajuba|Rab23|Rfx3|Pibf1|Vav3|Cep19|Sclt1|Ift74|Cep70|Ift80|Alpk1|Bbs7|Ift70b|Ttc39c|Arhgef6|Ttc21b|Wdr35|Ccdc181|Cep128|Ttc8|Ift38|Hyls1|2700049A03Rik|Rilpl2|Gorab|Ccdc88a|Nme7|Wdr19|Alms1|Ofd1|Abcc4|Rpgrip1l|Ccdc15|Sh3pxd2b|Ccdc66|Iqcb1|Ocrl|Tmem67|Cep162|Pierce2,-2.8,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-1640170,Cell Cycle,,-4.7,1.8,4.6,17423,567,854,51,6,0.81,12144|12189|12448|12566|12617|13559|14211|14245|15574|16475|17217|17219|18393|18751|19076|19355|19650|21749|22367|22390|30939|56150|57441|66371|66442|67733|68121|68240|68999|69263|69482|69736|69922|70681|70799|72568|76044|76478|83815|99100|101185|101565|171567|216080|225745|230376|231123|236266|237222|237911|381644,Blm|Brca1|Ccne2|Cdk2|Cenpc1|E2f5|Smc2|Lpin1|Hus1|Ajuba|Mcm4|Mcm6|Orc2|Prkcb|Prim2|Rad1|Rbl1|Terf1|Vrk1|Wee1|Pttg1|Mad2l1|Gmnn|Chmp4c|Spc25|Itgb3bp|Cep70|Rpa3|Anapc10|Rfc3|Nup35|Nup37|Vrk2|Abraxas1|Cep192|Lin9|Ncapg2|Haus8|Cenpq|Cep152|Pot1a|Ccp110|Nme7|Ube2d1|Haus1|Haus6|Haus3|Alms1|Ofd1|Brip1|Cep135,-2.7,GC8_not_FLT14
WikiPathways,27,WP413,G1 to S cell cycle control,,-4.5,4.1,5.4,17423,60,854,12,1.4,0.4,12448|12566|12580|13559|17217|17219|18393|19076|19650|22390|56452|68240,Ccne2|Cdk2|Cdkn2c|E2f5|Mcm4|Mcm6|Orc2|Prim2|Rbl1|Wee1|Orc6|Rpa3,-2.7,GC8_not_FLT14
GO Biological Processes,19,GO:0098534,centriole assembly,19_GO:0009987 cellular process,-4.5,6,6,17423,27,854,8,0.94,0.33,12566|67463|70799|99100|101565|246102|381644|382010,Cdk2|Poc5|Cep192|Cep152|Ccp110|Rttn|Cep135|Cep44,-2.6,GC8_not_FLT14
GO Biological Processes,19,GO:0051298,centrosome duplication,19_GO:0009987 cellular process,-4.5,5.2,5.7,17423,35,854,9,1.1,0.35,12189|12566|67463|70799|99100|101565|246102|381644|382010,Brca1|Cdk2|Poc5|Cep192|Cep152|Ccp110|Rttn|Cep135|Cep44,-2.6,GC8_not_FLT14
GO Biological Processes,19,GO:0090594,inflammatory response to wounding,19_GO:0050896 response to stimulus,-4.4,5.8,5.8,17423,28,854,8,0.94,0.33,12772|14062|16175|19016|21898|78749|80859|142980,Ccr2|F2r|Il1a|Pparg|Tlr4|Filip1l|Nfkbiz|Tlr3,-2.5,GC8_not_FLT14
GO Biological Processes,19,GO:0002246,wound healing involved in inflammatory response,19_GO:0050896 response to stimulus,-4.3,8.2,6.3,17423,15,854,6,0.7,0.29,12772|14062|16175|19016|21898|78749,Ccr2|F2r|Il1a|Pparg|Tlr4|Filip1l,-2.5,GC8_not_FLT14
GO Biological Processes,19,GO:0007098,centrosome cycle,19_GO:0009987 cellular process,-4.3,3.4,5.1,17423,83,854,14,1.6,0.43,12189|12566|67463|70799|76478|99100|101565|225745|230376|231123|246102|338349|381644|382010,Brca1|Cdk2|Poc5|Cep192|Haus8|Cep152|Ccp110|Haus1|Haus6|Haus3|Rttn|Cntln|Cep135|Cep44,-2.5,GC8_not_FLT14
GO Biological Processes,19,GO:0009451,RNA modification,19_GO:0009987 cellular process,-4.2,2.7,4.7,17423,141,854,19,2.2,0.5,13434|66254|67049|68260|68736|68857|69185|71916|74455|76357|80287|106248|108943|210529|211064|229780|234344|320816|382137,Trdmt1|Dimt1|Pus3|Tyw2|Tyw5|Dtwd2|Dtwd1|Dus4l|Nsun6|Trmt5|Apobec3|Qtrt2|Trmt10a|Mettl14|Alkbh1|Trmt13|Naf1|Ankrd16|Fdxacb1,-2.4,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-211979,Eicosanoids,,-4.1,7.7,6,17423,16,854,6,0.7,0.29,13118|13119|13120|21391|277753|666168,Cyp4a12b|Cyp4a14|Cyp4b1|Tbxas1|Cyp4a12a|Cyp4a31,-2.3,GC8_not_FLT14
GO Biological Processes,19,GO:0006400,tRNA modification,19_GO:0009987 cellular process,-4.1,3.3,4.8,17423,87,854,14,1.6,0.43,13434|67049|68260|68736|68857|69185|71916|74455|76357|106248|108943|211064|229780|320816,Trdmt1|Pus3|Tyw2|Tyw5|Dtwd2|Dtwd1|Dus4l|Nsun6|Trmt5|Qtrt2|Trmt10a|Alkbh1|Trmt13|Ankrd16,-2.3,GC8_not_FLT14
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-4.1,2,4.3,17423,387,854,37,4.3,0.7,12043|12508|12524|14127|14131|14284|14728|16822|17087|17260|18733|18751|19264|21898|22177|23880|26399|52855|54123|56644|57257|71481|73338|74039|80859|105855|108089|142980|170743|192656|210808|211550|217305|237754|238871|246256|279572,Bcl2|Cd53|Cd86|Fcer1g|Fcgr3|Fosl2|Lilrb4a|Lcp2|Ly96|Mef2c|Pirb|Prkcb|Ptprc|Tlr4|Tyrobp|Fyb1|Map2k6|Lair1|Irf7|Clec7a|Vav3|Alpk1|Itpripl1|Nfam1|Nfkbiz|Nckap1l|Rnf144a|Tlr3|Tlr7|Ripk2|Lacc1|Tifa|Cd300ld|Btnl9|Pde4d|Fcgr4|Tlr13,-2.3,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-69278,"Cell Cycle, Mitotic",,-4,1.8,4.2,17423,480,854,43,5,0.75,12448|12566|12617|13559|14211|14245|16475|17217|17219|18393|18751|19076|19650|22367|22390|30939|56150|57441|66371|66442|67733|68121|68240|68999|69263|69482|69736|69922|70799|72568|76044|76478|83815|99100|101565|171567|216080|225745|230376|231123|236266|237222|381644,Ccne2|Cdk2|Cenpc1|E2f5|Smc2|Lpin1|Ajuba|Mcm4|Mcm6|Orc2|Prkcb|Prim2|Rbl1|Vrk1|Wee1|Pttg1|Mad2l1|Gmnn|Chmp4c|Spc25|Itgb3bp|Cep70|Rpa3|Anapc10|Rfc3|Nup35|Nup37|Vrk2|Cep192|Lin9|Ncapg2|Haus8|Cenpq|Cep152|Ccp110|Nme7|Ube2d1|Haus1|Haus6|Haus3|Alms1|Ofd1|Cep135,-2.2,GC8_not_FLT14
GO Biological Processes,19,GO:0032743,positive regulation of interleukin-2 production,19_GO:0048518 positive regulation of biological process,-4,4.6,5.2,17423,40,854,9,1.1,0.35,12772|14127|16175|16952|19264|56644|170823|192656|238871,Ccr2|Fcer1g|Il1a|Anxa1|Ptprc|Clec7a|Glmn|Ripk2|Pde4d,-2.2,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-211958,Miscellaneous substrates,,-4,6,5.5,17423,24,854,7,0.82,0.31,13112|13118|13119|13120|277753|666168|100041449,Cyp3a11|Cyp4a12b|Cyp4a14|Cyp4b1|Cyp4a12a|Cyp4a31|Cyp3a59,-2.2,GC8_not_FLT14
GO Biological Processes,19,GO:0032760,positive regulation of tumor necrosis factor production,19_GO:0048518 positive regulation of biological process,-3.9,2.9,4.6,17423,113,854,16,1.9,0.46,12523|12772|12774|13057|14127|14131|15507|16175|16800|17087|19264|21898|22177|56644|142980|192656,Cd84|Ccr2|Ccr5|Cyba|Fcer1g|Fcgr3|Hspb1|Il1a|Arhgef2|Ly96|Ptprc|Tlr4|Tyrobp|Clec7a|Tlr3|Ripk2,-2.1,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-5685938,HDR through Single Strand Annealing (SSA),,-3.8,4.9,5.2,17423,33,854,8,0.94,0.33,12144|12189|15574|19355|19365|68240|69263|237911,Blm|Brca1|Hus1|Rad1|Rad52|Rpa3|Rfc3|Brip1,-2.1,GC8_not_FLT14
GO Biological Processes,19,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,19_GO:0048518 positive regulation of biological process,-3.8,2.8,4.5,17423,115,854,16,1.9,0.46,12523|12772|12774|13057|14127|14131|15507|16175|16800|17087|19264|21898|22177|56644|142980|192656,Cd84|Ccr2|Ccr5|Cyba|Fcer1g|Fcgr3|Hspb1|Il1a|Arhgef2|Ly96|Ptprc|Tlr4|Tyrobp|Clec7a|Tlr3|Ripk2,-2,GC8_not_FLT14
GO Biological Processes,19,GO:0048252,lauric acid metabolic process,19_GO:0009987 cellular process,-3.7,12,6.4,17423,7,854,4,0.47,0.23,13118|13119|277753|666168,Cyp4a12b|Cyp4a14|Cyp4a12a|Cyp4a31,-2,GC8_not_FLT14
GO Biological Processes,19,GO:0050861,positive regulation of B cell receptor signaling pathway,19_GO:0002376 immune system process,-3.7,12,6.4,17423,7,854,4,0.47,0.23,18755|68119|74039|227059,Prkch|Cmtm3|Nfam1|Slc39a10,-2,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-380287,Centrosome maturation,,-3.7,3.4,4.6,17423,72,854,12,1.4,0.4,68121|70799|76478|99100|101565|171567|225745|230376|231123|236266|237222|381644,Cep70|Cep192|Haus8|Cep152|Ccp110|Nme7|Haus1|Haus6|Haus3|Alms1|Ofd1|Cep135,-2,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-380270,Recruitment of mitotic centrosome proteins and complexes,,-3.7,3.4,4.6,17423,72,854,12,1.4,0.4,68121|70799|76478|99100|101565|171567|225745|230376|231123|236266|237222|381644,Cep70|Cep192|Haus8|Cep152|Ccp110|Nme7|Haus1|Haus6|Haus3|Alms1|Ofd1|Cep135,-2,GC8_not_FLT14
GO Biological Processes,19,GO:0031023,microtubule organizing center organization,19_GO:0009987 cellular process,-3.7,3,4.5,17423,94,854,14,1.6,0.43,12189|12566|67463|70799|76478|99100|101565|225745|230376|231123|246102|338349|381644|382010,Brca1|Cdk2|Poc5|Cep192|Haus8|Cep152|Ccp110|Haus1|Haus6|Haus3|Rttn|Cntln|Cep135|Cep44,-2,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-176187,Activation of ATR in response to replication stress,,-3.7,4.8,5,17423,34,854,8,0.94,0.33,12566|15574|17217|17219|18393|19355|68240|69263,Cdk2|Hus1|Mcm4|Mcm6|Orc2|Rad1|Rpa3|Rfc3,-2,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-380259,Loss of Nlp from mitotic centrosomes,,-3.7,3.6,4.7,17423,62,854,11,1.3,0.39,68121|70799|76478|99100|101565|225745|230376|231123|236266|237222|381644,Cep70|Cep192|Haus8|Cep152|Ccp110|Haus1|Haus6|Haus3|Alms1|Ofd1|Cep135,-2,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-380284,Loss of proteins required for interphase microtubule organization from the centrosome,,-3.7,3.6,4.7,17423,62,854,11,1.3,0.39,68121|70799|76478|99100|101565|225745|230376|231123|236266|237222|381644,Cep70|Cep192|Haus8|Cep152|Ccp110|Haus1|Haus6|Haus3|Alms1|Ofd1|Cep135,-2,GC8_not_FLT14
GO Biological Processes,19,GO:0006270,DNA replication initiation,19_GO:0009987 cellular process,-3.7,5.5,5.2,17423,26,854,7,0.82,0.31,12448|17217|17219|18393|19076|56452|60364,Ccne2|Mcm4|Mcm6|Orc2|Prim2|Orc6|Donson,-2,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-8854518,AURKA Activation by TPX2,,-3.6,3.5,4.6,17423,64,854,11,1.3,0.39,68121|70799|76478|99100|101565|225745|230376|231123|236266|237222|381644,Cep70|Cep192|Haus8|Cep152|Ccp110|Haus1|Haus6|Haus3|Alms1|Ofd1|Cep135,-1.9,GC8_not_FLT14
GO Biological Processes,19,GO:0002253,activation of immune response,19_GO:0002376 immune system process,-3.6,1.8,3.9,17423,424,854,38,4.4,0.71,12043|12508|12524|14127|14284|16822|17087|17260|18751|19264|21898|22177|23880|26399|54123|56644|57257|71481|73338|74039|80859|105855|108089|110382|142980|170743|192656|209387|210808|211550|217305|226691|229898|237754|238871|279572|623121|100040462,Bcl2|Cd53|Cd86|Fcer1g|Fosl2|Lcp2|Ly96|Mef2c|Prkcb|Ptprc|Tlr4|Tyrobp|Fyb1|Map2k6|Irf7|Clec7a|Vav3|Alpk1|Itpripl1|Nfam1|Nfkbiz|Nckap1l|Rnf144a|C8b|Tlr3|Tlr7|Ripk2|Trim30d|Lacc1|Tifa|Cd300ld|Ifi207|Gbp5|Btnl9|Pde4d|Tlr13|Ifi213|Mndal,-1.9,GC8_not_FLT14
WikiPathways,27,WP3625,Tyrobp causal network in microglia,,-3.6,3.8,4.6,17423,54,854,10,1.2,0.37,12523|17970|22177|56193|66102|80719|105855|217203|224109|239273,Cd84|Ncf2|Tyrobp|Plek|Cxcl16|Igsf6|Nckap1l|Tmem106a|Nrros|Abcc4,-1.9,GC8_not_FLT14
GO Biological Processes,19,GO:0045930,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.5,2.2,4.1,17423,211,854,23,2.7,0.55,12043|12144|12189|12228|12795|13649|14056|14451|15574|19650|22390|56150|57441|60364|66131|66209|66371|66442|68145|70681|70799|74729|107047,Bcl2|Blm|Brca1|Btg3|Plk3|Egfr|Ezh2|Gas1|Hus1|Rbl1|Wee1|Mad2l1|Gmnn|Donson|Tipin|Inip|Chmp4c|Spc25|Etaa1|Abraxas1|Cep192|Setmar|Psmg2,-1.8,GC8_not_FLT14
GO Biological Processes,19,GO:0045627,positive regulation of T-helper 1 cell differentiation,19_GO:0002376 immune system process,-3.5,10,5.9,17423,8,854,4,0.47,0.23,12772|16952|56468|192656,Ccr2|Anxa1|Socs5|Ripk2,-1.8,GC8_not_FLT14
GO Biological Processes,19,GO:0001820,serotonin secretion,19_GO:0051179 localization,-3.5,10,5.9,17423,8,854,4,0.47,0.23,14127|14131|214084|217303,Fcer1g|Fcgr3|Slc18a2|Cd300a,-1.8,GC8_not_FLT14
Reactome Gene Sets,6,R-MMU-2565942,Regulation of PLK1 Activity at G2/M Transition,,-3.5,3.2,4.4,17423,77,854,12,1.4,0.4,16475|68121|70799|76478|99100|101565|225745|230376|231123|236266|237222|381644,Ajuba|Cep70|Cep192|Haus8|Cep152|Ccp110|Haus1|Haus6|Haus3|Alms1|Ofd1|Cep135,-1.8,GC8_not_FLT14
GO Biological Processes,19,GO:0031297,replication fork processing,19_GO:0009987 cellular process,-3.5,3.6,4.5,17423,56,854,10,1.2,0.37,12144|12189|19691|60364|66131|68145|74729|104806|107373|408022,Blm|Brca1|Recql|Donson|Tipin|Etaa1|Setmar|Fancm|Fam111a|Primpol,-1.8,GC8_not_FLT14
