source	profile_id	accession	tissue	condition	_row_index	pc1	pc2
synthetic	OSD-457/GSM4614053	OSD-457	bone	ground_control	922	0.269923002	0.015866667
synthetic	OSD-457/GSM4614066	OSD-457	kidney	ground_control	935	-0.295587182	-0.194773585
synthetic	OSD-457/GSM4614073	OSD-457	kidney	flight	942	-0.224224091	-0.234354526
synthetic	OSD-457/GSM4614079	OSD-457	brain	ground_control	948	0.363546193	0.0513442382
synthetic	OSD-457/GSM4614088	OSD-457	brain	ground_control	957	0.29117775	-0.00301758875
synthetic	OSD-457/GSM4614095	OSD-457	brain	flight	964	0.31931743	0.0207948666
synthetic	OSD-457/GSM4614100	OSD-457	brain	flight	969	0.421035677	0.0335836448
synthetic	OSD-463/RR23_LVR_FLT_F7	OSD-463	liver	flight	976	-0.617921889	-0.431917429
synthetic	OSD-463/RR23_LVR_FLT_F8	OSD-463	liver	flight	977	-0.609100938	-0.42888549
synthetic	OSD-463/RR23_LVR_GC_G2	OSD-463	liver	ground_control	980	-0.644866884	-0.471023619
synthetic	OSD-463/RR23_LVR_GC_G3	OSD-463	liver	ground_control	981	-0.54247427	-0.273148
synthetic	OSD-464/RR23_LNG_FLT_F7	OSD-464	lung	flight	994	-0.315858662	0.0673700422
synthetic	OSD-464/RR23_LNG_FLT_F8	OSD-464	lung	flight	995	-0.250635743	-0.00524972845
synthetic	OSD-464/RR23_LNG_GC_G4	OSD-464	lung	ground_control	1000	0.216103122	-0.0777890235
synthetic	OSD-47/Mmus_C57-6T_LVR_FLT_Rep2_F2	OSD-47	liver	flight	1006	-0.562101722	-0.60571146
synthetic	OSD-47/Mmus_C57-6T_LVR_GC_Rep3_G5	OSD-47	liver	ground_control	1010	-0.619592905	-0.515755892
synthetic	OSD-48/Mmus_C57-6J_LVR_FLT_C_Rep5_M30	OSD-48	liver	flight	1015	-0.600179136	-0.304842204
synthetic	OSD-48/Mmus_C57-6J_LVR_GC_C_Rep2_M37	OSD-48	liver	ground_control	1019	-0.61958313	-0.452556193
synthetic	OSD-506/RR23_SPL_FLT_F2	OSD-506	spleen	flight	1026	-0.0938934088	-0.0217082556
synthetic	OSD-506/RR23_SPL_FLT_F9	OSD-506	spleen	flight	1033	-0.0565355793	-0.0057942844
synthetic	OSD-506/RR23_SPL_GC_G2	OSD-506	spleen	ground_control	1035	-0.26654312	0.0153274257
synthetic	OSD-506/RR23_SPL_GC_G3	OSD-506	spleen	ground_control	1036	-0.0711378753	0.00512295496
synthetic	OSD-511/RRRM1_MG_FLT_LAR_OLD_FL11	OSD-511	mammary_gland	flight	1043	0.032865718	-0.349397868
synthetic	OSD-511/RRRM1_MG_FLT_LAR_OLD_FL3	OSD-511	mammary_gland	flight	1045	0.0463217795	-0.312733591
synthetic	OSD-511/RRRM1_MG_GC_LAR_OLD_GL11	OSD-511	mammary_gland	ground_control	1053	0.00166628952	-0.280385911
synthetic	OSD-511/RRRM1_MG_GC_LAR_OLD_GL7	OSD-511	mammary_gland	ground_control	1058	-0.0668588057	-0.0690691546
synthetic	OSD-511/RRRM1_MG_GC_LAR_YNG_GL2	OSD-511	mammary_gland	ground_control	1065	0.104281366	-0.0864610597
synthetic	OSD-512/RR23_ADR_FLT_F7	OSD-512	adrenal_gland	flight	1074	0.0413046889	-0.182718977
synthetic	OSD-512/RR23_ADR_FLT_F9	OSD-512	adrenal_gland	flight	1076	-0.0546022877	-0.0724449381
synthetic	OSD-512/RR23_ADR_GC_G5	OSD-512	adrenal_gland	ground_control	1081	0.0665490329	-0.135075718
synthetic	OSD-512/RR23_ADR_GC_G8	OSD-512	adrenal_gland	ground_control	1084	0.065967977	-0.157886475
synthetic	OSD-513/RR23_KDN_FLT_F3	OSD-513	kidney	flight	1088	-0.434416562	0.0222306401
synthetic	OSD-513/RR23_KDN_FLT_F9	OSD-513	kidney	flight	1094	-0.40002802	-0.102663152
synthetic	OSD-513/RR23_KDN_GC_G3	OSD-513	kidney	ground_control	1097	-0.479039639	0.0296383314
synthetic	OSD-513/RR23_KDN_GC_G4	OSD-513	kidney	ground_control	1098	-0.377247185	-0.0758909062
synthetic	OSD-515/RR23_TMS_FLT_F5	OSD-515	thymus	flight	1108	0.390774965	-0.157844737
synthetic	OSD-515/RR23_TMS_FLT_F9	OSD-515	thymus	flight	1112	0.0626755208	-0.0170491859
synthetic	OSD-515/RR23_TMS_GC_G1	OSD-515	thymus	ground_control	1113	0.796721578	-0.257230908
synthetic	OSD-515/RR23_TMS_GC_G2	OSD-515	thymus	ground_control	1114	0.751810908	-0.143020108
synthetic	OSD-525/RR23_Cb_FLT_F4	OSD-525	cerebellum	flight	1125	-0.14739275	0.0191941019
synthetic	OSD-525/RR23_Cb_FLT_F8	OSD-525	cerebellum	flight	1129	-0.344704598	0.0695744082
synthetic	OSD-525/RR23_Cb_GC_G7	OSD-525	cerebellum	ground_control	1137	-0.288516819	0.0283188429
synthetic	OSD-525/RR23_Cb_GC_G9	OSD-525	cerebellum	ground_control	1139	-0.156968325	0.0792494863
synthetic	OSD-561/RRRM2_Cb_FLT_ISS-T_YNG_FY3	OSD-561	cerebellum	flight	1145	-0.342534661	0.041020643
synthetic	OSD-561/RRRM2_Cb_FLT_ISS-T_YNG_FY6	OSD-561	cerebellum	flight	1147	-0.307650775	0.0945244282
synthetic	OSD-561/RRRM2_Cb_GC_ISS-T_OLD_GO14	OSD-561	cerebellum	ground_control	1154	-0.379307628	0.0286548138
synthetic	OSD-561/RRRM2_Cb_GC_ISS-T_OLD_GO20	OSD-561	cerebellum	ground_control	1156	-0.337346911	0.115974411
synthetic	OSD-562/RRRM2_HPC_FLT_ISS-T_YNG_FY3	OSD-562	hippocampus	flight	1172	-0.336737961	0.0686439201
synthetic	OSD-562/RRRM2_HPC_FLT_LAR_YNG_FY6	OSD-562	hippocampus	flight	1179	-0.327571779	0.0850245804
synthetic	OSD-562/RRRM2_HPC_FLT_LAR_YNG_FY7	OSD-562	hippocampus	flight	1180	-0.234434456	0.0581157692
synthetic	OSD-562/RRRM2_HPC_GC_ISS-T_YNG_GY5	OSD-562	hippocampus	ground_control	1185	-0.0767601803	0.0891789794
synthetic	OSD-562/RRRM2_HPC_GC_LAR_YNG_GY5	OSD-562	hippocampus	ground_control	1192	-0.331445903	0.0296248626
synthetic	OSD-563/RR10_Cb_FLT_WT_F7	OSD-563	cerebellum	flight	1196	-0.0306641012	-0.0246604234
synthetic	OSD-563/RR10_Cb_GC_WT_G7	OSD-563	cerebellum	ground_control	1201	-0.14105776	0.0179030187
synthetic	OSD-564/RR10_HPC_FLT_WT_F9	OSD-564	hippocampus	flight	1207	0.229731068	0.0632137582
synthetic	OSD-564/RR10_HPC_GC_WT_G9	OSD-564	hippocampus	ground_control	1212	-0.247305736	0.0900424123
synthetic	OSD-576/RR23_R-TA_FLT_F7	OSD-576	skeletal_muscle	flight	1219	-0.331300765	0.654596984
synthetic	OSD-576/RR23_R-TA_FLT_F8	OSD-576	skeletal_muscle	flight	1220	-0.323380142	0.681356907
synthetic	OSD-576/RR23_R-TA_GC_G1	OSD-576	skeletal_muscle	ground_control	1222	-0.25926587	0.778665304
synthetic	OSD-576/RR23_R-TA_GC_G2	OSD-576	skeletal_muscle	ground_control	1223	-0.301227719	0.823697686
synthetic	OSD-580/RRRM2_HRT_FLT_ISS-T_OLD_FO15	OSD-580	heart	flight	1233	-0.434346706	0.152630314
synthetic	OSD-580/RRRM2_HRT_FLT_ISS-T_YNG_FY7	OSD-580	heart	flight	1239	-0.462551564	0.112955183
synthetic	OSD-580/RRRM2_HRT_FLT_LAR_OLD_FO1	OSD-580	heart	flight	1241	-0.401400656	0.209516078
synthetic	OSD-580/RRRM2_HRT_GC_ISS-T_YNG_GY1	OSD-580	heart	ground_control	1256	-0.440467805	0.125540331
synthetic	OSD-580/RRRM2_HRT_GC_LAR_YNG_GY1	OSD-580	heart	ground_control	1266	-0.422733724	0.16370295
synthetic	OSD-580/RRRM2_HRT_GC_LAR_YNG_GY3	OSD-580	heart	ground_control	1267	-0.387799621	0.172726214
synthetic	OSD-599/GSM6996079	OSD-599	heart	ground_control	1273	-0.311961442	0.157990947
synthetic	OSD-599/GSM6996080	OSD-599	heart	flight	1274	-0.363438219	0.140846521
synthetic	OSD-612/RR10_BRN_FLT_WT_F1	OSD-612	brain	flight	1277	-0.290117025	0.122163005
synthetic	OSD-612/RR10_BRN_GC_WT_G7	OSD-612	brain	ground_control	1284	-0.147598624	0.0932668746
synthetic	OSD-613/RRRM2_BRN_FLT_ISS-T_OLD_FO20	OSD-613	brain	flight	1290	-0.17917572	0.0851891935
synthetic	OSD-613/RRRM2_BRN_FLT_ISS-T_YNG_FY2	OSD-613	brain	flight	1291	0.0173250902	0.0223678201
synthetic	OSD-613/RRRM2_BRN_GC_ISS-T_OLD_GO18	OSD-613	brain	ground_control	1297	-0.0675654858	0.0342105068
synthetic	OSD-613/RRRM2_BRN_GC_ISS-T_YNG_GY4	OSD-613	brain	ground_control	1301	-0.252146453	0.0831402615
synthetic	OSD-665/RR23_R-EDL_FLT_F3	OSD-665	skeletal_muscle	flight	1306	-0.327416837	0.529935479
synthetic	OSD-665/RR23_R-EDL_FLT_F7	OSD-665	skeletal_muscle	flight	1310	-0.317323595	0.501516879
synthetic	OSD-665/RR23_R-EDL_GC_G6	OSD-665	skeletal_muscle	ground_control	1318	-0.275235683	0.605878353
synthetic	OSD-665/RR23_R-EDL_GC_G7	OSD-665	skeletal_muscle	ground_control	1319	-0.379239231	0.551410556
synthetic	OSD-666/RR23_R-Quad_FLT_F1	OSD-666	skeletal_muscle	flight	1322	-0.170377463	1.16047215
synthetic	OSD-666/RR23_R-Quad_FLT_F8	OSD-666	skeletal_muscle	flight	1329	-0.185175583	0.910955548
synthetic	OSD-666/RR23_R-Quad_GC_G4	OSD-666	skeletal_muscle	ground_control	1334	-0.238305166	0.992772281
synthetic	OSD-666/RR23_R-Quad_GC_G5	OSD-666	skeletal_muscle	ground_control	1335	-0.193250686	1.06208205
synthetic	OSD-667/RR10_CLN_FLT_KO_F19	OSD-667	colon	flight	1342	0.0924792439	-0.060737323
synthetic	OSD-667/RR10_CLN_FLT_WT_F7	OSD-667	colon	flight	1348	0.123645633	-0.110713013
synthetic	OSD-667/RR10_CLN_GC_WT_G12	OSD-667	colon	ground_control	1354	0.0466933697	-0.0661638901
synthetic	OSD-667/RR10_CLN_GC_WT_G3	OSD-667	colon	ground_control	1357	-0.1136254	-0.0579661801
synthetic	OSD-686/GSM7708683	OSD-686	liver	ground_control	1360	-0.529553473	-0.772812307
synthetic	OSD-686/GSM7708690	OSD-686	liver	flight	1367	-0.592368901	-0.779369414
synthetic	OSD-690/GSM7706825	OSD-690	bone_marrow	ground_control	1371	-0.0542077124	-0.0538299307
synthetic	OSD-690/GSM7706827	OSD-690	bone_marrow	ground_control	1373	0.238693401	-0.0832994133
synthetic	OSD-690/GSM7706836	OSD-690	bone_marrow	flight	1382	-0.258568227	0.0199141316
synthetic	OSD-690/GSM7706839	OSD-690	bone_marrow	flight	1385	-0.0837675184	-0.0446474925
synthetic	OSD-714/DRS284031	OSD-714	skeletal_muscle	ground_control	1393	-0.0522182509	0.421704412
synthetic	OSD-714/DRS284036	OSD-714	skeletal_muscle	flight	1398	0.142141148	0.389370143
synthetic	OSD-714/DRS284038	OSD-714	skeletal_muscle	flight	1400	0.0358092599	0.335063636
synthetic	OSD-714/DRS284041	OSD-714	skeletal_muscle	ground_control	1403	-0.0687190816	0.344515651
synthetic	OSD-758/MHU-8_RTN_FLT_FLT06	OSD-758	retina	flight	1417	0.503144503	0.00850705244
synthetic	OSD-758/MHU-8_RTN_FLT_FLT14	OSD-758	retina	flight	1425	0.808220863	0.00112684222
synthetic	OSD-758/MHU-8_RTN_FLT_FLT16	OSD-758	retina	flight	1427	0.216495618	-0.00961899012
synthetic	OSD-758/MHU-8_RTN_FLT_FLT23	OSD-758	retina	flight	1434	0.502788484	0.0626815483
synthetic	OSD-758/MHU-8_RTN_HGC_HGC01	OSD-758	retina	ground_control	1436	0.520726979	0.0130840214
synthetic	OSD-758/MHU-8_RTN_HGC_HGC05	OSD-758	retina	ground_control	1440	0.742553592	0.0284552369
synthetic	OSD-759/MHU-8_ON_FLT_FLT04	OSD-759	optic_nerve	flight	1450	0.0286558475	0.73316586
synthetic	OSD-759/MHU-8_ON_FLT_FLT06	OSD-759	optic_nerve	flight	1452	0.055118151	0.589992344
synthetic	OSD-759/MHU-8_ON_FLT_FLT07	OSD-759	optic_nerve	flight	1453	0.311413318	0.578566313
synthetic	OSD-759/MHU-8_ON_FLT_FLT08	OSD-759	optic_nerve	flight	1454	0.150611266	0.701716304
synthetic	OSD-759/MHU-8_ON_HGC_HGC01	OSD-759	optic_nerve	ground_control	1471	0.0315985158	0.681879282
synthetic	OSD-759/MHU-8_ON_HGC_HGC02	OSD-759	optic_nerve	ground_control	1472	0.424467593	0.41321972
synthetic	OSD-770/RR23_R-SLS_FLT_F3	OSD-770	skeletal_muscle	flight	1485	-0.367346168	0.274993032
synthetic	OSD-770/RR23_R-SLS_FLT_F9	OSD-770	skeletal_muscle	flight	1491	-0.387294769	0.281240076
synthetic	OSD-770/RR23_R-SLS_GC_G2	OSD-770	skeletal_muscle	ground_control	1493	-0.357406884	0.274929821
synthetic	OSD-770/RR23_R-SLS_GC_G4	OSD-770	skeletal_muscle	ground_control	1495	-0.338781506	0.248299122
synthetic	OSD-771/RRRM2_R-KDN_FLT_ISS-T_OLD_FO13	OSD-771	kidney	flight	1502	-0.37986508	-0.0778265446
synthetic	OSD-771/RRRM2_R-KDN_FLT_ISS-T_YNG_FY1	OSD-771	kidney	flight	1506	-0.361083567	-0.100502871
synthetic	OSD-771/RRRM2_R-KDN_FLT_LAR_OLD_FO19	OSD-771	kidney	flight	1513	-0.336558014	-0.139719829
synthetic	OSD-771/RRRM2_R-KDN_GC_ISS-T_OLD_GO16	OSD-771	kidney	ground_control	1525	-0.324982941	-0.105012581
synthetic	OSD-771/RRRM2_R-KDN_GC_LAR_OLD_GO19	OSD-771	kidney	ground_control	1535	-0.432885826	-0.0405564867
synthetic	OSD-771/RRRM2_R-KDN_GC_LAR_YNG_GY5	OSD-771	kidney	ground_control	1538	-0.421622187	-0.0843888745
synthetic	OSD-899/RR10_CEC_FLT_KO_F11	OSD-899	cecum	flight	1541	-0.17339693	-0.0398863964
synthetic	OSD-899/RR10_CEC_FLT_WT_F16	OSD-899	cecum	flight	1547	-0.23183614	-0.0221787915
synthetic	OSD-899/RR10_CEC_GC_KO_G4	OSD-899	cecum	ground_control	1554	-0.283317417	0.0345532708
synthetic	OSD-899/RR10_CEC_GC_WT_G12	OSD-899	cecum	ground_control	1556	-0.359683096	-2.03053169e-05
synthetic	OSD-900/RR10_LNG_FLT_KO_F10	OSD-900	lung	flight	1561	-0.0680966228	0.0191325918
synthetic	OSD-900/RR10_LNG_FLT_KO_F8	OSD-900	lung	flight	1565	0.138200283	-0.140130952
synthetic	OSD-900/RR10_LNG_GC_KO_G2	OSD-900	lung	ground_control	1572	0.0445177071	-0.0513331667
synthetic	OSD-900/RR10_LNG_GC_WT_G5	OSD-900	lung	ground_control	1578	0.417046756	-0.187810272
synthetic	OSD-901/GSM8596801	OSD-901	cultured_cells	ground_control	1581	1.37370777	-0.429269016
synthetic	OSD-901/GSM8596804	OSD-901	cultured_cells	flight	1584	1.01108122	-0.335681289
synthetic	OSD-98/Mmus_C57-6J_ADR_FLT_Rep6_M28	OSD-98	adrenal_gland	flight	1592	0.320843041	-0.137306258
synthetic	OSD-98/Mmus_C57-6J_ADR_GC_Rep4_M36	OSD-98	adrenal_gland	ground_control	1596	0.422686249	-0.223542601
synthetic	OSD-99/Mmus_C57-6J_EDL_FLT_Rep6_M30	OSD-99	skeletal_muscle	flight	1603	-0.085588254	0.98903662
synthetic	OSD-99/Mmus_C57-6J_EDL_GC_Rep1_M31	OSD-99	skeletal_muscle	ground_control	1604	-0.0948630795	1.18983877
