tissue	gene_set	term	description	pathway_genes_in_background	selected_genes	overlap	overlap_genes	overlap_symbols	p_value	fdr
quadriceps	exploratory_union	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-453279	31	53	5	ENSMUSG00000012483,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000070348	Rpa3,Cdkn1a,Cdk2,Ccna2,Ccnd1	0.0226886450716568	0.0915126903446066
quadriceps	exploratory_union	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	https://reactome.org/PathwayBrowser/#/R-MMU-2559586	12	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.0236161781534468	0.0915126903446066
quadriceps	exploratory_union	R-MMU-5607764_CLEC7A_DECTIN_1_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-5607764	12	53	3	ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000032688	Nfkbia,Prkcd,Malt1	0.0236161781534468	0.0915126903446066
quadriceps	exploratory_union	R-MMU-1538133_G0_AND_EARLY_G1	https://reactome.org/PathwayBrowser/#/R-MMU-1538133	5	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.0261454438621998	0.095353971732729
quadriceps	exploratory_union	R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	https://reactome.org/PathwayBrowser/#/R-MMU-3214842	5	53	2	ENSMUSG00000019947,ENSMUSG00000053470	Arid5b,Kdm3a	0.0261454438621998	0.095353971732729
quadriceps	exploratory_union	R-MMU-69242_S_PHASE	https://reactome.org/PathwayBrowser/#/R-MMU-69242	33	53	5	ENSMUSG00000012483,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000070348	Rpa3,Cdkn1a,Cdk2,Ccna2,Ccnd1	0.0291668421971769	0.1033339552128554
quadriceps	exploratory_union	R-MMU-180786_EXTENSION_OF_TELOMERES	https://reactome.org/PathwayBrowser/#/R-MMU-180786	14	53	3	ENSMUSG00000012483,ENSMUSG00000025358,ENSMUSG00000027715	Rpa3,Cdk2,Ccna2	0.0361696113919864	0.1117832138253227
quadriceps	exploratory_union	R-MMU-6791312_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	https://reactome.org/PathwayBrowser/#/R-MMU-6791312	14	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.0361696113919864	0.1117832138253227
quadriceps	exploratory_union	R-MMU-69615_G1_S_DNA_DAMAGE_CHECKPOINTS	https://reactome.org/PathwayBrowser/#/R-MMU-69615	14	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.0361696113919864	0.1117832138253227
quadriceps	exploratory_union	R-MMU-69481_G2_M_CHECKPOINTS	https://reactome.org/PathwayBrowser/#/R-MMU-69481	24	53	4	ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000025358,ENSMUSG00000027715	Rpa3,Brca1,Cdk2,Ccna2	0.0368929801843984	0.1117832138253227
quadriceps	exploratory_union	R-MMU-171319_TELOMERE_EXTENSION_BY_TELOMERASE	https://reactome.org/PathwayBrowser/#/R-MMU-171319	6	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.0378620562956738	0.1117832138253227
quadriceps	exploratory_union	R-MMU-3371497_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	https://reactome.org/PathwayBrowser/#/R-MMU-3371497	6	53	2	ENSMUSG00000005483,ENSMUSG00000090877	Dnajb1,Hspa1b	0.0378620562956738	0.1117832138253227
quadriceps	exploratory_union	R-MMU-69017_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	https://reactome.org/PathwayBrowser/#/R-MMU-69017	6	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.0378620562956738	0.1117832138253227
quadriceps	exploratory_union	R-MMU-1169091_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	https://reactome.org/PathwayBrowser/#/R-MMU-1169091	7	53	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.0511812301818254	0.1303963139950251
quadriceps	exploratory_union	R-MMU-1250196_SHC1_EVENTS_IN_ERBB2_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-1250196	7	53	2	ENSMUSG00000018166,ENSMUSG00000021948	Erbb3,Prkcd	0.0511812301818254	0.1303963139950251
quadriceps	exploratory_union	R-MMU-2871837_FCERI_MEDIATED_NF_KB_ACTIVATION	https://reactome.org/PathwayBrowser/#/R-MMU-2871837	7	53	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.0511812301818254	0.1303963139950251
quadriceps	exploratory_union	R-MMU-68949_ORC1_REMOVAL_FROM_CHROMATIN	https://reactome.org/PathwayBrowser/#/R-MMU-68949	7	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.0511812301818254	0.1303963139950251
quadriceps	exploratory_union	R-MMU-9909615_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION	https://reactome.org/PathwayBrowser/#/R-MMU-9909615	7	53	2	ENSMUSG00000028944,ENSMUSG00000070348	Prkag2,Ccnd1	0.0511812301818254	0.1303963139950251
quadriceps	exploratory_union	R-MMU-157579_TELOMERE_MAINTENANCE	https://reactome.org/PathwayBrowser/#/R-MMU-157579	16	53	3	ENSMUSG00000012483,ENSMUSG00000025358,ENSMUSG00000027715	Rpa3,Cdk2,Ccna2	0.0515275756915825	0.1303963139950251
quadriceps	exploratory_union	R-MMU-3371453_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	https://reactome.org/PathwayBrowser/#/R-MMU-3371453	16	53	3	ENSMUSG00000005483,ENSMUSG00000012483,ENSMUSG00000090877	Dnajb1,Rpa3,Hspa1b	0.0515275756915825	0.1303963139950251
quadriceps	exploratory_union	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	https://reactome.org/PathwayBrowser/#/R-MMU-5621481	17	53	3	ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000032688	Nfkbia,Prkcd,Malt1	0.0602177261766404	0.1382777415908039
quadriceps	exploratory_union	R-MMU-69473_G2_M_DNA_DAMAGE_CHECKPOINT	https://reactome.org/PathwayBrowser/#/R-MMU-69473	17	53	3	ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000027715	Rpa3,Brca1,Ccna2	0.0602177261766404	0.1382777415908039
quadriceps	exploratory_union	R-MMU-73886_CHROMOSOME_MAINTENANCE	https://reactome.org/PathwayBrowser/#/R-MMU-73886	17	53	3	ENSMUSG00000012483,ENSMUSG00000025358,ENSMUSG00000027715	Rpa3,Cdk2,Ccna2	0.0602177261766404	0.1382777415908039
quadriceps	exploratory_union	R-MMU-8848021_SIGNALING_BY_PTK6	https://reactome.org/PathwayBrowser/#/R-MMU-8848021	17	53	3	ENSMUSG00000018166,ENSMUSG00000025358,ENSMUSG00000070348	Erbb3,Cdk2,Ccnd1	0.0602177261766404	0.1382777415908039
quadriceps	exploratory_union	R-MMU-9006927_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	https://reactome.org/PathwayBrowser/#/R-MMU-9006927	17	53	3	ENSMUSG00000018166,ENSMUSG00000025358,ENSMUSG00000070348	Erbb3,Cdk2,Ccnd1	0.0602177261766404	0.1382777415908039
quadriceps	exploratory_union	R-MMU-202424_DOWNSTREAM_TCR_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-202424	8	53	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.0659007308640047	0.1461770744378358
quadriceps	exploratory_union	R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	https://reactome.org/PathwayBrowser/#/R-MMU-3371556	18	53	3	ENSMUSG00000005483,ENSMUSG00000012483,ENSMUSG00000090877	Dnajb1,Rpa3,Hspa1b	0.0695519950954218	0.1461770744378358
quadriceps	exploratory_union	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	https://reactome.org/PathwayBrowser/#/R-MMU-416476	18	53	3	ENSMUSG00000021108,ENSMUSG00000021948,ENSMUSG00000026360	Prkch,Prkcd,Rgs2	0.0695519950954218	0.1461770744378358
quadriceps	exploratory_union	R-MMU-69231_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	https://reactome.org/PathwayBrowser/#/R-MMU-69231	18	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000070348	Cdkn1a,Cdk2,Ccnd1	0.0695519950954218	0.1461770744378358
quadriceps	exploratory_union	R-MMU-69236_G1_PHASE	https://reactome.org/PathwayBrowser/#/R-MMU-69236	18	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000070348	Cdkn1a,Cdk2,Ccnd1	0.0695519950954218	0.1461770744378358
quadriceps	exploratory_union	R-MMU-73894_DNA_REPAIR	https://reactome.org/PathwayBrowser/#/R-MMU-73894	42	53	5	ENSMUSG00000007646,ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000025358,ENSMUSG00000027715	Rad51c,Rpa3,Brca1,Cdk2,Ccna2	0.0720790402164315	0.1484533024736313
quadriceps	exploratory_union	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	https://reactome.org/PathwayBrowser/#/R-MMU-8953897	83	53	8	ENSMUSG00000005483,ENSMUSG00000012483,ENSMUSG00000021025,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000038332,ENSMUSG00000090877	Dnajb1,Rpa3,Nfkbia,Cdkn1a,Cdk2,Ccna2,Sesn1,Hspa1b	0.0730294471846089	0.1484533024736313
quadriceps	exploratory_union	R-MMU-69620_CELL_CYCLE_CHECKPOINTS	https://reactome.org/PathwayBrowser/#/R-MMU-69620	43	53	5	ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Rpa3,Brca1,Cdkn1a,Cdk2,Ccna2	0.078278107977589	0.1514556066162049
quadriceps	exploratory_union	R-MMU-69239_SYNTHESIS_OF_DNA	https://reactome.org/PathwayBrowser/#/R-MMU-69239	19	53	3	ENSMUSG00000012483,ENSMUSG00000025358,ENSMUSG00000027715	Rpa3,Cdk2,Ccna2	0.0795038294003047	0.1514556066162049
quadriceps	exploratory_union	R-MMU-1168372_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	https://reactome.org/PathwayBrowser/#/R-MMU-1168372	9	53	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.0818348842200462	0.1514556066162049
quadriceps	exploratory_union	R-MMU-6804757_REGULATION_OF_TP53_DEGRADATION	https://reactome.org/PathwayBrowser/#/R-MMU-6804757	9	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.0818348842200462	0.1514556066162049
quadriceps	exploratory_union	R-MMU-6806003_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	https://reactome.org/PathwayBrowser/#/R-MMU-6806003	9	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.0818348842200462	0.1514556066162049
quadriceps	exploratory_union	R-MMU-68962_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	https://reactome.org/PathwayBrowser/#/R-MMU-68962	9	53	2	ENSMUSG00000012483,ENSMUSG00000025358	Rpa3,Cdk2	0.0818348842200462	0.1514556066162049
quadriceps	exploratory_union	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	https://reactome.org/PathwayBrowser/#/R-MMU-2262752	72	53	7	ENSMUSG00000005483,ENSMUSG00000012483,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000038332,ENSMUSG00000090877	Dnajb1,Rpa3,Cdkn1a,Cdk2,Ccna2,Sesn1,Hspa1b	0.0883524976748996	0.1611133781130522
quadriceps	exploratory_union	R-MMU-5688426_DEUBIQUITINATION	https://reactome.org/PathwayBrowser/#/R-MMU-5688426	32	53	4	ENSMUSG00000017146,ENSMUSG00000021025,ENSMUSG00000027715,ENSMUSG00000045730	Brca1,Nfkbia,Ccna2,Adrb2	0.0905940400115404	0.1628066806004495
quadriceps	exploratory_union	R-MMU-176408_REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE	https://reactome.org/PathwayBrowser/#/R-MMU-176408	10	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.098813426384139	0.1701786787726839
quadriceps	exploratory_union	R-MMU-5685938_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	https://reactome.org/PathwayBrowser/#/R-MMU-5685938	10	53	2	ENSMUSG00000012483,ENSMUSG00000017146	Rpa3,Brca1	0.098813426384139	0.1701786787726839
quadriceps	exploratory_union	R-MMU-69052_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	https://reactome.org/PathwayBrowser/#/R-MMU-69052	10	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.098813426384139	0.1701786787726839
quadriceps	exploratory_union	R-MMU-69306_DNA_REPLICATION	https://reactome.org/PathwayBrowser/#/R-MMU-69306	21	53	3	ENSMUSG00000012483,ENSMUSG00000025358,ENSMUSG00000027715	Rpa3,Cdk2,Ccna2	0.1011417690599779	0.1718024570333871
quadriceps	exploratory_union	R-MMU-69002_DNA_REPLICATION_PRE_INITIATION	https://reactome.org/PathwayBrowser/#/R-MMU-69002	11	53	2	ENSMUSG00000012483,ENSMUSG00000025358	Rpa3,Cdk2	0.1166804261487965	0.1929116378993435
quadriceps	exploratory_union	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	https://reactome.org/PathwayBrowser/#/R-MMU-9909648	11	53	2	ENSMUSG00000028944,ENSMUSG00000070348	Prkag2,Ccnd1	0.1166804261487965	0.1929116378993435
quadriceps	exploratory_union	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	https://reactome.org/PathwayBrowser/#/R-MMU-3247509	23	53	3	ENSMUSG00000019947,ENSMUSG00000053470,ENSMUSG00000070348	Arid5b,Kdm3a,Ccnd1	0.1248770897521965	0.2037468306483206
quadriceps	exploratory_union	R-MMU-176187_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	https://reactome.org/PathwayBrowser/#/R-MMU-176187	12	53	2	ENSMUSG00000012483,ENSMUSG00000025358	Rpa3,Cdk2	0.1352932757478664	0.2104115405490538
quadriceps	exploratory_union	R-MMU-202403_TCR_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-202403	12	53	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.1352932757478664	0.2104115405490538
quadriceps	exploratory_union	R-MMU-69273_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-69273	12	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.1352932757478664	0.2104115405490538
quadriceps	exploratory_union	R-MMU-453274_MITOTIC_G2_G2_M_PHASES	https://reactome.org/PathwayBrowser/#/R-MMU-453274	24	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.1374462482618819	0.2104115405490538
quadriceps	exploratory_union	R-MMU-69275_G2_M_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-69275	24	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.1374462482618819	0.2104115405490538
quadriceps	exploratory_union	R-MMU-4839726_CHROMATIN_ORGANIZATION	https://reactome.org/PathwayBrowser/#/R-MMU-4839726	25	53	3	ENSMUSG00000019947,ENSMUSG00000053470,ENSMUSG00000070348	Arid5b,Kdm3a,Ccnd1	0.1504363833723702	0.2274891650996818
quadriceps	exploratory_union	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	https://reactome.org/PathwayBrowser/#/R-MMU-388396	40	53	4	ENSMUSG00000021108,ENSMUSG00000021948,ENSMUSG00000026360,ENSMUSG00000045730	Prkch,Prkcd,Rgs2,Adrb2	0.1677737845930549	0.2435829153756812
quadriceps	exploratory_union	R-MMU-1227986_SIGNALING_BY_ERBB2	https://reactome.org/PathwayBrowser/#/R-MMU-1227986	14	53	2	ENSMUSG00000018166,ENSMUSG00000021948	Erbb3,Prkcd	0.1742471017248895	0.2435829153756812
quadriceps	exploratory_union	R-MMU-174143_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	https://reactome.org/PathwayBrowser/#/R-MMU-174143	14	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.1742471017248895	0.2435829153756812
quadriceps	exploratory_union	R-MMU-389948_CO_INHIBITION_BY_PD_1	https://reactome.org/PathwayBrowser/#/R-MMU-389948	14	53	2	ENSMUSG00000028944,ENSMUSG00000070348	Prkag2,Ccnd1	0.1742471017248895	0.2435829153756812
quadriceps	exploratory_union	R-MMU-453276_REGULATION_OF_MITOTIC_CELL_CYCLE	https://reactome.org/PathwayBrowser/#/R-MMU-453276	14	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.1742471017248895	0.2435829153756812
quadriceps	exploratory_union	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	https://reactome.org/PathwayBrowser/#/R-MMU-983705	14	53	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.1742471017248895	0.2435829153756812
quadriceps	exploratory_union	R-MMU-2559583_CELLULAR_SENESCENCE	https://reactome.org/PathwayBrowser/#/R-MMU-2559583	27	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.1775383412836948	0.2435829153756812
quadriceps	exploratory_union	R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	https://reactome.org/PathwayBrowser/#/R-MMU-5689880	27	53	3	ENSMUSG00000021025,ENSMUSG00000027715,ENSMUSG00000045730	Nfkbia,Ccna2,Adrb2	0.1775383412836948	0.2435829153756812
quadriceps	exploratory_union	R-MMU-372790_SIGNALING_BY_GPCR	https://reactome.org/PathwayBrowser/#/R-MMU-372790	41	53	4	ENSMUSG00000021108,ENSMUSG00000021948,ENSMUSG00000026360,ENSMUSG00000045730	Prkch,Prkcd,Rgs2,Adrb2	0.1787584298321531	0.2435829153756812
quadriceps	exploratory_union	R-MMU-1640170_CELL_CYCLE	https://reactome.org/PathwayBrowser/#/R-MMU-1640170	89	53	7	ENSMUSG00000007656,ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000070348	Arpp19,Rpa3,Brca1,Cdkn1a,Cdk2,Ccna2,Ccnd1	0.2019810157698833	0.2722352821246254
quadriceps	exploratory_union	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-73887	16	53	2	ENSMUSG00000021025,ENSMUSG00000024778	Nfkbia,Fas	0.2147660887246308	0.2863547849661745
quadriceps	exploratory_union	R-MMU-69278_CELL_CYCLE_MITOTIC	https://reactome.org/PathwayBrowser/#/R-MMU-69278	76	53	6	ENSMUSG00000007656,ENSMUSG00000012483,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000070348	Arpp19,Rpa3,Cdkn1a,Cdk2,Ccna2,Ccnd1	0.2260744439114846	0.2982258621811073
quadriceps	exploratory_union	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-1280218	77	53	6	ENSMUSG00000001786,ENSMUSG00000021025,ENSMUSG00000028944,ENSMUSG00000032688,ENSMUSG00000070348,ENSMUSG00000073700	Fbxo7,Nfkbia,Prkag2,Malt1,Ccnd1,Klhl21	0.2353123013535863	0.3040228603748023
quadriceps	exploratory_union	R-MMU-913531_INTERFERON_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-913531	17	53	2	ENSMUSG00000021948,ENSMUSG00000090877	Prkcd,Hspa1b	0.2353725370643631	0.3040228603748023
quadriceps	exploratory_union	R-MMU-162582_SIGNAL_TRANSDUCTION	https://reactome.org/PathwayBrowser/#/R-MMU-162582	212	53	14	ENSMUSG00000004864,ENSMUSG00000005483,ENSMUSG00000018166,ENSMUSG00000021025,ENSMUSG00000021108,ENSMUSG00000021948,ENSMUSG00000023067,ENSMUSG00000024778,ENSMUSG00000025358,ENSMUSG00000026360,ENSMUSG00000028944,ENSMUSG00000045730,ENSMUSG00000070348,ENSMUSG00000076431	Mapk13,Dnajb1,Erbb3,Nfkbia,Prkch,Prkcd,Cdkn1a,Fas,Cdk2,Rgs2,Prkag2,Adrb2,Ccnd1,Sox4	0.2457758796217268	0.3141877224030323
quadriceps	exploratory_union	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-2454202	18	53	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.2561001048104805	0.3207718484494908
quadriceps	exploratory_union	R-MMU-8951664_NEDDYLATION	https://reactome.org/PathwayBrowser/#/R-MMU-8951664	18	53	2	ENSMUSG00000001786,ENSMUSG00000073700	Fbxo7,Klhl21	0.2561001048104805	0.3207718484494908
quadriceps	exploratory_union	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	https://reactome.org/PathwayBrowser/#/R-MMU-9006925	36	53	3	ENSMUSG00000018166,ENSMUSG00000021948,ENSMUSG00000023067	Erbb3,Prkcd,Cdkn1a	0.3112876278334553	0.3859966585134846
quadriceps	exploratory_union	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	https://reactome.org/PathwayBrowser/#/R-MMU-983168	22	53	2	ENSMUSG00000001786,ENSMUSG00000073700	Fbxo7,Klhl21	0.3388742462713167	0.4160436290855769
quadriceps	exploratory_union	R-MMU-109582_HEMOSTASIS	https://reactome.org/PathwayBrowser/#/R-MMU-109582	56	53	4	ENSMUSG00000007646,ENSMUSG00000021108,ENSMUSG00000021948,ENSMUSG00000026576	Rad51c,Prkch,Prkcd,Atp1b1	0.3634816577518968	0.441879662365051
quadriceps	exploratory_union	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	https://reactome.org/PathwayBrowser/#/R-MMU-388841	25	53	2	ENSMUSG00000028944,ENSMUSG00000070348	Prkag2,Ccnd1	0.3993309158602001	0.4807478987054835
quadriceps	exploratory_union	R-MMU-109581_APOPTOSIS	https://reactome.org/PathwayBrowser/#/R-MMU-109581	26	53	2	ENSMUSG00000021948,ENSMUSG00000024778	Prkcd,Fas	0.4189574780461916	0.4884899417807987
quadriceps	exploratory_union	R-MMU-2990846_SUMOYLATION	https://reactome.org/PathwayBrowser/#/R-MMU-2990846	26	53	2	ENSMUSG00000017146,ENSMUSG00000021025	Brca1,Nfkbia	0.4189574780461916	0.4884899417807987
quadriceps	exploratory_union	R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	https://reactome.org/PathwayBrowser/#/R-MMU-3108232	26	53	2	ENSMUSG00000017146,ENSMUSG00000021025	Brca1,Nfkbia	0.4189574780461916	0.4884899417807987
quadriceps	exploratory_union	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	https://reactome.org/PathwayBrowser/#/R-MMU-597592	131	53	8	ENSMUSG00000001786,ENSMUSG00000003437,ENSMUSG00000017146,ENSMUSG00000021025,ENSMUSG00000027715,ENSMUSG00000045730,ENSMUSG00000056091,ENSMUSG00000073700	Fbxo7,Paf1,Brca1,Nfkbia,Ccna2,Adrb2,St3gal5,Klhl21	0.4215195465366569	0.4884899417807987
quadriceps	exploratory_union	R-MMU-194138_SIGNALING_BY_VEGF	https://reactome.org/PathwayBrowser/#/R-MMU-194138	27	53	2	ENSMUSG00000004864,ENSMUSG00000021948	Mapk13,Prkcd	0.4382710089871913	0.494050955585561
quadriceps	exploratory_union	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	https://reactome.org/PathwayBrowser/#/R-MMU-4420097	27	53	2	ENSMUSG00000004864,ENSMUSG00000021948	Mapk13,Prkcd	0.4382710089871913	0.494050955585561
quadriceps	exploratory_union	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	https://reactome.org/PathwayBrowser/#/R-MMU-983169	27	53	2	ENSMUSG00000001786,ENSMUSG00000073700	Fbxo7,Klhl21	0.4382710089871913	0.494050955585561
quadriceps	exploratory_union	R-MMU-5357801_PROGRAMMED_CELL_DEATH	https://reactome.org/PathwayBrowser/#/R-MMU-5357801	29	53	2	ENSMUSG00000021948,ENSMUSG00000024778	Prkcd,Fas	0.4758653873726551	0.5315973696775607
quadriceps	exploratory_union	R-MMU-8953854_METABOLISM_OF_RNA	https://reactome.org/PathwayBrowser/#/R-MMU-8953854	49	53	3	ENSMUSG00000021948,ENSMUSG00000044786,ENSMUSG00000090877	Prkcd,Zfp36,Hspa1b	0.5067199626287359	0.5610113871961004
quadriceps	exploratory_union	R-MMU-392499_METABOLISM_OF_PROTEINS	https://reactome.org/PathwayBrowser/#/R-MMU-392499	161	53	9	ENSMUSG00000001786,ENSMUSG00000003437,ENSMUSG00000017146,ENSMUSG00000021025,ENSMUSG00000025980,ENSMUSG00000027715,ENSMUSG00000045730,ENSMUSG00000056091,ENSMUSG00000073700	Fbxo7,Paf1,Brca1,Nfkbia,Hspd1,Ccna2,Adrb2,St3gal5,Klhl21	0.5242376715130181	0.5752696572355244
quadriceps	exploratory_union	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-1257604	33	53	2	ENSMUSG00000018166,ENSMUSG00000023067	Erbb3,Cdkn1a	0.5464460185652882	0.594379879842945
quadriceps	exploratory_union	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	https://reactome.org/PathwayBrowser/#/R-MMU-5683057	37	53	2	ENSMUSG00000005483,ENSMUSG00000018166	Dnajb1,Erbb3	0.6103494900089022	0.6581159718356858
quadriceps	exploratory_union	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	https://reactome.org/PathwayBrowser/#/R-MMU-76002	38	53	2	ENSMUSG00000021108,ENSMUSG00000021948	Prkch,Prkcd	0.6252493332627836	0.6683699769360791
quadriceps	exploratory_union	R-MMU-168256_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-168256	186	53	9	ENSMUSG00000001786,ENSMUSG00000004864,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000028944,ENSMUSG00000032688,ENSMUSG00000070348,ENSMUSG00000073700,ENSMUSG00000090877	Fbxo7,Mapk13,Nfkbia,Prkcd,Prkag2,Malt1,Ccnd1,Klhl21,Hspa1b	0.7120759674189996	0.7546788030765466
